"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","hab","ecoregion"
"115",448889,448889,448886,"Species","Grapsus grapsus","(Linnaeus, 1758)",422188,1,1,"Arthropoda","Decapoda","Grapsidae","Grapsus","Malacostraca","Grapsus grapsus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"116",449277,449277,757803,"Genus","Gymnobela","Verrill, 1884",137818,1,1,"Mollusca","Neogastropoda",NA,"Gymnobela","Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"117",450973,450973,772471,"Genus","Halocypris","Dana, 1853",127543,4,1,"Arthropoda","Halocyprida","Halocyprididae","Halocypris","Ostracoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"118",451062,451062,739308,"Genus","Haloptilus","Giesbrecht, 1898",104140,1,1,"Arthropoda","Calanoida","Augaptilidae","Haloptilus",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"119",452353,452353,452346,"Species","Hemiaulus hauckii","Grunow ex Van Heurck, 1882",163249,1,1,"Ochrophyta","Hemiaulales","Hemiaulaceae","Hemiaulus","Bacillariophyceae","Hemiaulus hauckii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"120",453654,453654,769606,"Species","Heteropyramis maculata","Moser, 1925",135416,1,1,"Cnidaria","Siphonophorae","Clausophyidae","Heteropyramis","Hydrozoa","Heteropyramis maculata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"121",453666,453666,453656,"Species","Heterorhabdus papilliger","(Claus, 1863)",104580,1,1,"Arthropoda","Calanoida","Heterorhabdidae","Heterorhabdus",NA,"Heterorhabdus papilliger",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"122",455299,455299,634285,"Species","Hyale macrodactyla","Stebbing, 1899",214759,3,1,"Arthropoda","Amphipoda","Hyalidae","Hyale","Malacostraca","Hyale macrodactyla",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"123",455799,455799,455793,"Species","Hygophum macrochir","(Günther, 1864)",158895,2,2,"Chordata","Myctophiformes","Myctophidae","Hygophum","Actinopteri","Hygophum macrochir",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"124",455917,455917,455913,"Species","Hymenodora gracilis","Smith, 1886",107591,2,1,"Arthropoda","Decapoda","Acanthephyridae","Hymenodora","Malacostraca","Hymenodora gracilis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"125",456075,456075,456074,"Species","Hyphalaster inermis","Sladen, 1883",123932,1,1,"Echinodermata","Paxillosida","Porcellanasteridae","Hyphalaster","Asteroidea","Hyphalaster inermis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"126",457705,457705,775900,"Species","Isovactis microtentaculata","Leloup, 1964",290233,2,1,"Cnidaria",NA,"Arachnactidae","Isovactis","Anthozoa","Isovactis microtentaculata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"127",458112,458112,764676,"Genus","Joeropsis","Koehler, 1885",118369,3,1,"Arthropoda","Isopoda","Joeropsididae","Joeropsis","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"128",458883,458883,749107,"Species","Krohnia lepidota","(Krohn, 1845)",129752,1,1,"Annelida","Phyllodocida","Alciopidae","Krohnia","Polychaeta","Krohnia lepidota",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"129",459147,459147,636717,"Species","Labidocera acutifrons","(Dana, 1849)",104727,1,1,"Arthropoda","Calanoida","Pontellidae","Labidocera",NA,"Labidocera acutifrons",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"130",459840,459840,752411,"Genus","Lampanyctus","Bonaparte, 1840",125825,2,2,"Chordata","Myctophiformes","Myctophidae","Lampanyctus","Actinopteri",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"131",459843,459843,459840,"Species","Lampanyctus alatus","Goode & Bean, 1896",126610,2,2,"Chordata","Myctophiformes","Myctophidae","Lampanyctus","Actinopteri","Lampanyctus alatus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"132",461023,461023,698225,"Species","Lensia multicristata","(Moser, 1925)",135436,1,1,"Cnidaria","Siphonophorae","Diphyidae","Lensia","Hydrozoa","Lensia multicristata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"133",461205,461205,774666,"Genus","Lepidasthenia","Malmgren, 1867",129495,1,1,"Annelida","Phyllodocida","Polynoidae","Lepidasthenia","Polychaeta",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"134",461295,461295,769805,"Species","Lepidochelys olivacea","(Eschscholtz, 1829)",220293,9,1,"Chordata","Testudines","Cheloniidae","Lepidochelys","Reptilia","Lepidochelys olivacea",TRUE,"VU",NA,"Sao Pedro and Sao Paulo Islands"
"135",462512,462512,462508,"Species","Lestrigonus macrophthalmus","(Vosseler, 1901)",236570,5,1,"Arthropoda","Amphipoda","Lestrigonidae","Lestrigonus","Malacostraca","Lestrigonus macrophthalmus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"136",462513,462513,462508,"Species","Lestrigonus schizogeneios","(Stebbing, 1888)",180699,2,1,"Arthropoda","Amphipoda","Lestrigonidae","Lestrigonus","Malacostraca","Lestrigonus schizogeneios",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"137",463318,463318,639276,"Species","Limacina bulimoides","(d'Orbigny, 1834)",140222,1,1,"Mollusca","Thecosomata","Limacinidae","Limacina","Gastropoda","Limacina bulimoides",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"138",463319,463319,639276,"Species","Limacina helicina","(Phipps, 1774)",140223,1,1,"Mollusca","Thecosomata","Limacinidae","Limacina","Gastropoda","Limacina helicina",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"139",463326,463326,639276,"Species","Limacina trochiformis","(d'Orbigny, 1834)",140228,2,1,"Mollusca","Thecosomata","Limacinidae","Limacina","Gastropoda","Limacina trochiformis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"140",463561,463561,463535,"Species","Limopsis tenella","Jeffreys, 1876",156787,4,2,"Mollusca","Arcoida","Limopsidae","Limopsis","Bivalvia","Limopsis tenella",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"141",464587,464587,640184,"Species","Lobianchia gemellarii","(Cocco, 1838)",158901,2,2,"Chordata","Myctophiformes","Myctophidae","Lobianchia","Actinopteri","Lobianchia gemellarii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"142",464872,464872,741049,"Genus","Lophelia","Milne Edwards & Haime, 1849",135095,1,1,"Cnidaria","Scleractinia","Caryophylliidae","Lophelia","Anthozoa",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"143",465269,465269,750343,"Genus","Lucicutia","Giesbrecht, 1898",104183,2,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"144",465277,465277,465269,"Species","Lucicutia flavicornis","(Claus, 1863)",104597,1,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia",NA,"Lucicutia flavicornis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"145",465279,465279,465269,"Species","Lucicutia gaussae","Grice, 1963",104599,2,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia",NA,"Lucicutia gaussae",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"146",465280,465280,465269,"Species","Lucicutia gemina","Farran, 1926",104600,1,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia",NA,"Lucicutia gemina",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"147",465283,465283,465269,"Species","Lucicutia longicornis","(Giesbrecht, 1889)",104602,1,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia",NA,"Lucicutia longicornis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"148",465311,465311,698414,"Species","Lucifer typus","H. Milne Edwards, 1837 [in H. Milne Edwards, 1834-1840]",107122,3,2,"Arthropoda","Decapoda","Luciferidae","Lucifer","Malacostraca","Lucifer typus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"149",465835,465835,774580,"Species","Lycaeopsis themistoides","Claus, 1879",236579,1,1,"Arthropoda","Amphipoda","Lycaeopsidae","Lycaeopsis","Malacostraca","Lycaeopsis themistoides",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"150",466305,466305,769680,"Genus","Lysiosquilla","Dana, 1852",136100,1,1,"Arthropoda","Stomatopoda","Lysiosquillidae","Lysiosquilla","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"151",467176,467176,467165,"Species","Madrepora carolina","(Pourtalès, 1871)",287092,1,1,"Cnidaria","Scleractinia","Oculinidae","Madrepora","Anthozoa","Madrepora carolina",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"152",467294,467294,803442,"Genus","Maera","Leach, 1814",101675,1,1,"Arthropoda","Amphipoda","Maeridae","Maera","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"153",468790,468790,751285,"Species","Mecynocera clausi","Thompson I.C., 1888",104616,1,1,"Arthropoda","Calanoida","Paracalanidae","Mecynocera",NA,"Mecynocera clausi",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"154",469322,469322,469321,"Species","Melanoides tuberculata","(O. F. Müller, 1774)",225694,1,1,"Mollusca","Caenogastropoda incertae sedis","Thiaridae","Melanoides","Gastropoda","Melanoides tuberculata",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"155",469585,469585,769617,"Species","Melophysa melo","(Quoy & Gaimard, 1827)",135499,1,1,"Cnidaria","Siphonophorae","Agalmatidae","Melophysa","Hydrozoa","Melophysa melo",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"156",469756,469756,469750,"Species","Meningodora mollis","Smith, 1882",107596,1,1,"Arthropoda","Decapoda","Acanthephyridae","Meningodora","Malacostraca","Meningodora mollis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"157",471386,471386,848770,"Genus","Micropleurotoma","Thiele, 1929",138612,2,1,"Mollusca","Neogastropoda","Horaiclavidae","Micropleurotoma","Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"158",471493,471493,644603,"Species","Microsetella rosea","(Dana, 1847)",116116,3,1,"Arthropoda","Harpacticoida","Ectinosomatidae","Microsetella",NA,"Microsetella rosea",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"159",471914,471914,779894,"Species","Mithraculus forceps","A. Milne-Edwards, 1875",421988,2,1,"Arthropoda","Decapoda",NA,"Mithraculus","Malacostraca","Mithraculus forceps",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"160",472359,472359,472358,"Species","Mohnia abyssorum","(P. Fischer, 1884)",138913,1,1,"Mollusca","Neogastropoda","Buccinidae","Mohnia","Gastropoda","Mohnia abyssorum",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"161",473364,473364,473363,"Species","Muggiaea atlantica","Cunningham, 1892",135441,2,1,"Cnidaria","Siphonophorae","Diphyidae","Muggiaea","Hydrozoa","Muggiaea atlantica",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"162",474283,474283,474278,"Species","Myctophum asperum","Richardson, 1845",158903,5,2,"Chordata","Myctophiformes","Myctophidae","Myctophum","Actinopteri","Myctophum asperum",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"163",474308,474308,474278,"Species","Myctophum nitidulum","Garman, 1899",126626,1,1,"Chordata","Myctophiformes","Myctophidae","Myctophum","Actinopteri","Myctophum nitidulum",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"164",474309,474309,474278,"Species","Myctophum obtusirostre","Tåning, 1928",158904,2,2,"Chordata","Myctophiformes","Myctophidae","Myctophum","Actinopteri","Myctophum obtusirostre",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"165",475090,475090,475089,"Species","Nannocalanus minor","(Claus, 1863)",104469,4,1,"Arthropoda","Calanoida","Calanidae","Nannocalanus",NA,"Nannocalanus minor",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"166",476743,476743,476740,"Species","Neocalanus gracilis","(Dana, 1852)",104471,4,1,"Arthropoda","Calanoida","Calanidae","Neocalanus",NA,"Neocalanus gracilis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"167",476745,476745,476740,"Species","Neocalanus robustior","(Giesbrecht, 1888)",104472,2,1,"Arthropoda","Calanoida","Calanidae","Neocalanus",NA,"Neocalanus robustior",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"168",476954,476954,768656,"Species","Neognathophausia ingens","(Dohrn, 1870)",220999,1,1,"Arthropoda","Lophogastrida","Gnathophausiidae","Neognathophausia","Malacostraca","Neognathophausia ingens",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"169",477475,477475,477474,"Species","Neotanais affinis","Wolff, 1956",136329,2,1,"Arthropoda","Tanaidacea","Neotanaidae","Neotanais","Malacostraca","Neotanais affinis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"170",479000,479000,478999,"Species","Notolychnus valdiviae","(Brauer, 1904)",126629,4,2,"Chordata","Myctophiformes","Myctophidae","Notolychnus","Actinopteri","Notolychnus valdiviae",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"171",480683,480683,699175,"Species","Oithona plumifera","Baird, 1843",106652,3,1,"Arthropoda","Cyclopoida","Oithonidae","Oithona",NA,"Oithona plumifera",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"172",480931,480931,766920,"Genus","Omalogyra","Jeffreys, 1859",138276,4,1,"Mollusca","Heterobranchia incertae sedis","Omalogyridae","Omalogyra","Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"173",481029,481029,651134,"Genus","Oncaea","Philippi, 1843",128690,1,1,"Arthropoda","Poecilostomatoida","Oncaeidae","Oncaea",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"174",481059,481059,481029,"Species","Oncaea venusta","Philippi, 1843",128954,4,1,"Arthropoda","Poecilostomatoida","Oncaeidae","Oncaea",NA,"Oncaea venusta",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"175",481105,481105,481103,"Species","Onchnesoma magnibathum","Cutler, 1969",136064,2,2,"Sipuncula","Golfingiida","Phascolionidae","Onchnesoma","Sipunculidea","Onchnesoma magnibathum",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"176",482770,482770,482764,"Species","Oplophorus spinosus","(Brullé, 1839)",107602,1,1,"Arthropoda","Decapoda","Oplophoridae","Oplophorus","Malacostraca","Oplophorus spinosus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"177",483170,483170,483165,"Species","Ornithocercus magnificus","Stein, 1883",109693,1,1,"Myzozoa","Dinophysiales","Dinophysiaceae","Ornithocercus","Dinophyceae","Ornithocercus magnificus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"178",483975,483975,767910,"Genus","Oxytoxum","Stein, 1883",109528,25,1,"Myzozoa","Peridiniales","Oxytoxaceae","Oxytoxum","Dinophyceae",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"179",485137,485137,653496,"Species","Pantopipetta longituberculata","(Turpaeva, 1955)",134640,2,1,"Arthropoda","Pantopoda","Austrodecidae","Pantopipetta","Pycnogonida","Pantopipetta longituberculata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"180",485148,485148,484648,"Genus","Panulirus","White, 1847",107060,1,1,"Arthropoda","Decapoda","Palinuridae","Panulirus","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"181",485323,485323,653600,"Species","Paracalanus aculeatus","Giesbrecht, 1888",104681,2,1,"Arthropoda","Calanoida","Paracalanidae","Paracalanus",NA,"Paracalanus aculeatus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"182",486132,486132,486128,"Species","Paralamprops girardi","Reyss, 1978",182248,2,1,"Arthropoda","Cumacea","Lampropidae","Paralamprops","Malacostraca","Paralamprops girardi",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"183",486955,486955,754788,"Species","Parapasiphae cristata","Smith, 1884",107672,1,1,"Arthropoda","Decapoda","Pasiphaeidae","Parapasiphae","Malacostraca","Parapasiphae cristata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"184",486957,486957,754788,"Species","Parapasiphae sulcatifrons","Smith, 1884",107673,1,1,"Arthropoda","Decapoda","Pasiphaeidae","Parapasiphae","Malacostraca","Parapasiphae sulcatifrons",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"185",487004,487004,489021,"Genus","Parapenaeus","Smith, 1885",106819,1,1,"Arthropoda","Decapoda","Penaeidae","Parapenaeus","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"186",487252,487252,661405,"Genus","Parapronoe","Claus, 1879",236629,1,1,"Arthropoda","Amphipoda","Pronoidae","Parapronoe","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"187",488056,488056,488055,"Species","Parribacus antarcticus","(Lund, 1793)",210364,1,1,"Arthropoda","Decapoda","Scyllaridae","Parribacus","Malacostraca","Parribacus antarcticus",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"188",488157,488157,771569,"Genus","Parvamussium","Sacco, 1897",181286,1,1,"Mollusca","Pectinoida","Propeamussiidae","Parvamussium","Bivalvia",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"189",488828,488828,767802,"Species","Pelagopenaeus balboae","(Faxon, 1893)",107110,1,1,"Arthropoda","Decapoda","Penaeidae","Pelagopenaeus","Malacostraca","Pelagopenaeus balboae",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"190",489645,489645,489639,"Genus","Peridinium","Ehrenberg, 1832",109549,1,1,"Myzozoa","Peridiniales","Peridiniaceae","Peridinium","Dinophyceae",NA,NA,NA,TRUE,"Sao Pedro and Sao Paulo Islands"
"191",490596,490596,490595,"Species","Phaenna spinifera","Claus, 1863",104698,1,1,"Arthropoda","Calanoida","Phaennidae","Phaenna",NA,"Phaenna spinifera",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"192",490706,490706,777673,"Genus","Phalacrophorus","Greeff, 1879",206129,3,1,"Annelida","Phyllodocida","Iospilidae","Phalacrophorus","Polychaeta",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"193",490707,490707,490706,"Species","Phalacrophorus pictus","Greeff, 1879",209714,1,1,"Annelida","Phyllodocida","Iospilidae","Phalacrophorus","Polychaeta","Phalacrophorus pictus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"194",491771,491771,491789,"Genus","Phronima","Latreille, 1802",101804,1,1,"Arthropoda","Amphipoda","Phronimidae","Phronima","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"195",491777,491777,491771,"Species","Phronima colletti","Bovallius, 1887",236606,1,1,"Arthropoda","Amphipoda","Phronimidae","Phronima","Malacostraca","Phronima colletti",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"196",491792,491792,779722,"Genus","Phronimopsis","Claus, 1879",236571,3,1,"Arthropoda","Amphipoda","Lestrigonidae","Phronimopsis","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"197",491794,491794,491792,"Species","Phronimopsis spinifera","Claus, 1879",236572,4,1,"Arthropoda","Amphipoda","Lestrigonidae","Phronimopsis","Malacostraca","Phronimopsis spinifera",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"198",492276,492276,769786,"Species","Physeter macrocephalus","Linnaeus, 1758",137119,5,1,"Chordata","Cetartiodactyla","Physeteridae","Physeter","Mammalia","Physeter macrocephalus",TRUE,"VU",NA,"Sao Pedro and Sao Paulo Islands"
"199",493199,493199,686684,"Species","Plagusia depressa","(Fabricius, 1775)",107459,2,2,"Arthropoda","Decapoda","Plagusiidae","Plagusia","Malacostraca","Plagusia depressa",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"200",493452,493452,767954,"Species","Platycuma hessleri","Jones, 1973",110577,2,1,"Arthropoda","Cumacea","Nannastacidae","Platycuma","Malacostraca","Platycuma hessleri",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"201",493454,493454,767954,"Species","Platycuma sandersi","Jones, 1973",110579,1,1,"Arthropoda","Cumacea","Nannastacidae","Platycuma","Malacostraca","Platycuma sandersi",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"202",494164,494164,751674,"Genus","Pleuromamma","Giesbrecht in Giesbrecht & Schmeil, 1898",104191,1,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"203",494167,494167,494164,"Species","Pleuromamma gracilis","Claus, 1863",104639,2,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma",NA,"Pleuromamma gracilis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"204",494170,494170,494164,"Species","Pleuromamma piseki","Farran, 1929",104640,2,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma",NA,"Pleuromamma piseki",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"205",494177,494177,494164,"Species","Pleuromamma xiphias","(Giesbrecht, 1889)",104643,1,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma",NA,"Pleuromamma xiphias",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"206",494322,494322,757803,"Genus","Pleurotomella","Verrill, 1872",137828,2,1,"Mollusca","Neogastropoda",NA,"Pleurotomella","Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"207",494833,494833,494831,"Species","Podolampas bipes","Stein, 1883",110199,1,1,"Myzozoa","Peridiniales","Podolampadaceae","Podolampas","Dinophyceae","Podolampas bipes",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"208",496294,496294,660237,"Species","Pontellina platychela","Fleminger & Hulsemann, 1974",354889,2,1,"Arthropoda","Calanoida","Pontellidae","Pontellina",NA,"Pontellina platychela",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"209",496295,496295,660237,"Species","Pontellina plumata","(Dana, 1849)",104743,1,1,"Arthropoda","Calanoida","Pontellidae","Pontellina",NA,"Pontellina plumata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"210",496297,496297,496291,"Genus","Pontellopsis","Brady, 1883",104211,1,1,"Arthropoda","Calanoida","Pontellidae","Pontellopsis",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"211",496864,496864,496879,"Genus","Poromya","Forbes, 1844",138373,1,1,"Mollusca",NA,"Poromyidae","Poromya","Bivalvia",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"212",497687,497687,770026,"Species","Pristigloma alba","Sanders & Allen, 1973",156977,2,2,"Mollusca","Nuculida","Sareptidae","Pristigloma","Bivalvia","Pristigloma alba",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"213",497688,497688,770026,"Species","Pristigloma nitens","(Jeffreys, 1876)",140847,2,2,"Mollusca","Nuculida","Sareptidae","Pristigloma","Bivalvia","Pristigloma nitens",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"214",497807,497807,767955,"Species","Procampylaspis acanthomma","Jones, 1984",182605,2,1,"Arthropoda","Cumacea","Nannastacidae","Procampylaspis","Malacostraca","Procampylaspis acanthomma",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"215",497821,497821,767955,"Species","Procampylaspis profunda","Jones, 1984",182617,2,1,"Arthropoda","Cumacea","Nannastacidae","Procampylaspis","Malacostraca","Procampylaspis profunda",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"216",498118,498118,498117,"Species","Pronoctiluca pelagica","Fabre-Domergue, 1889",109903,1,1,"Myzozoa","Noctilucales","Protodiniferaceae","Pronoctiluca","Dinophyceae","Pronoctiluca pelagica",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"217",498612,498612,498597,"Species","Protoperidinium conicum","(Gran, 1900) Balech, 1974",110213,9,1,"Myzozoa","Peridiniales","Protoperidiniaceae","Protoperidinium","Dinophyceae","Protoperidinium conicum",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"218",499355,499355,767709,"Species","Pseudevadne tergestina","(Claus, 1877)",106278,1,1,"Arthropoda","Diplostraca","Podonidae","Pseudevadne","Branchiopoda","Pseudevadne tergestina",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"219",501163,501163,757482,"Species","Pterosagitta draco","(Krohn, 1853)",105430,3,1,"Chaetognatha","Aphragmophora","Pterosagittidae","Pterosagitta","Sagittoidea","Pterosagitta draco",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"220",501528,501528,773083,"Species","Pulleniatina obliquiloculata","(Parker & Jones, 1862)",221331,36,4,"Foraminifera","Globigerinida","Pulleniatinidae","Pulleniatina","Globothalamea","Pulleniatina obliquiloculata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"221",502064,502064,767915,"Genus","Pyrocystis","J.Murray ex Haeckel, 1890",109571,1,1,"Myzozoa","Pyrocystales","Pyrocystaceae","Pyrocystis","Dinophyceae",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"222",502100,502100,757656,"Species","Pyrosoma atlanticum","Péron, 1804",137250,1,1,"Chordata","Pyrosomatida","Pyrosomatidae","Pyrosoma","Thaliacea","Pyrosoma atlanticum",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"223",503654,503654,769889,"Species","Rhinoclama notabilis","(Jeffreys, 1876)",139469,1,1,"Mollusca",NA,"Cuspidariidae","Rhinoclama","Bivalvia","Rhinoclama notabilis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"224",503983,503983,788319,"Species","Rhizosolenia styliformis","T.Brightwell, 1858",149629,1,1,"Ochrophyta","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Bacillariophyceae","Rhizosolenia styliformis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"225",504575,504575,764810,"Family","Rissoidae","Gray, 1847",123,1,1,"Mollusca","Littorinimorpha","Rissoidae",NA,"Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"226",504889,504889,700278,"Species","Rosacea plicata","Bigelow, 1911",135471,1,1,"Cnidaria","Siphonophorae","Prayidae","Rosacea","Hydrozoa","Rosacea plicata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"227",505893,505893,666156,"Species","Sapphirina nigromaculata","Claus, 1863",129053,2,1,"Arthropoda","Poecilostomatoida","Sapphirinidae","Sapphirina",NA,"Sapphirina nigromaculata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"228",507746,507746,507744,"Species","Scolecithrix danae","(Lubbock, 1856)",104821,4,1,"Arthropoda","Calanoida","Scolecitrichidae","Scolecithrix",NA,"Scolecithrix danae",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"229",508520,508520,774536,"Species","Scyphosphaera apsteinii","Lohmann, 1902",235975,1,1,"Haptophyta","Zygodiscales","Pontosphaeraceae","Scyphosphaera","Prymnesiophyceae","Scyphosphaera apsteinii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"230",508823,508823,816818,"Genus","Seguenzia","Jeffreys, 1876",138473,2,1,"Mollusca",NA,"Seguenziidae","Seguenzia","Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
