"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","gisd","hab","ecoregion"
"370",513324,513324,760015,"Species","Stellifer chrysoleuca","(Günther, 1867)",276153,TRUE,"LC",12,3,"Chordata","Perciformes","Sciaenidae","Stellifer","Stellifer chrysoleuca","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"371",513326,513326,760015,"Species","Stellifer ericymba","(Jordan & Gilbert, 1882)",276156,TRUE,"LC",8,4,"Chordata","Perciformes","Sciaenidae","Stellifer","Stellifer ericymba","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"372",513328,513328,760015,"Species","Stellifer fuerthii","(Steindachner, 1876)",276157,TRUE,"LC",17,4,"Chordata","Perciformes","Sciaenidae","Stellifer","Stellifer fuerthii","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"373",513337,513337,760015,"Species","Stellifer oscitans","(Jordan & Gilbert, 1882)",276166,TRUE,"LC",12,2,"Chordata","Perciformes","Sciaenidae","Stellifer","Stellifer oscitans","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"374",513338,513338,760015,"Species","Stellifer pizarroensis","Hildebrand, 1946",276167,TRUE,"LC",1,1,"Chordata","Perciformes","Sciaenidae","Stellifer","Stellifer pizarroensis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"375",513378,513378,513377,"Species","Stenella attenuata","(Gray, 1846)",137105,TRUE,"LC",127,16,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella attenuata","Mammalia",NA,NA,"Chiapas-Nicaragua"
"376",513381,513381,513377,"Species","Stenella coeruleoalba","(Meyen, 1833)",137107,TRUE,"LC",81,14,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella coeruleoalba","Mammalia",NA,NA,"Chiapas-Nicaragua"
"377",513384,513384,513377,"Species","Stenella longirostris","(Gray, 1828)",137109,TRUE,"DD",25,10,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella longirostris","Mammalia",NA,NA,"Chiapas-Nicaragua"
"378",513386,513386,513384,"Subspecies","Stenella longirostris orientalis","Perrin, 1990",368867,TRUE,"VU",67,13,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella longirostris","Mammalia",NA,NA,"Chiapas-Nicaragua"
"379",513440,513440,769783,"Species","Steno bredanensis","(G. Cuvier in Lesson, 1828)",137110,TRUE,"LC",25,11,"Chordata","Cetartiodactyla","Delphinidae","Steno","Steno bredanensis","Mammalia",NA,NA,"Chiapas-Nicaragua"
"380",514753,514753,771720,"Species","Strongylura exilis","(Girard, 1854)",275978,TRUE,"LC",4,2,"Chordata","Beloniformes","Belonidae","Strongylura","Strongylura exilis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"381",515150,515150,700820,"Species","Subeucalanus mucronatus","(Giesbrecht, 1888)",104546,NA,NA,2,1,"Arthropoda","Calanoida","Subeucalanidae","Subeucalanus","Subeucalanus mucronatus",NA,NA,NA,"Chiapas-Nicaragua"
"382",515237,515237,760509,"Genus","Sula","Brisson, 1760",137055,NA,NA,17,1,"Chordata","Pelecaniformes","Sulidae","Sula",NA,"Aves",NA,NA,"Chiapas-Nicaragua"
"383",515240,515240,515237,"Species","Sula dactylatra","Lesson, 1831",212599,TRUE,"LC",23,1,"Chordata","Pelecaniformes","Sulidae","Sula","Sula dactylatra","Aves",NA,NA,"Chiapas-Nicaragua"
"384",515363,515363,700835,"Species","Syacium longidorsale","Murakami & Amaoka, 1992",275841,TRUE,"LC",2,2,"Chordata","Pleuronectiformes","Paralichthyidae","Syacium","Syacium longidorsale","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"385",515543,515543,760556,"Species","Symbolophorus evermanni","(Gilbert, 1905)",217718,NA,NA,1,1,"Chordata","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"386",515613,515613,760563,"Species","Symphurus atramentatus","Jordan & Bollman, 1890",274233,TRUE,"LC",21,3,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus atramentatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"387",515627,515627,760563,"Species","Symphurus fasciolaris","Gilbert, 1892",274242,TRUE,"LC",2,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus fasciolaris","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"388",515659,515659,760563,"Species","Symphurus prolatinaris","Munroe, Nizinski & Mahadeva, 1991",274270,TRUE,"LC",13,1,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus prolatinaris","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"389",515672,515672,760563,"Species","Symphurus undecimplerus","Munroe & Nizinski, 1990",274280,TRUE,"LC",1,1,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus undecimplerus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"390",516034,516034,760646,"Species","Synchiropus atrilabiatus","(Garman, 1899)",273238,TRUE,"LC",8,2,"Chordata","Perciformes","Callionymidae","Synchiropus","Synchiropus atrilabiatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"391",516167,516167,700886,"Species","Syngnathus auliscus","(Swain, 1882)",275217,TRUE,"LC",2,2,"Chordata","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus auliscus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"392",517970,517970,766933,"Order","Testudines","Linnaeus, 1758",2689,NA,NA,1,1,"Chordata","Testudines",NA,NA,NA,"Reptilia",NA,NA,"Chiapas-Nicaragua"
"393",518305,518305,844412,"Genus","Textularia","Defrance, 1824",112394,NA,NA,2,1,"Foraminifera","Textulariida","Textulariidae","Textularia",NA,"Globothalamea",NA,NA,"Chiapas-Nicaragua"
"394",518711,518711,761239,"Species","Thalassoma purpureum","(Forsskål, 1775)",212213,TRUE,"LC",1,1,"Chordata","Perciformes","Labridae","Thalassoma","Thalassoma purpureum","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"395",518944,518944,699389,"Order","Thecosomata","Blainville, 1824",13703,NA,NA,6,1,"Mollusca","Thecosomata",NA,NA,NA,"Gastropoda",NA,NA,"Chiapas-Nicaragua"
"396",520133,520133,761650,"Species","Tomicodon petersii","(Garman, 1875)",282998,TRUE,"LC",25,4,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Tomicodon petersii","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"397",520492,520492,740885,"Genus","Trachinotus","Lacepède, 1801",125945,NA,NA,2,1,"Chordata","Perciformes","Carangidae","Trachinotus",NA,"Actinopteri",NA,NA,"Chiapas-Nicaragua"
"398",520926,520926,773085,"Species","Triaenodon obesus","(Rüppell, 1837)",214557,TRUE,"NT",3,1,"Chordata","Carcharhiniformes","Carcharhinidae","Triaenodon","Triaenodon obesus","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"399",521347,521347,768209,"Species","Trifarina carinata","(Cushman, 1923)",113758,NA,NA,27,1,"Foraminifera","Rotaliida","Uvigerinidae","Trifarina","Trifarina carinata","Globothalamea",NA,NA,"Chiapas-Nicaragua"
"400",521517,521517,1011415,"Genus","Triloculina","d'Orbigny, 1826",112047,NA,NA,3,1,"Foraminifera","Miliolida","Hauerinidae","Triloculina",NA,"Tubothalamea",NA,NA,"Chiapas-Nicaragua"
"401",521556,521556,521517,"Species","Triloculina trihedra","Loeblich & Tappan, 1953",163643,NA,NA,32,1,"Foraminifera","Miliolida","Hauerinidae","Triloculina","Triloculina trihedra","Tubothalamea",NA,NA,"Chiapas-Nicaragua"
"402",521635,521635,761974,"Species","Trinectes xanthurus","Walker & Bollinger, 2001",276004,TRUE,"LC",2,2,"Chordata","Pleuronectiformes","Achiridae","Trinectes","Trinectes xanthurus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"403",522921,522921,768187,"Species","Turborotalita quinqueloba","(Natland, 1938)",113462,NA,NA,62,1,"Foraminifera","Globigerinida","Globigerinidae","Turborotalita","Turborotalita quinqueloba","Globothalamea",NA,NA,"Chiapas-Nicaragua"
"404",523097,523097,523093,"Species","Tursiops truncatus","(Montagu, 1821)",137111,TRUE,"LC",287,15,"Chordata","Cetartiodactyla","Delphinidae","Tursiops","Tursiops truncatus","Mammalia",NA,NA,"Chiapas-Nicaragua"
"405",523193,523193,523192,"Subspecies","Tylosurus crocodilus crocodilus","(Péron & Lesueur, 1821)",223867,NA,NA,2,2,"Chordata","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"406",523194,523194,523192,"Subspecies","Tylosurus crocodilus fodiator","Jordan & Gilbert, 1882",293757,TRUE,"LC",3,1,"Chordata","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"407",523200,523200,701253,"Species","Tylosurus pacificus","(Steindachner, 1876)",272147,TRUE,"LC",2,2,"Chordata","Beloniformes","Belonidae","Tylosurus","Tylosurus pacificus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"408",523657,523657,835925,"Genus","Umbilicosphaera","Lohmann, 1902",235857,NA,NA,3,1,"Haptophyta","Coccolithales","Calcidiscaceae","Umbilicosphaera",NA,"Prymnesiophyceae",NA,NA,"Chiapas-Nicaragua"
"409",523690,523690,758691,"Genus","Umbrina","Cuvier, 1816",126055,NA,NA,4,1,"Chordata","Perciformes","Sciaenidae","Umbrina",NA,"Actinopteri",NA,NA,"Chiapas-Nicaragua"
"410",523705,523705,523690,"Species","Umbrina roncador","Jordan & Gilbert, 1882",273802,TRUE,"LC",1,1,"Chordata","Perciformes","Sciaenidae","Umbrina","Umbrina roncador","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"411",523712,523712,523690,"Species","Umbrina xanti","Gill, 1862",273805,TRUE,"LC",7,2,"Chordata","Perciformes","Sciaenidae","Umbrina","Umbrina xanti","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"412",523769,523769,762503,"Species","Undinula vulgaris","(Dana, 1849)",104473,NA,NA,1,1,"Arthropoda","Calanoida","Calanidae","Undinula","Undinula vulgaris",NA,NA,NA,"Chiapas-Nicaragua"
"413",523928,523928,740885,"Genus","Uraspis","Bleeker, 1855",159657,NA,NA,1,1,"Chordata","Perciformes","Carangidae","Uraspis",NA,"Actinopteri",NA,NA,"Chiapas-Nicaragua"
"414",524027,524027,762554,"Species","Urolophus halleri","Cooper, 1863",315896,NA,NA,12,4,"Chordata","Myliobatiformes","Urolophidae","Urolophus","Urolophus halleri","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"415",524089,524089,762558,"Species","Uropterygius macrocephalus","(Bleeker, 1864)",212037,NA,NA,4,1,"Chordata","Anguilliformes","Muraenidae","Uropterygius","Uropterygius macrocephalus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"416",524189,524189,762574,"Species","Urotrygon nana","Miyake & McEachran, 1988",283119,TRUE,"DD",3,2,"Chordata","Myliobatiformes","Urotrygonidae","Urotrygon","Urotrygon nana","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"417",524246,524246,1011498,"Genus","Uvigerina","d'Orbigny, 1826",112281,NA,NA,22,1,"Foraminifera","Rotaliida","Uvigerinidae","Uvigerina",NA,"Globothalamea",NA,NA,"Chiapas-Nicaragua"
"418",524250,524250,524246,"Species","Uvigerina peregrina","Cushman, 1923",113773,NA,NA,135,1,"Foraminifera","Rotaliida","Uvigerinidae","Uvigerina","Uvigerina peregrina","Globothalamea",NA,NA,"Chiapas-Nicaragua"
"419",524610,524610,677381,"Species","Venefica tentaculata","Garman, 1899",271922,TRUE,"LC",1,1,"Chordata","Anguilliformes","Nettastomatidae","Venefica","Venefica tentaculata","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"420",526460,526460,773210,"Species","Zanclus cornutus","(Linnaeus, 1758)",220083,NA,NA,2,2,"Chordata","Perciformes","Zanclidae","Zanclus","Zanclus cornutus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"421",526696,526696,763193,"Genus","Ziphius","Cuvier, 1823",137035,NA,NA,16,8,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius",NA,"Mammalia",NA,NA,"Chiapas-Nicaragua"
"422",526697,526697,526696,"Species","Ziphius cavirostris","Cuvier, 1823",137127,TRUE,"LC",6,5,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius","Ziphius cavirostris","Mammalia",NA,NA,"Chiapas-Nicaragua"
"423",527706,527706,774701,"Species","Exogone (Exogone) breviantennata","Hartmann-Schröder, 1959",238227,NA,NA,1,1,"Annelida","Phyllodocida","Syllidae","Exogone","Exogone (Exogone) breviantennata","Polychaeta",NA,NA,"Chiapas-Nicaragua"
"424",527946,527946,774802,"Species","Holothuria (Semperothuria) imitans","Ludwig, 1875",241856,NA,NA,1,1,"Echinodermata","Aspidochirotida","Holothuriidae","Holothuria","Holothuria (Semperothuria) imitans","Holothuroidea",NA,NA,"Chiapas-Nicaragua"
"425",531402,531402,662353,"Species","Pseudodiaptomus pelagicus","Herrick, 1884",355182,NA,NA,1,1,"Arthropoda","Calanoida","Pseudodiaptomidae","Pseudodiaptomus","Pseudodiaptomus pelagicus",NA,NA,NA,"Chiapas-Nicaragua"
"426",532142,532142,395729,"Species","Acanthemblemaria exilispinus","Stephens, 1963",279450,TRUE,"LC",25,3,"Chordata","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria exilispinus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"427",532631,532631,398798,"Species","Agathotanais hanseni","Lang, 1971",247403,NA,NA,1,1,"Arthropoda","Tanaidacea","Agathotanaidae","Agathotanais","Agathotanais hanseni","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"428",534228,534228,778179,"Species","Arctodiaptomus dorsalis","(Marsh, 1907)",357124,NA,NA,1,1,"Arthropoda","Calanoida","Diaptomidae","Arctodiaptomus","Arctodiaptomus dorsalis",NA,NA,NA,"Chiapas-Nicaragua"
"429",534286,534286,405907,"Species","Argonauta cornuta","Conrad, 1854",341785,TRUE,"DD",1,1,"Mollusca","Octopoda","Argonautidae","Argonauta","Argonauta cornuta","Cephalopoda",NA,NA,"Chiapas-Nicaragua"
"430",534396,534396,406293,"Species","Armadillidium nasatum","Budde-Lund, 1885",257751,NA,NA,1,1,"Arthropoda","Isopoda","Armadillidiidae","Armadillidium","Armadillidium nasatum","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"431",535127,535127,408771,"Subspecies","Auxis thazard brachydorax","Collette & Aadland, 1996",293553,NA,NA,4,1,"Chordata","Perciformes","Scombridae","Auxis","Auxis thazard","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"432",538083,538083,423934,"Species","Clibanarius albidigitus","Nobili, 1901",367489,NA,NA,1,1,"Arthropoda","Decapoda","Diogenidae","Clibanarius","Clibanarius albidigitus","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"433",538236,538236,424713,"Species","Cochlodinium polykrikoides","Margalef, 1961",232650,NA,NA,2,1,"Myzozoa","Gymnodiniales","Gymnodiniaceae","Cochlodinium","Cochlodinium polykrikoides","Dinophyceae",NA,TRUE,"Chiapas-Nicaragua"
"434",538334,538334,775202,"Species","Colombophiloscia cavernicola","(Vandel, 1968)",259829,NA,NA,1,1,"Arthropoda","Isopoda","Philosciidae","Colombophiloscia","Colombophiloscia cavernicola","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"435",539065,539065,429542,"Species","Cubaris murina","Brandt, 1833",260023,NA,NA,1,1,"Arthropoda","Isopoda","Armadillidae","Cubaris","Cubaris murina","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"436",539498,539498,776376,"Species","Dactylagnus parvus","Dawson, 1976",280471,TRUE,"LC",2,2,"Chordata","Perciformes","Dactyloscopidae","Dactylagnus","Dactylagnus parvus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"437",539516,539516,431894,"Species","Dactyloscopus lunaticus","Gilbert, 1890",276401,TRUE,"LC",1,1,"Chordata","Perciformes","Dactyloscopidae","Dactyloscopus","Dactyloscopus lunaticus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"438",541328,541328,440855,"Species","Eucalanus muticus","Wilson C.B., 1950",346436,NA,NA,1,1,"Arthropoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus muticus",NA,NA,NA,"Chiapas-Nicaragua"
"439",543226,543226,450895,"Species","Halitholus intermedius","(Browne, 1902)",285127,NA,NA,1,1,"Cnidaria","Anthoathecata","Pandeidae","Halitholus","Halitholus intermedius","Hydrozoa",NA,NA,"Chiapas-Nicaragua"
"440",543898,543898,748147,"Species","Heterostylites submajor","Park, 2000",346561,NA,NA,2,1,"Arthropoda","Calanoida","Heterorhabdidae","Heterostylites","Heterostylites submajor",NA,NA,NA,"Chiapas-Nicaragua"
"441",544407,544407,456346,"Species","Hyporhamphus naos","Banford & Collette, 2001",272188,TRUE,"LC",1,1,"Chordata","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus naos","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"442",546252,546252,768459,"Species","Lizzia ferrarii","Segura, 1980",284270,NA,NA,1,1,"Cnidaria","Anthoathecata","Rathkeidae","Lizzia","Lizzia ferrarii","Hydrozoa",NA,NA,"Chiapas-Nicaragua"
"443",546777,546777,785821,"Species","Magelona tehuanensis","Hernandez-Alcantra & Solis-Weiss, 2000",329163,NA,NA,2,1,"Annelida","Spionida","Magelonidae","Magelona","Magelona tehuanensis","Polychaeta",NA,NA,"Chiapas-Nicaragua"
"444",547401,547401,470175,"Species","Mesosignum ansatum","Menzies & Frankenberg, 1967",258076,NA,NA,1,1,"Arthropoda","Isopoda","Mesosignidae","Mesosignum","Mesosignum ansatum","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"445",547403,547403,470175,"Species","Mesosignum asperum","Menzies & Frankenberg, 1967",258077,NA,NA,2,1,"Arthropoda","Isopoda","Mesosignidae","Mesosignum","Mesosignum asperum","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"446",547741,547741,471338,"Species","Microphiopholis platydisca","(Nielsen, 1932)",245473,NA,NA,2,1,"Echinodermata","Ophiurida","Amphiuridae","Microphiopholis","Microphiopholis platydisca","Ophiuroidea",NA,NA,"Chiapas-Nicaragua"
"447",548972,548972,768850,"Species","Neocucumis veleronis","(Deichmann, 1941)",241928,NA,NA,1,1,"Echinodermata","Dendrochirotida","Cucumariidae","Neocucumis","Neocucumis veleronis","Holothuroidea",NA,NA,"Chiapas-Nicaragua"
"448",549086,549086,477474,"Species","Neotanais pfaffi","Wolff, 1956",247390,NA,NA,1,1,"Arthropoda","Tanaidacea","Neotanaidae","Neotanais","Neotanais pfaffi","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"449",549103,549103,477537,"Species","Neoturris papua","(Lesson, 1843)",285146,NA,NA,1,1,"Cnidaria","Anthoathecata","Pandeidae","Neoturris","Neoturris papua","Hydrozoa",NA,NA,"Chiapas-Nicaragua"
"450",549709,549709,479989,"Species","Octopus balboai","Voss, 1971",341949,NA,NA,2,1,"Mollusca","Octopoda","Octopodidae","Octopus","Octopus balboai","Cephalopoda",NA,NA,"Chiapas-Nicaragua"
"451",549863,549863,753633,"Species","Ogilbia jewettae","Møller, Schwarzhans & Nielsen, 2005",281850,TRUE,"LC",6,2,"Chordata","Ophidiiformes","Bythitidae","Ogilbia","Ogilbia jewettae","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"452",550317,550317,481979,"Species","Ophioderma teres","(Lyman, 1860)",243647,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma teres","Ophiuroidea",NA,NA,"Chiapas-Nicaragua"
"453",550370,550370,482064,"Species","Ophiolepis variegata","Lütken, 1856",243704,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiolepididae","Ophiolepis","Ophiolepis variegata","Ophiuroidea",NA,NA,"Chiapas-Nicaragua"
"454",550703,550703,482705,"Species","Opistognathus galapagensis","Allen & Robertson, 1991",276452,TRUE,"LC",2,1,"Chordata","Perciformes","Opistognathidae","Opistognathus","Opistognathus galapagensis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"455",551024,551024,699456,"Species","Paguristes digueti","Bouvier, 1893",368222,NA,NA,1,1,"Arthropoda","Decapoda","Diogenidae","Paguristes","Paguristes digueti","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"456",551358,551358,653947,"Species","Paraeuchaeta anfracta","Park, 1993",359842,NA,NA,2,1,"Arthropoda","Calanoida","Euchaetidae","Paraeuchaeta","Paraeuchaeta anfracta",NA,NA,NA,"Chiapas-Nicaragua"
"457",551372,551372,653947,"Species","Paraeuchaeta papilliger","Park, 1993",359866,NA,NA,1,1,"Arthropoda","Calanoida","Euchaetidae","Paraeuchaeta","Paraeuchaeta papilliger",NA,NA,NA,"Chiapas-Nicaragua"
"458",551392,551392,485946,"Species","Parafissurina fusuliformis","Loeblich & Tappan, 1953",113232,NA,NA,2,1,"Foraminifera","Lagenida","Ellipsolagenidae","Parafissurina","Parafissurina fusuliformis","Foraminifera incertae sedis",NA,NA,"Chiapas-Nicaragua"
"459",551650,551650,486979,"Species","Parapenaeopsis balli","Burkenroad, 1934",377549,NA,NA,1,1,"Arthropoda","Decapoda","Penaeidae","Parapenaeopsis","Parapenaeopsis balli","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"460",553304,553304,699862,"Species","Pocillopora inflata","Glynn, 1999",289250,TRUE,"VU",1,1,"Cnidaria","Scleractinia","Pocilloporidae","Pocillopora","Pocillopora inflata","Anthozoa",NA,NA,"Chiapas-Nicaragua"
"461",553598,553598,496274,"Species","Pontella chierchiae","Giesbrecht, 1889",354854,NA,NA,1,1,"Arthropoda","Calanoida","Pontellidae","Pontella","Pontella chierchiae",NA,NA,NA,"Chiapas-Nicaragua"
"462",553610,553610,660237,"Species","Pontellina sobrina","Fleminger & Hulsemann, 1974",354890,NA,NA,3,1,"Arthropoda","Calanoida","Pontellidae","Pontellina","Pontellina sobrina",NA,NA,NA,"Chiapas-Nicaragua"
"463",555456,555456,504448,"Species","Rimapenaeus faoe","(Obarrio, 1954)",377577,NA,NA,1,1,"Arthropoda","Decapoda","Penaeidae","Rimapenaeus","Rimapenaeus faoe","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"464",555457,555457,504448,"Species","Rimapenaeus fuscina","(Pérez Farfante, 1971)",377578,NA,NA,1,1,"Arthropoda","Decapoda","Penaeidae","Rimapenaeus","Rimapenaeus fuscina","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"465",555458,555458,504448,"Species","Rimapenaeus pacificus","(Burkenroad, 1934)",377579,NA,NA,1,1,"Arthropoda","Decapoda","Penaeidae","Rimapenaeus","Rimapenaeus pacificus","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"466",555889,555889,700357,"Species","Scarus perrico","Jordan & Gilbert, 1882",276057,TRUE,"LC",11,2,"Chordata","Perciformes","Scaridae","Scarus","Scarus perrico","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"467",556286,556286,769018,"Species","Seriola peruana","Steindachner, 1881",276650,TRUE,"LC",3,1,"Chordata","Perciformes","Carangidae","Seriola","Seriola peruana","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"468",556452,556452,700521,"Species","Sicyonia aliaffinis","(Burkenroad, 1934)",377622,NA,NA,3,2,"Arthropoda","Decapoda","Sicyoniidae","Sicyonia","Sicyonia aliaffinis","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"469",556460,556460,700521,"Species","Sicyonia martini","Pérez Farfante & Boothe, 1981",377640,NA,NA,3,1,"Arthropoda","Decapoda","Sicyoniidae","Sicyonia","Sicyonia martini","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"470",556591,556591,775053,"Species","Siphonolabrum mirabile","Lang, 1972",247433,NA,NA,1,1,"Arthropoda","Tanaidacea","Anarthruridae","Siphonolabrum","Siphonolabrum mirabile","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"471",556720,556720,511271,"Species","Solenocera florea","Burkenroad, 1938",377664,NA,NA,3,1,"Arthropoda","Decapoda","Solenoceridae","Solenocera","Solenocera florea","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"472",556722,556722,511271,"Species","Solenocera mutator","Burkenroad, 1938",377671,NA,NA,3,1,"Arthropoda","Decapoda","Solenoceridae","Solenocera","Solenocera mutator","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"473",557168,557168,700678,"Species","Starksia posthon","Rosenblatt & Taylor, 1971",276381,TRUE,"DD",3,2,"Chordata","Perciformes","Labrisomidae","Starksia","Starksia posthon","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"474",558686,558686,770841,"Species","Thermocyclops inversus","(Kiefer, 1936)",356119,NA,NA,3,2,"Arthropoda","Cyclopoida","Cyclopidae","Thermocyclops","Thermocyclops inversus",NA,NA,NA,"Chiapas-Nicaragua"
"475",559188,559188,559186,"Species","Trichorhina heterophthalma","Lemos de Castro, 1964",263811,NA,NA,1,1,"Arthropoda","Isopoda","Platyarthridae","Trichorhina","Trichorhina heterophthalma","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"476",559241,559241,768209,"Species","Trifarina bradyi","Cushman, 1923",113757,NA,NA,5,1,"Foraminifera","Rotaliida","Uvigerinidae","Trifarina","Trifarina bradyi","Globothalamea",NA,NA,"Chiapas-Nicaragua"
"477",559911,559911,762558,"Species","Uropterygius versutus","Bussing, 1991",277955,TRUE,"LC",5,2,"Chordata","Anguilliformes","Muraenidae","Uropterygius","Uropterygius versutus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"478",559979,559979,1029793,"Genus","Valvulineria","Cushman, 1926",112100,NA,NA,2,1,"Foraminifera","Rotaliida","Cancrisidae","Valvulineria",NA,"Globothalamea",NA,NA,"Chiapas-Nicaragua"
"479",561868,561868,778008,"Genus","Appendicularia","Fol, 1874",103357,NA,NA,6,1,"Chordata","Copelata","Fritillariidae","Appendicularia",NA,"Appendicularia",NA,NA,"Chiapas-Nicaragua"
"480",564510,564510,776132,"Species","Alectrias cirratus","(Lindberg, 1938)",279549,NA,NA,1,1,"Chordata","Perciformes","Stichaeidae","Alectrias","Alectrias cirratus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"481",564559,564559,776150,"Species","Amphilophus hogaboomorum","(Carr & Giovannoli, 1950)",279593,NA,NA,1,1,"Chordata","Perciformes","Cichlidae","Amphilophus","Amphilophus hogaboomorum","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"482",564962,564962,417897,"Species","Caulolatilus hubbsi","Dooley, 1978",276215,TRUE,"LC",1,1,"Chordata","Perciformes","Malacanthidae","Caulolatilus","Caulolatilus hubbsi","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"483",566010,566010,750488,"Species","Lythrypnus alphigena","Bussing, 1990",281453,TRUE,"DD",1,1,"Chordata","Perciformes","Gobiidae","Lythrypnus","Lythrypnus alphigena","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"484",566459,566459,763574,"Species","Notarius troschelii","(Gill, 1863)",293654,TRUE,"LC",3,1,"Chordata","Siluriformes","Ariidae","Notarius","Notarius troschelii","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"485",566594,566594,754249,"Species","Pacifigorgia rutila","(Verrill, 1868)",290587,NA,NA,2,1,"Cnidaria","Alcyonacea","Gorgoniidae","Pacifigorgia","Pacifigorgia rutila","Anthozoa",NA,NA,"Chiapas-Nicaragua"
