"","id","valid_id","parent_id","rank_name","tname","records","datasets","phylum","order","family","genus","species","class","tauthor","worms_id","redlist","status","gisd","hab","ecoregion"
"909",476936,476936,793969,"Species","Neogloboquadrina pachyderma",269,3,"Foraminifera","Globigerinida","Globorotaliidae","Neogloboquadrina","Neogloboquadrina pachyderma","Globothalamea","(Ehrenberg, 1861)",113458,NA,NA,NA,NA,"Southwestern Caribbean"
"910",477337,477337,477323,"Species","Neopomacentrus taeniurus",2,2,"Chordata","Perciformes","Pomacentridae","Neopomacentrus","Neopomacentrus taeniurus","Actinopteri","(Bleeker, 1856)",218838,TRUE,"DD",NA,NA,"Southwestern Caribbean"
"911",477373,477373,1042334,"Genus","Neorossia",1,1,"Mollusca","Sepiida","Sepiolidae","Neorossia",NA,"Cephalopoda","Boletzky, 1971",138479,NA,NA,NA,NA,"Southwestern Caribbean"
"912",477409,477409,737250,"Genus","Neoscombrops",2,1,"Chordata","Perciformes","Acropomatidae","Neoscombrops",NA,"Actinopteri","Gilchrist, 1922",203933,NA,NA,NA,NA,"Southwestern Caribbean"
"913",477592,477592,477590,"Species","Nephropsis aculeata",25,1,"Arthropoda","Decapoda","Nephropidae","Nephropsis","Nephropsis aculeata","Malacostraca","Smith, 1881",382862,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"914",477745,477745,753065,"Family","Nereididae",100,4,"Annelida","Phyllodocida","Nereididae",NA,NA,"Polychaeta","Blainville, 1818",22496,NA,NA,NA,NA,"Southwestern Caribbean"
"915",477868,477868,477763,"Species","Nereis riisei",7,1,"Annelida","Phyllodocida","Nereididae","Nereis","Nereis riisei","Polychaeta","Grube, 1857",329735,NA,NA,NA,NA,"Southwestern Caribbean"
"916",477978,477978,477899,"Species","Nerita plicata",4,1,"Mollusca","Cycloneritimorpha","Neritidae","Nerita","Nerita plicata","Gastropoda","Linnaeus, 1758",216260,NA,NA,NA,NA,"Southwestern Caribbean"
"917",477990,477990,477899,"Species","Nerita undata",1,1,"Mollusca","Cycloneritimorpha","Neritidae","Nerita","Nerita undata","Gastropoda","Linnaeus, 1758",216256,NA,NA,NA,NA,"Southwestern Caribbean"
"918",477991,477991,477899,"Species","Nerita versicolor",2,1,"Mollusca","Cycloneritimorpha","Neritidae","Nerita","Nerita versicolor","Gastropoda","Gmelin, 1791",419506,NA,NA,NA,NA,"Southwestern Caribbean"
"919",477993,477993,772960,"Family","Neritidae",15,1,"Mollusca","Cycloneritimorpha","Neritidae",NA,NA,"Gastropoda","Rafinesque, 1815",13588,NA,NA,NA,NA,"Southwestern Caribbean"
"920",478100,478100,753116,"Species","Nettastoma melanurum",2,2,"Chordata","Anguilliformes","Nettastomatidae","Nettastoma","Nettastoma melanurum","Actinopteri","Rafinesque, 1810",126308,NA,NA,NA,NA,"Southwestern Caribbean"
"921",478168,478168,649173,"Species","Nezumia aequalis",56,3,"Chordata","Gadiformes","Macrouridae","Nezumia","Nezumia aequalis","Actinopteri","(Günther, 1878)",126473,NA,NA,NA,NA,"Southwestern Caribbean"
"922",478182,478182,649173,"Species","Nezumia cyrano",4,2,"Chordata","Gadiformes","Macrouridae","Nezumia","Nezumia cyrano","Actinopteri","Marshall & Iwamoto, 1973",158743,NA,NA,NA,NA,"Southwestern Caribbean"
"923",478215,478215,649173,"Species","Nezumia suilla",4,2,"Chordata","Gadiformes","Macrouridae","Nezumia","Nezumia suilla","Actinopteri","Marshall & Iwamoto, 1973",158744,NA,NA,NA,NA,"Southwestern Caribbean"
"924",478248,478248,699043,"Species","Nicella goreaui",34,4,"Cnidaria","Alcyonacea","Ellisellidae","Nicella","Nicella goreaui","Anthozoa","Bayer, 1973",286169,NA,NA,NA,NA,"Southwestern Caribbean"
"925",478302,478302,753150,"Species","Nidalia rubripunctata",18,2,"Cnidaria","Alcyonacea","Nidaliidae","Nidalia","Nidalia rubripunctata","Anthozoa","Verseveldt & Bayer, 1988",290488,NA,NA,NA,NA,"Southwestern Caribbean"
"926",478378,478378,769381,"Genus","Niphates",4,2,"Porifera","Haplosclerida","Niphatidae","Niphates",NA,"Demospongiae","Duchassaing & Michelotti, 1864",166770,NA,NA,NA,NA,"Southwestern Caribbean"
"927",478379,478379,478378,"Species","Niphates erecta",6,4,"Porifera","Haplosclerida","Niphatidae","Niphates","Niphates erecta","Demospongiae","Duchassaing & Michelotti, 1864",166776,NA,NA,NA,NA,"Southwestern Caribbean"
"928",478409,478409,625561,"Genus","Niso",2,1,"Mollusca","Littorinimorpha","Eulimidae","Niso",NA,"Gastropoda","Risso, 1826",137981,NA,NA,NA,NA,"Southwestern Caribbean"
"929",478410,478410,478409,"Species","Niso aeglees",8,1,"Mollusca","Littorinimorpha","Eulimidae","Niso","Niso aeglees","Gastropoda","Bush, 1885",419851,NA,NA,NA,NA,"Southwestern Caribbean"
"930",478602,478602,679378,"Genus","Nodilittorina",59,2,"Mollusca","Littorinimorpha","Littorinidae","Nodilittorina",NA,"Gastropoda","Martens, 1897",138137,NA,NA,NA,NA,"Southwestern Caribbean"
"931",478734,478734,753257,"Species","Norfolkia brachylepis",2,2,"Chordata","Perciformes","Tripterygiidae","Norfolkia","Norfolkia brachylepis","Actinopteri","(Schultz, 1960)",219185,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"932",478799,478799,763574,"Species","Notarius grandicassis",1,1,"Chordata","Siluriformes","Ariidae","Notarius","Notarius grandicassis","Actinopteri","(Valenciennes, 1840)",281766,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"933",478806,478806,763574,"Species","Notarius planiceps",2,1,"Chordata","Siluriformes","Ariidae","Notarius","Notarius planiceps","Actinopteri","(Steindachner, 1877)",281772,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"934",479018,479018,649657,"Species","Notomastus lineatus",2,1,"Annelida",NA,"Capitellidae","Notomastus","Notomastus lineatus","Polychaeta","Claparède, 1869",129899,NA,NA,NA,NA,"Southwestern Caribbean"
"935",479488,479488,699099,"Species","Nuculana acuta",57,1,"Mollusca","Nuculanoida","Nuculanidae","Nuculana","Nuculana acuta","Bivalvia","(Conrad, 1831)",156917,NA,NA,NA,NA,"Southwestern Caribbean"
"936",479496,479496,699099,"Species","Nuculana concentrica",12,1,"Mollusca","Nuculanoida","Nuculanidae","Nuculana","Nuculana concentrica","Bivalvia","(Say, 1824)",420665,NA,NA,NA,NA,"Southwestern Caribbean"
"937",479539,479539,767099,"Family","Nuculidae",2,1,"Mollusca","Nuculida","Nuculidae",NA,NA,"Bivalvia","Gray, 1824",204,NA,NA,NA,NA,"Southwestern Caribbean"
"938",479636,479636,771705,"Species","Nycticorax nycticorax",2,1,"Chordata","Ciconiiformes","Ardeidae","Nycticorax","Nycticorax nycticorax","Aves","(Linnaeus, 1758)",159123,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"939",479723,479723,415775,"Genus","Obelia",1,1,"Cnidaria","Leptothecata","Campanulariidae","Obelia",NA,"Hydrozoa","Péron & Lesueur, 1810",117034,NA,NA,NA,NA,"Southwestern Caribbean"
"940",479819,479819,479818,"Species","Oceanodroma castro",1,1,"Chordata","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma castro","Aves","(Harcourt, 1851)",137191,NA,NA,NA,NA,"Southwestern Caribbean"
"941",479822,479822,479818,"Species","Oceanodroma leucorhoa",4,1,"Chordata","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma leucorhoa","Aves","(Vieillot, 1818)",137192,NA,NA,NA,NA,"Southwestern Caribbean"
"942",479892,479892,696857,"Genus","Ocnus",2,1,"Echinodermata","Dendrochirotida","Cucumariidae","Ocnus",NA,"Holothuroidea","Forbes & Goodsir in Forbes, 1841",123484,NA,NA,NA,NA,"Southwestern Caribbean"
"943",479989,479989,753510,"Genus","Octopus",11,2,"Mollusca","Octopoda","Octopodidae","Octopus",NA,"Cephalopoda","Cuvier, 1798",138268,NA,NA,NA,NA,"Southwestern Caribbean"
"944",480010,480010,479989,"Species","Octopus briareus",1,1,"Mollusca","Octopoda","Octopodidae","Octopus","Octopus briareus","Cephalopoda","Robson, 1929",341954,NA,NA,NA,NA,"Southwestern Caribbean"
"945",480117,480117,753528,"Species","Oculina tenella",4,1,"Cnidaria","Scleractinia","Oculinidae","Oculina","Oculina tenella","Anthozoa","Pourtalès, 1871",287100,TRUE,"DD",NA,NA,"Southwestern Caribbean"
"946",480130,480130,753546,"Species","Oculosetella gracilis",5,1,"Arthropoda","Harpacticoida","Miraciidae","Oculosetella","Oculosetella gracilis",NA,"(Dana, 1849)",116384,NA,NA,NA,NA,"Southwestern Caribbean"
"947",480291,480291,773082,"Species","Odontodactylus brevirostris",1,1,"Arthropoda","Stomatopoda","Odontodactylidae","Odontodactylus","Odontodactylus brevirostris","Malacostraca","(Miers, 1884)",220296,NA,NA,NA,NA,"Southwestern Caribbean"
"948",480305,480305,753577,"Species","Odontognathus panamensis",1,1,"Chordata","Clupeiformes","Pristigasteridae","Odontognathus","Odontognathus panamensis","Actinopteri","(Steindachner, 1876)",281834,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"949",480593,480593,699148,"Species","Ogcocephalus declivirostris",1,1,"Chordata","Lophiiformes","Ogcocephalidae","Ogcocephalus","Ogcocephalus declivirostris","Actinopteri","Bradbury, 1980",275907,NA,NA,NA,NA,"Southwestern Caribbean"
"950",480606,480606,753633,"Species","Ogilbia ventralis",1,1,"Chordata","Ophidiiformes","Bythitidae","Ogilbia","Ogilbia ventralis","Actinopteri","(Gill, 1863)",281859,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"951",480624,480624,767767,"Family","Ogyrididae",1,1,"Arthropoda","Decapoda","Ogyrididae",NA,NA,"Malacostraca","Holthuis, 1955",106778,NA,NA,NA,NA,"Southwestern Caribbean"
"952",480680,480680,699175,"Species","Oithona nana",5,1,"Arthropoda","Cyclopoida","Oithonidae","Oithona","Oithona nana",NA,"Giesbrecht, 1893",106651,NA,NA,NA,NA,"Southwestern Caribbean"
"953",480683,480683,699175,"Species","Oithona plumifera",5,1,"Arthropoda","Cyclopoida","Oithonidae","Oithona","Oithona plumifera",NA,"Baird, 1843",106652,NA,NA,NA,NA,"Southwestern Caribbean"
"954",480687,480687,699175,"Species","Oithona setigera",10,1,"Arthropoda","Cyclopoida","Oithonidae","Oithona","Oithona setigera",NA,"(Dana, 1849)",106655,NA,NA,NA,NA,"Southwestern Caribbean"
"955",480808,480808,753700,"Genus","Oliva",1,1,"Mollusca","Neogastropoda","Olividae","Oliva",NA,"Gastropoda","Bruguière, 1789",205393,NA,NA,NA,NA,"Southwestern Caribbean"
"956",480870,480870,480808,"Species","Oliva scripta",6,1,"Mollusca","Neogastropoda","Olividae","Oliva","Oliva scripta","Gastropoda","Lamarck, 1811",420127,NA,NA,NA,NA,"Southwestern Caribbean"
"957",480903,480903,699207,"Species","Olivella nivea",4,1,"Mollusca","Neogastropoda","Olivellidae","Olivella","Olivella nivea","Gastropoda","(Gmelin, 1791)",420113,NA,NA,NA,NA,"Southwestern Caribbean"
"958",481029,481029,651134,"Genus","Oncaea",20,1,"Arthropoda","Poecilostomatoida","Oncaeidae","Oncaea",NA,NA,"Philippi, 1843",128690,NA,NA,NA,NA,"Southwestern Caribbean"
"959",481059,481059,481029,"Species","Oncaea venusta",8,1,"Arthropoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea venusta",NA,"Philippi, 1843",128954,NA,NA,NA,NA,"Southwestern Caribbean"
"960",481068,481068,481071,"Genus","Onchidella",1,1,"Mollusca","Systellommatophora","Onchidiidae","Onchidella",NA,"Gastropoda","J.E. Gray, 1850",138283,NA,NA,NA,NA,"Southwestern Caribbean"
"961",481189,481189,550020,"Species","Oncopagurus gracilis",1,1,"Arthropoda","Decapoda","Parapaguridae","Oncopagurus","Oncopagurus gracilis","Malacostraca","(Henderson, 1888)",368023,NA,NA,NA,NA,"Southwestern Caribbean"
"962",481560,481560,699273,"Genus","Ophiacantha",13,2,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiacantha",NA,"Ophiuroidea","Müller & Troschel, 1842",123587,NA,NA,NA,NA,"Southwestern Caribbean"
"963",481620,481620,481619,"Genus","Ophiactis",10,2,"Echinodermata","Ophiurida","Ophiactidae","Ophiactis",NA,"Ophiuroidea","Lütken, 1856",123620,NA,NA,NA,NA,"Southwestern Caribbean"
"964",481640,481640,481620,"Species","Ophiactis muelleri",3,2,"Echinodermata","Ophiurida","Ophiactidae","Ophiactis","Ophiactis muelleri","Ophiuroidea","Lütken, 1856",243460,NA,NA,NA,NA,"Southwestern Caribbean"
"965",481651,481651,481620,"Species","Ophiactis simplex",1,1,"Echinodermata","Ophiurida","Ophiactidae","Ophiactis","Ophiactis simplex","Ophiuroidea","(LeConte, 1851)",243468,NA,NA,NA,NA,"Southwestern Caribbean"
"966",481717,481717,699282,"Species","Ophichthus hyposagmatus",2,2,"Chordata","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus hyposagmatus","Actinopteri","McCosker & Böhlke, 1984",271957,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"967",481821,481821,481820,"Subspecies","Ophiernus adspersus adspersus",54,2,"Echinodermata","Ophiurida","Ophiuridae","Ophiernus","Ophiernus adspersus","Ophiuroidea","Lyman, 1883",238139,NA,NA,NA,NA,"Southwestern Caribbean"
"968",481834,481834,481833,"Species","Ophioblennius atlanticus",27,3,"Chordata","Perciformes","Blenniidae","Ophioblennius","Ophioblennius atlanticus","Actinopteri","(Valenciennes, 1836)",126769,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"969",481911,481911,774816,"Genus","Ophiocoma",5,2,"Echinodermata","Ophiurida","Ophiocomidae","Ophiocoma",NA,"Ophiuroidea","L. Agassiz, 1836",123592,NA,NA,NA,NA,"Southwestern Caribbean"
"970",481912,481912,481911,"Species","Ophiocoma aethiops",1,1,"Echinodermata","Ophiurida","Ophiocomidae","Ophiocoma","Ophiocoma aethiops","Ophiuroidea","Lütken, 1859",243571,NA,NA,NA,NA,"Southwestern Caribbean"
"971",481926,481926,481911,"Species","Ophiocoma pumila",23,2,"Echinodermata","Ophiurida","Ophiocomidae","Ophiocoma","Ophiocoma pumila","Ophiuroidea","Lütken, 1856",243578,NA,NA,NA,NA,"Southwestern Caribbean"
"972",481931,481931,481911,"Species","Ophiocoma wendtii",16,2,"Echinodermata","Ophiurida","Ophiocomidae","Ophiocoma","Ophiocoma wendtii","Ophiuroidea","Müller & Troschel, 1842",243582,NA,NA,NA,NA,"Southwestern Caribbean"
"973",481932,481932,774816,"Genus","Ophiocomella",1,1,"Echinodermata","Ophiurida","Ophiocomidae","Ophiocomella",NA,"Ophiuroidea","A.H. Clark, 1939",204545,NA,NA,NA,NA,"Southwestern Caribbean"
"974",481933,481933,481932,"Species","Ophiocomella ophiactoides",2,1,"Echinodermata","Ophiurida","Ophiocomidae","Ophiocomella","Ophiocomella ophiactoides","Ophiuroidea","(H.L. Clark, 1900)",243584,NA,NA,NA,NA,"Southwestern Caribbean"
"975",481979,481979,778600,"Genus","Ophioderma",8,2,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma",NA,"Ophiuroidea","Müller & Troschel, 1840",123547,NA,NA,NA,NA,"Southwestern Caribbean"
"976",481980,481980,481979,"Species","Ophioderma appressa",24,2,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma appressa","Ophiuroidea","(Say, 1825)",243630,NA,NA,NA,NA,"Southwestern Caribbean"
"977",481985,481985,481979,"Species","Ophioderma brevispina",20,2,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma brevispina","Ophiuroidea","(Say, 1825)",158073,NA,NA,NA,NA,"Southwestern Caribbean"
"978",481988,481988,481979,"Species","Ophioderma cinerea",16,2,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma cinerea","Ophiuroidea","Müller & Troschel, 1842",243632,NA,NA,NA,NA,"Southwestern Caribbean"
"979",482062,482062,778597,"Family","Ophiolepididae",2,1,"Echinodermata","Ophiurida","Ophiolepididae",NA,NA,"Ophiuroidea","Ljungman, 1867",242200,NA,NA,NA,NA,"Southwestern Caribbean"
"980",482066,482066,482064,"Species","Ophiolepis elegans",6,2,"Echinodermata","Ophiurida","Ophiolepididae","Ophiolepis","Ophiolepis elegans","Ophiuroidea","Lütken, 1859",243691,NA,NA,NA,NA,"Southwestern Caribbean"
"981",482067,482067,482064,"Species","Ophiolepis impressa",11,1,"Echinodermata","Ophiurida","Ophiolepididae","Ophiolepis","Ophiolepis impressa","Ophiuroidea","Lütken, 1859",243695,NA,NA,NA,NA,"Southwestern Caribbean"
"982",482124,482124,482120,"Species","Ophiomitrella laevipellis",9,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiomitrella","Ophiomitrella laevipellis","Ophiuroidea","(Lyman, 1883)",149897,NA,NA,NA,NA,"Southwestern Caribbean"
"983",482149,482149,699337,"Species","Ophiomusium lymani",1,1,"Echinodermata","Ophiurida","Ophiolepididae","Ophiomusium","Ophiomusium lymani","Ophiuroidea","Wyville-Thomson, 1873",124895,NA,NA,NA,NA,"Southwestern Caribbean"
"984",482155,482155,699337,"Species","Ophiomusium validum",35,3,"Echinodermata","Ophiurida","Ophiolepididae","Ophiomusium","Ophiomusium validum","Ophiuroidea","Ljungman, 1872",243852,NA,NA,NA,NA,"Southwestern Caribbean"
"985",482182,482182,482180,"Species","Ophionereis dolabriformis",8,1,"Echinodermata","Ophiurida","Ophionereididae","Ophionereis","Ophionereis dolabriformis","Ophiuroidea","John & A.M. Clark, 1954",243879,NA,NA,NA,NA,"Southwestern Caribbean"
"986",482224,482224,699352,"Species","Ophiophragmus pulcher",2,1,"Echinodermata","Ophiurida","Amphiuridae","Ophiophragmus","Ophiophragmus pulcher","Ophiuroidea","H.L. Clark, 1918",243933,NA,NA,NA,NA,"Southwestern Caribbean"
"987",482281,482281,770493,"Species","Ophiopristis hirsuta",7,2,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiopristis","Ophiopristis hirsuta","Ophiuroidea","(Lyman, 1875)",240781,NA,NA,NA,NA,"Southwestern Caribbean"
"988",482284,482284,482172,"Genus","Ophioprium",6,1,"Echinodermata","Ophiurida","Ophiomyxidae","Ophioprium",NA,"Ophiuroidea","H.L. Clark, 1915",123603,NA,NA,NA,NA,"Southwestern Caribbean"
"989",482299,482299,482290,"Species","Ophiopsila riisei",2,2,"Echinodermata","Ophiurida","Ophiocomidae","Ophiopsila","Ophiopsila riisei","Ophiuroidea","Lütken, 1859",244020,NA,NA,NA,NA,"Southwestern Caribbean"
"990",482351,482351,651732,"Species","Ophiostigma siva",1,1,"Echinodermata","Ophiurida","Amphiuridae","Ophiostigma","Ophiostigma siva","Ophiuroidea","Hendler, 1995",244072,NA,NA,NA,NA,"Southwestern Caribbean"
"991",482370,482370,651756,"Genus","Ophiothrix",11,2,"Echinodermata","Ophiurida","Ophiotrichidae","Ophiothrix",NA,"Ophiuroidea","H.L. Clark, 1938",NA,NA,NA,NA,NA,"Southwestern Caribbean"
"992",482377,482377,753893,"Species","Ophiothrix (Acanthophiothrix) suensoni",34,2,"Echinodermata","Ophiurida","Ophiotrichidae","Ophiothrix","Ophiothrix (Acanthophiothrix) suensoni","Ophiuroidea","Lütken, 1856",244148,NA,NA,NA,NA,"Southwestern Caribbean"
"993",482385,482385,753894,"Species","Ophiothrix (Ophiothrix) angulata",64,2,"Echinodermata","Ophiurida","Ophiotrichidae","Ophiothrix","Ophiothrix (Ophiothrix) angulata","Ophiuroidea","(Say, 1825)",244162,NA,NA,NA,NA,"Southwestern Caribbean"
"994",482398,482398,753894,"Species","Ophiothrix (Ophiothrix) spiculata",1,1,"Echinodermata","Ophiurida","Ophiotrichidae","Ophiothrix","Ophiothrix (Ophiothrix) spiculata","Ophiuroidea","Le Conte, 1851",244192,NA,NA,NA,NA,"Southwestern Caribbean"
"995",482513,482513,699382,"Species","Ophiura acervata",90,2,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiura acervata","Ophiuroidea","(Lyman, 1869)",244255,NA,NA,NA,NA,"Southwestern Caribbean"
"996",482526,482526,699382,"Species","Ophiura falcifera",18,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiura falcifera","Ophiuroidea","(Lyman, 1869)",244267,NA,NA,NA,NA,"Southwestern Caribbean"
"997",482559,482559,699382,"Species","Ophiura tenera",15,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiura tenera","Ophiuroidea","(Lyman, 1883)",244301,NA,NA,NA,NA,"Southwestern Caribbean"
"998",482660,482660,699390,"Species","Opisthonema libertate",1,1,"Chordata","Clupeiformes","Clupeidae","Opisthonema","Opisthonema libertate","Actinopteri","(Günther, 1867)",275504,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"999",482705,482705,753919,"Genus","Opistognathus",3,2,"Chordata","Perciformes","Opistognathidae","Opistognathus",NA,"Actinopteri","Cuvier, 1816",159746,NA,NA,NA,NA,"Southwestern Caribbean"
"1000",482727,482727,482705,"Species","Opistognathus maxillosus",9,4,"Chordata","Perciformes","Opistognathidae","Opistognathus","Opistognathus maxillosus","Actinopteri","Poey, 1860",276465,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"1001",482743,482743,482705,"Species","Opistognathus signatus",2,2,"Chordata","Perciformes","Opistognathidae","Opistognathus","Opistognathus signatus","Actinopteri","Smith-Vaniz, 1997",276478,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"1002",482770,482770,482764,"Species","Oplophorus spinosus",9,1,"Arthropoda","Decapoda","Oplophoridae","Oplophorus","Oplophorus spinosus","Malacostraca","(Brullé, 1839)",107602,NA,NA,NA,NA,"Southwestern Caribbean"
"1003",483005,483005,769780,"Species","Orcinus orca",5,1,"Chordata","Cetartiodactyla","Delphinidae","Orcinus","Orcinus orca","Mammalia","(Linnaeus, 1758)",137102,TRUE,"DD",NA,NA,"Southwestern Caribbean"
"1004",483545,483545,1031207,"Class","Ostracoda",153,3,"Arthropoda",NA,NA,NA,NA,"Ostracoda","Latreille, 1802",1078,NA,NA,NA,NA,"Southwestern Caribbean"
"1005",483706,483706,754136,"Species","Oulangia bradleyi",2,2,"Cnidaria","Scleractinia","Rhizangiidae","Oulangia","Oulangia bradleyi","Anthozoa","(Verrill, 1866)",290544,NA,NA,NA,NA,"Southwestern Caribbean"
"1006",483755,483755,767110,"Family","Ovulidae",2,1,"Mollusca","Littorinimorpha","Ovulidae",NA,NA,"Gastropoda","Fleming, 1822",1747,NA,NA,NA,NA,"Southwestern Caribbean"
"1007",484039,484039,484023,"Species","Oxyurichthys stigmalophius",3,1,"Chordata","Perciformes","Gobiidae","Oxyurichthys","Oxyurichthys stigmalophius","Actinopteri","(Mead & Böhlke, 1958)",273465,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"1008",484123,484123,699950,"Genus","Pachycheles",3,1,"Arthropoda","Decapoda","Porcellanidae","Pachycheles",NA,"Malacostraca","Stimpson, 1858",205958,NA,NA,NA,NA,"Southwestern Caribbean"
"1009",484364,484364,484406,"Family","Paguridae",80,4,"Arthropoda","Decapoda","Paguridae",NA,NA,"Malacostraca","Latreille, 1802",106738,NA,NA,NA,NA,"Southwestern Caribbean"
"1010",484416,484416,699461,"Species","Pagurus annulipes",10,1,"Arthropoda","Decapoda","Paguridae","Pagurus","Pagurus annulipes","Malacostraca","(Stimpson, 1860)",158401,NA,NA,NA,NA,"Southwestern Caribbean"
"1011",484648,484648,779014,"Family","Palinuridae",4,2,"Arthropoda","Decapoda","Palinuridae",NA,NA,"Malacostraca","Latreille, 1802",106794,NA,NA,NA,NA,"Southwestern Caribbean"
"1012",484653,484653,484651,"Species","Palinurus elephas",1,1,"Arthropoda","Decapoda","Palinuridae","Palinurus","Palinurus elephas","Malacostraca","(Fabricius, 1787)",107703,TRUE,"VU",NA,NA,"Southwestern Caribbean"
"1013",484841,484841,575394,"Species","Palythoa grandis",2,1,"Cnidaria","Zoantharia","Sphenopidae","Palythoa","Palythoa grandis","Anthozoa","(Verrill, 1900)",288461,NA,NA,NA,NA,"Southwestern Caribbean"
"1014",484904,484904,575394,"Species","Palythoa variabilis",4,1,"Cnidaria","Zoantharia","Sphenopidae","Palythoa","Palythoa variabilis","Anthozoa","(Duerden, 1898)",288485,NA,NA,NA,NA,"Southwestern Caribbean"
"1015",485002,485002,485001,"Species","Pandion haliaetus",1,1,"Chordata","Falconiformes","Accipitridae","Pandion","Pandion haliaetus","Aves","(Linnaeus, 1758)",159377,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"1016",485011,485011,699489,"Genus","Pandora",1,1,"Mollusca",NA,"Pandoridae","Pandora",NA,"Bivalvia","Bruguière, 1797",138310,NA,NA,NA,NA,"Southwestern Caribbean"
"1017",485087,485087,653454,"Genus","Panopeus",2,1,"Arthropoda","Decapoda","Panopeidae","Panopeus",NA,"Malacostraca","H. Milne Edwards, 1834",106937,NA,NA,NA,NA,"Southwestern Caribbean"
"1018",485149,485149,485148,"Species","Panulirus argus",17,3,"Arthropoda","Decapoda","Palinuridae","Panulirus","Panulirus argus","Malacostraca","(Latreille, 1804)",382891,TRUE,"DD",NA,NA,"Southwestern Caribbean"
"1019",485240,485240,699500,"Species","Papyridea soleniformis",11,2,"Mollusca","Cardiida","Cardiidae","Papyridea","Papyridea soleniformis","Bivalvia","(Bruguière, 1789)",225385,NA,NA,NA,NA,"Southwestern Caribbean"
"1020",485323,485323,653600,"Species","Paracalanus aculeatus",20,1,"Arthropoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus aculeatus",NA,"Giesbrecht, 1888",104681,NA,NA,NA,NA,"Southwestern Caribbean"
"1021",485330,485330,653600,"Species","Paracalanus parvus",10,1,"Arthropoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus parvus",NA,"(Claus, 1863)",104685,NA,NA,NA,NA,"Southwestern Caribbean"
"1022",485355,485355,485353,"Species","Paracalyptrophora josephinae",1,1,"Cnidaria","Alcyonacea","Primnoidae","Paracalyptrophora","Paracalyptrophora josephinae","Anthozoa","(Lindström, 1877)",125410,NA,NA,NA,NA,"Southwestern Caribbean"
"1023",485444,485444,485443,"Species","Paracerceis caudata",2,1,"Arthropoda","Isopoda","Sphaeromatidae","Paracerceis","Paracerceis caudata","Malacostraca","(Say, 1818)",261817,NA,NA,NA,NA,"Southwestern Caribbean"
"1024",485544,485544,749152,"Genus","Paraclinus",1,1,"Chordata","Perciformes","Labrisomidae","Paraclinus",NA,"Actinopteri","Mocquard, 1888",270199,NA,NA,NA,NA,"Southwestern Caribbean"
"1025",485587,485587,739686,"Genus","Paraconger",2,1,"Chordata","Anguilliformes","Congridae","Paraconger",NA,"Actinopteri","Kanazawa, 1961",125627,NA,NA,NA,NA,"Southwestern Caribbean"
"1026",485774,485774,778059,"Species","Paradentalium americanum",20,1,"Mollusca","Dentaliida","Dentaliidae","Paradentalium","Paradentalium americanum","Scaphopoda","(Chenu, 1843)",344520,NA,NA,NA,NA,"Southwestern Caribbean"
"1027",485946,485946,1011471,"Genus","Parafissurina",33,1,"Foraminifera","Lagenida","Ellipsolagenidae","Parafissurina",NA,"Foraminifera incertae sedis","Parr, 1947",112158,NA,NA,NA,NA,"Southwestern Caribbean"
"1028",485993,485993,777257,"Genus","Paragonaster",1,1,"Echinodermata","Paxillosida","Pseudarchasteridae","Paragonaster",NA,"Asteroidea","Sladen, 1885",123300,NA,NA,NA,NA,"Southwestern Caribbean"
"1029",486198,486198,486194,"Species","Paralepis brevirostris",1,1,"Chordata","Aulopiformes","Paralepididae","Paralepis","Paralepis brevirostris","Actinopteri","(Parr, 1928)",126360,NA,NA,NA,NA,"Southwestern Caribbean"
