"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","gisd","hab","ecoregion"
"375",508049,508049,508046,"Subspecies","Scopelogadus mizolepis mizolepis","(Günther, 1878)",293738,4,1,"Chordata","Stephanoberyciformes","Melamphaidae","Scopelogadus","Actinopteri","Scopelogadus mizolepis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"376",508218,508218,758846,"Species","Scorpaenopsis diabolus","(Cuvier, 1829)",218110,3,1,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaenopsis","Actinopteri","Scorpaenopsis diabolus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"377",508539,508539,777045,"Species","Scytalichthys miurus","(Jordan & Gilbert, 1882)",282734,2,1,"Chordata","Anguilliformes","Ophichthidae","Scytalichthys","Actinopteri","Scytalichthys miurus",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"378",509417,509417,759086,"Species","Seriolella violacea","Guichenot, 1848",282760,1,1,"Chordata","Perciformes","Centrolophidae","Seriolella","Actinopteri","Seriolella violacea",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"379",509503,509503,759106,"Species","Serranus aequidens","Gilbert, 1890",273888,2,2,"Chordata","Perciformes","Serranidae","Serranus","Actinopteri","Serranus aequidens",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"380",509536,509536,759106,"Species","Serranus stilbostigma","(Jordan & Bollman, 1890)",273907,6,3,"Chordata","Perciformes","Serranidae","Serranus","Actinopteri","Serranus stilbostigma",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"381",509900,509900,777055,"Species","Sicyases sanguineus","Müller & Troschel, 1843",282773,1,1,"Chordata","Gobiesociformes","Gobiesocidae","Sicyases","Actinopteri","Sicyases sanguineus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"382",510729,510729,764111,"Order","Siphonophorae","Eschscholtz, 1829",1371,8,1,"Cnidaria","Siphonophorae",NA,NA,"Hydrozoa",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"383",510861,510861,767509,"Species","Situla rineharti","Monniot C. & Monniot F., 1989",253843,2,1,"Chordata","Phlebobranchia","Octacnemidae","Situla","Ascidiacea","Situla rineharti",NA,NA,NA,NA,"Eastern Galapagos Islands"
"384",511398,511398,759568,"Species","Solmissus marshalli","Agassiz & Mayer, 1902",221243,1,1,"Cnidaria","Narcomedusae","Cuninidae","Solmissus","Hydrozoa","Solmissus marshalli",NA,NA,NA,NA,"Eastern Galapagos Islands"
"385",512011,512011,512010,"Species","Sphoeroides angusticeps","(Jenyns, 1842)",275271,23,1,"Chordata","Tetraodontiformes","Tetraodontidae","Sphoeroides","Actinopteri","Sphoeroides angusticeps",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"386",512033,512033,512010,"Species","Sphoeroides trichocephalus","(Cope, 1870)",275285,1,1,"Chordata","Tetraodontiformes","Tetraodontidae","Sphoeroides","Actinopteri","Sphoeroides trichocephalus",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"387",512103,512103,669623,"Species","Sphyrna lewini","(Griffith & Smith, 1834)",105816,12,2,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Elasmobranchii","Sphyrna lewini",TRUE,"EN",NA,NA,"Eastern Galapagos Islands"
"388",512105,512105,669623,"Species","Sphyrna mokarran","(Rüppell, 1837)",105817,3,2,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Elasmobranchii","Sphyrna mokarran",TRUE,"EN",NA,NA,"Eastern Galapagos Islands"
"389",512109,512109,669623,"Species","Sphyrna zygaena","(Linnaeus, 1758)",105819,5,3,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Elasmobranchii","Sphyrna zygaena",TRUE,"VU",NA,NA,"Eastern Galapagos Islands"
"390",512231,512231,741589,"Genus","Spiochaetopterus","M Sars, 1856",129233,1,1,"Annelida",NA,"Chaetopteridae","Spiochaetopterus","Polychaeta",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"391",512325,512325,669771,"Species","Spirobranchus giganteus","(Pallas, 1766)",209944,2,1,"Annelida","Sabellida","Serpulidae","Spirobranchus","Polychaeta","Spirobranchus giganteus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"392",512621,512621,769375,"Genus","Spongia","Linnaeus, 1759",131759,2,2,"Porifera","Dictyoceratida","Spongiidae","Spongia","Demospongiae",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"393",512994,512994,700678,"Species","Starksia galapagensis","Rosenblatt & Taylor, 1971",276368,45,3,"Chordata","Perciformes","Labrisomidae","Starksia","Actinopteri","Starksia galapagensis",TRUE,"VU",NA,NA,"Eastern Galapagos Islands"
"394",512998,512998,700678,"Species","Starksia leucovitta","Williams & Mounts, 2003",276376,2,1,"Chordata","Perciformes","Labrisomidae","Starksia","Actinopteri","Starksia leucovitta",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"395",513378,513378,513377,"Species","Stenella attenuata","(Gray, 1846)",137105,13,8,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Mammalia","Stenella attenuata",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"396",513381,513381,513377,"Species","Stenella coeruleoalba","(Meyen, 1833)",137107,68,11,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Mammalia","Stenella coeruleoalba",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"397",513384,513384,513377,"Species","Stenella longirostris","(Gray, 1828)",137109,4,2,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Mammalia","Stenella longirostris",TRUE,"DD",NA,NA,"Eastern Galapagos Islands"
"398",513440,513440,769783,"Species","Steno bredanensis","(G. Cuvier in Lesson, 1828)",137110,2,2,"Chordata","Cetartiodactyla","Delphinidae","Steno","Mammalia","Steno bredanensis",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"399",513808,513808,513806,"Species","Stereomastis nana","(Smith, 1884)",107699,1,1,"Arthropoda","Decapoda","Polychelidae","Stereomastis","Malacostraca","Stereomastis nana",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"400",513898,513898,760155,"Species","Sternoptyx obscura","Garman, 1899",275004,2,1,"Chordata","Stomiiformes","Sternoptychidae","Sternoptyx","Actinopteri","Sternoptyx obscura",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"401",513978,513978,769997,"Species","Sthenoteuthis oualaniensis","(Lesson [in 1830-1831], 1830)",342066,1,1,"Mollusca","Oegopsida","Ommastrephidae","Sthenoteuthis","Cephalopoda","Sthenoteuthis oualaniensis",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"402",514316,514316,760234,"Species","Stomias atriventer","Garman, 1899",275178,5,2,"Chordata","Stomiiformes","Stomiidae","Stomias","Actinopteri","Stomias atriventer",NA,NA,NA,NA,"Eastern Galapagos Islands"
"403",514753,514753,771720,"Species","Strongylura exilis","(Girard, 1854)",275978,27,3,"Chordata","Beloniformes","Belonidae","Strongylura","Actinopteri","Strongylura exilis",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"404",515148,515148,700820,"Species","Subeucalanus crassus","(Giesbrecht, 1888)",104544,1,1,"Arthropoda","Calanoida","Subeucalanidae","Subeucalanus",NA,"Subeucalanus crassus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"405",515152,515152,700820,"Species","Subeucalanus subcrassus","(Giesbrecht, 1888)",104548,1,1,"Arthropoda","Calanoida","Subeucalanidae","Subeucalanus",NA,"Subeucalanus subcrassus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"406",515153,515153,700820,"Species","Subeucalanus subtenuis","(Giesbrecht, 1888)",104549,1,1,"Arthropoda","Calanoida","Subeucalanidae","Subeucalanus",NA,"Subeucalanus subtenuis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"407",515215,515215,760496,"Species","Sufflamen fraenatum","(Latreille, 1804)",276852,1,1,"Chordata","Tetraodontiformes","Balistidae","Sufflamen","Actinopteri","Sufflamen fraenatum",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"408",515250,515250,700826,"Species","Sulculeolaria monoica","(Chun, 1888)",196553,3,1,"Cnidaria","Siphonophorae","Diphyidae","Sulculeolaria","Hydrozoa","Sulculeolaria monoica",NA,NA,NA,NA,"Eastern Galapagos Islands"
"409",515543,515543,760556,"Species","Symbolophorus evermanni","(Gilbert, 1905)",217718,1,1,"Chordata","Myctophiformes","Myctophidae","Symbolophorus","Actinopteri","Symbolophorus evermanni",NA,NA,NA,NA,"Eastern Galapagos Islands"
"410",515613,515613,760563,"Species","Symphurus atramentatus","Jordan & Bollman, 1890",274233,21,3,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Actinopteri","Symphurus atramentatus",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"411",515624,515624,760563,"Species","Symphurus diabolicus","Mahadeva & Munroe, 1990",274240,15,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Actinopteri","Symphurus diabolicus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"412",516034,516034,760646,"Species","Synchiropus atrilabiatus","(Garman, 1899)",273238,10,3,"Chordata","Perciformes","Callionymidae","Synchiropus","Actinopteri","Synchiropus atrilabiatus",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"413",516591,516591,516589,"Species","Taenianotus triacanthus","Lacepède, 1802",218119,1,1,"Chordata","Scorpaeniformes","Scorpaenidae","Taenianotus","Actinopteri","Taenianotus triacanthus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"414",516632,516632,516627,"Species","Taeniura meyeni","Müller & Henle, 1841",217421,19,1,"Chordata","Myliobatiformes","Dasyatidae","Taeniura","Elasmobranchii","Taeniura meyeni",NA,NA,NA,NA,"Eastern Galapagos Islands"
"415",516899,516899,516895,"Species","Taractes rubescens","(Jordan & Evermann, 1887)",126787,1,1,"Chordata","Perciformes","Bramidae","Taractes","Actinopteri","Taractes rubescens",NA,NA,NA,NA,"Eastern Galapagos Islands"
"416",517423,517423,517411,"Species","Telmatactis panamensis","(Verrill, 1869)",283684,22,2,"Cnidaria","Actiniaria","Isophelliidae","Telmatactis","Anthozoa","Telmatactis panamensis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"417",518190,518190,518188,"Species","Tetrapturus angustirostris","Tanaka, 1915",219734,1,1,"Chordata","Perciformes","Istiophoridae","Tetrapturus","Actinopteri","Tetrapturus angustirostris",TRUE,"DD",NA,NA,"Eastern Galapagos Islands"
"418",518706,518706,761239,"Species","Thalassoma lutescens","(Lay & Bennett, 1839)",273585,1,1,"Chordata","Perciformes","Labridae","Thalassoma","Actinopteri","Thalassoma lutescens",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"419",518711,518711,761239,"Species","Thalassoma purpureum","(Forsskål, 1775)",212213,1,1,"Chordata","Perciformes","Labridae","Thalassoma","Actinopteri","Thalassoma purpureum",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"420",518944,518944,699389,"Order","Thecosomata","Blainville, 1824",13703,8,1,"Mollusca","Thecosomata",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"421",519480,519480,775726,"Genus","Thunnus","South, 1845",126065,663,1,"Chordata","Perciformes","Scombridae","Thunnus","Actinopteri",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"422",519481,519481,519480,"Species","Thunnus alalunga","(Bonnaterre, 1788)",127026,1,1,"Chordata","Perciformes","Scombridae","Thunnus","Actinopteri","Thunnus alalunga",TRUE,"NT",NA,NA,"Eastern Galapagos Islands"
"423",519487,519487,519480,"Species","Thunnus obesus","(Lowe, 1839)",127028,87,2,"Chordata","Perciformes","Scombridae","Thunnus","Actinopteri","Thunnus obesus",TRUE,"VU",NA,NA,"Eastern Galapagos Islands"
"424",519677,519677,777131,"Species","Thysanactis dentex","Regan & Trewavas, 1930",282973,2,2,"Chordata","Stomiiformes","Stomiidae","Thysanactis","Actinopteri","Thysanactis dentex",NA,NA,NA,NA,"Eastern Galapagos Islands"
"425",520124,520124,761650,"Species","Tomicodon boehlkei","Briggs, 1955",282987,1,1,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Actinopteri","Tomicodon boehlkei",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"426",520125,520125,761650,"Species","Tomicodon chilensis","Brisout de Barneville, 1846",282989,29,3,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Actinopteri","Tomicodon chilensis",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"427",520133,520133,761650,"Species","Tomicodon petersii","(Garman, 1875)",282998,23,3,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Actinopteri","Tomicodon petersii",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"428",520193,520193,701093,"Species","Tomopteris septentrionalis","Steenstrup, 1849",131568,2,1,"Annelida","Phyllodocida","Tomopteridae","Tomopteris","Polychaeta","Tomopteris septentrionalis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"429",520492,520492,740885,"Genus","Trachinotus","Lacepède, 1801",125945,1,1,"Chordata","Perciformes","Carangidae","Trachinotus","Actinopteri",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"430",520516,520516,520492,"Species","Trachinotus stilbe","(Jordan & McGregor, 1898)",273298,16,1,"Chordata","Perciformes","Carangidae","Trachinotus","Actinopteri","Trachinotus stilbe",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"431",520564,520564,520553,"Species","Trachurus murphyi","Nichols, 1920",273303,2,1,"Chordata","Perciformes","Carangidae","Trachurus","Actinopteri","Trachurus murphyi",TRUE,"DD",NA,NA,"Eastern Galapagos Islands"
"432",520686,520686,520684,"Species","Trachyrincus helolepis","Gilbert, 1892",272445,2,2,"Chordata","Gadiformes","Macrouridae","Trachyrincus","Actinopteri","Trachyrincus helolepis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"433",520926,520926,773085,"Species","Triaenodon obesus","(Rüppell, 1837)",214557,23,3,"Chordata","Carcharhiniformes","Carcharhinidae","Triaenodon","Elasmobranchii","Triaenodon obesus",TRUE,"NT",NA,NA,"Eastern Galapagos Islands"
"434",520936,520936,774048,"Species","Triakis maculata","Kner & Steindachner, 1867",279058,3,1,"Chordata","Carcharhiniformes","Triakidae","Triakis","Elasmobranchii","Triakis maculata",TRUE,"VU",NA,NA,"Eastern Galapagos Islands"
"435",522921,522921,768187,"Species","Turborotalita quinqueloba","(Natland, 1938)",113462,1,1,"Foraminifera","Globigerinida","Globigerinidae","Turborotalita","Globothalamea","Turborotalita quinqueloba",NA,NA,NA,NA,"Eastern Galapagos Islands"
"436",523097,523097,523093,"Species","Tursiops truncatus","(Montagu, 1821)",137111,107,13,"Chordata","Cetartiodactyla","Delphinidae","Tursiops","Mammalia","Tursiops truncatus",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"437",523194,523194,523192,"Subspecies","Tylosurus crocodilus fodiator","Jordan & Gilbert, 1882",293757,1,1,"Chordata","Beloniformes","Belonidae","Tylosurus","Actinopteri","Tylosurus crocodilus",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"438",523200,523200,701253,"Species","Tylosurus pacificus","(Steindachner, 1876)",272147,4,1,"Chordata","Beloniformes","Belonidae","Tylosurus","Actinopteri","Tylosurus pacificus",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"439",523286,523286,523284,"Species","Typhloscolex muelleri","Busch, 1851",131582,2,1,"Annelida","Phyllodocida","Typhloscolecidae","Typhloscolex","Polychaeta","Typhloscolex muelleri",NA,NA,NA,NA,"Eastern Galapagos Islands"
"440",523642,523642,769179,"Genus","Umbellula","Gray, 1870",128499,4,2,"Cnidaria","Pennatulacea","Umbellulidae","Umbellula","Anthozoa",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"441",523657,523657,835925,"Genus","Umbilicosphaera","Lohmann, 1902",235857,1,1,"Haptophyta","Coccolithales","Calcidiscaceae","Umbilicosphaera","Prymnesiophyceae",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"442",523700,523700,523690,"Species","Umbrina galapagorum","Steindachner, 1878",273798,26,3,"Chordata","Perciformes","Sciaenidae","Umbrina","Actinopteri","Umbrina galapagorum",TRUE,"VU",NA,NA,"Eastern Galapagos Islands"
"443",523769,523769,762503,"Species","Undinula vulgaris","(Dana, 1849)",104473,4,1,"Arthropoda","Calanoida","Calanidae","Undinula",NA,"Undinula vulgaris",NA,NA,NA,NA,"Eastern Galapagos Islands"
"444",524089,524089,762558,"Species","Uropterygius macrocephalus","(Bleeker, 1864)",212037,3,1,"Chordata","Anguilliformes","Muraenidae","Uropterygius","Actinopteri","Uropterygius macrocephalus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"445",524098,524098,762558,"Species","Uropterygius polystictus","Myers & Wade, 1941",277954,8,2,"Chordata","Anguilliformes","Muraenidae","Uropterygius","Actinopteri","Uropterygius polystictus",TRUE,"DD",NA,NA,"Eastern Galapagos Islands"
"446",524786,524786,524784,"Species","Vermiliopsis annulata","(Schmarda, 1861)",335016,1,1,"Annelida","Sabellida","Serpulidae","Vermiliopsis","Polychaeta","Vermiliopsis annulata",NA,NA,NA,NA,"Eastern Galapagos Islands"
"447",525378,525378,701343,"Species","Vogtia spinosa","Keferstein & Ehlers, 1861",135453,2,1,"Cnidaria","Siphonophorae","Hippopodiidae","Vogtia","Hydrozoa","Vogtia spinosa",NA,NA,NA,NA,"Eastern Galapagos Islands"
"448",525735,525735,525733,"Species","Xanthichthys caeruleolineatus","Randall, Matsuura & Zama, 1978",219898,1,1,"Chordata","Tetraodontiformes","Balistidae","Xanthichthys","Actinopteri","Xanthichthys caeruleolineatus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"449",526150,526150,526149,"Species","Xiphias gladius","Linnaeus, 1758",127094,13,2,"Chordata","Perciformes","Xiphiidae","Xiphias","Actinopteri","Xiphias gladius",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"450",526266,526266,678481,"Species","Xyrichtys novacula","(Linnaeus, 1758)",126971,1,1,"Chordata","Perciformes","Labridae","Xyrichtys","Actinopteri","Xyrichtys novacula",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"451",526460,526460,773210,"Species","Zanclus cornutus","(Linnaeus, 1758)",220083,45,1,"Chordata","Perciformes","Zanclidae","Zanclus","Actinopteri","Zanclus cornutus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"452",526696,526696,763193,"Genus","Ziphius","Cuvier, 1823",137035,2,2,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius","Mammalia",NA,NA,NA,NA,NA,"Eastern Galapagos Islands"
"453",526697,526697,526696,"Species","Ziphius cavirostris","Cuvier, 1823",137127,7,5,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius","Mammalia","Ziphius cavirostris",TRUE,"LC",NA,NA,"Eastern Galapagos Islands"
"454",527924,527924,768891,"Species","Holothuria (Halodeima) atra","Jaeger, 1833",148748,1,1,"Echinodermata","Aspidochirotida","Holothuriidae","Holothuria","Holothuroidea","Holothuria (Halodeima) atra",NA,NA,NA,NA,"Eastern Galapagos Islands"
"455",527933,527933,774797,"Species","Holothuria (Lessonothuria) pardalis","Selenka, 1867",210893,1,1,"Echinodermata","Aspidochirotida","Holothuriidae","Holothuria","Holothuroidea","Holothuria (Lessonothuria) pardalis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"456",527956,527956,768896,"Species","Holothuria (Vaneyothuria) zacae","Deichmann, 1937",241882,2,1,"Echinodermata","Aspidochirotida","Holothuriidae","Holothuria","Holothuroidea","Holothuria (Vaneyothuria) zacae",NA,NA,NA,NA,"Eastern Galapagos Islands"
"457",532140,532140,395729,"Species","Acanthemblemaria castroi","Stephens & Hobson, 1966",279447,54,2,"Chordata","Perciformes","Chaenopsidae","Acanthemblemaria","Actinopteri","Acanthemblemaria castroi",TRUE,"VU",NA,NA,"Eastern Galapagos Islands"
"458",532503,532503,398391,"Species","Aega acuminata","Hansen, 1897",256384,1,1,"Arthropoda","Isopoda","Aegidae","Aega","Malacostraca","Aega acuminata",NA,NA,NA,NA,"Eastern Galapagos Islands"
"459",532520,532520,398391,"Species","Aega longicornis","Hansen, 1897",NA,1,1,"Arthropoda","Isopoda","Aegidae","Aega","Malacostraca","Aega longicornis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"460",533304,533304,401633,"Species","Amphiura gymnogastra","Lütken & Mortensen, 1899",242943,1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura gymnogastra",NA,NA,NA,NA,"Eastern Galapagos Islands"
"461",533324,533324,401633,"Species","Amphiura papillata","Lütken & Mortensen, 1899",242973,1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura papillata",NA,NA,NA,NA,"Eastern Galapagos Islands"
"462",533331,533331,401633,"Species","Amphiura serpentina","Lütken & Mortensen, 1899",242990,2,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura serpentina",NA,NA,NA,NA,"Eastern Galapagos Islands"
"463",534542,534542,603103,"Species","Ascidia fusca","Monniot C. & Monniot F., 1989",249990,1,1,"Chordata","Phlebobranchia","Ascidiidae","Ascidia","Ascidiacea","Ascidia fusca",NA,NA,NA,NA,"Eastern Galapagos Islands"
"464",534861,534861,774826,"Species","Astrodendrum galapagensis","A.H. Clark, 1916",243187,1,1,"Echinodermata","Euryalida","Gorgonocephalidae","Astrodendrum","Ophiuroidea","Astrodendrum galapagensis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"465",534863,534863,768872,"Species","Astrodia plana","(Lütken & Mortensen, 1899)",243190,1,1,"Echinodermata","Euryalida","Asteronychidae","Astrodia","Ophiuroidea","Astrodia plana",NA,NA,NA,NA,"Eastern Galapagos Islands"
"466",534868,534868,778613,"Species","Astrolirus panamensis","(Ludwig, 1905)",368510,2,2,"Echinodermata","Brisingida","Brisingidae","Astrolirus","Asteroidea","Astrolirus panamensis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"467",534870,534870,775606,"Species","Astrometis sertulifera","(Xantus, 1860)",255044,1,1,"Echinodermata","Forcipulatida","Asteriidae","Astrometis","Asteroidea","Astrometis sertulifera",NA,NA,NA,NA,"Eastern Galapagos Islands"
"468",534894,534894,695787,"Species","Astropecten exiguus","Ludwig, 1905",292858,2,1,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Asteroidea","Astropecten exiguus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"469",535023,535023,408353,"Species","Auletta dendrophora","Wilson, 1904",165448,2,2,"Porifera","Axinellida","Axinellidae","Auletta","Demospongiae","Auletta dendrophora",NA,NA,NA,NA,"Eastern Galapagos Islands"
"470",535127,535127,408771,"Subspecies","Auxis thazard brachydorax","Collette & Aadland, 1996",293553,4,1,"Chordata","Perciformes","Scombridae","Auxis","Actinopteri","Auxis thazard",NA,NA,NA,NA,"Eastern Galapagos Islands"
"471",535395,535395,535385,"Species","Bathydorus uncifer","Schulze, 1899",172038,2,2,"Porifera","Lyssacinosida","Rossellidae","Bathydorus","Hexactinellida","Bathydorus uncifer",NA,NA,NA,NA,"Eastern Galapagos Islands"
"472",535587,535587,411265,"Species","Benthesicymus tanneri","Faxon, 1893",377425,5,1,"Arthropoda","Decapoda","Benthesicymidae","Benthesicymus","Malacostraca","Benthesicymus tanneri",NA,NA,NA,NA,"Eastern Galapagos Islands"
"473",535700,535700,606601,"Species","Boccardia galapagense","Blake, 1986",327245,1,1,"Annelida","Spionida","Spionidae","Boccardia","Polychaeta","Boccardia galapagense",NA,NA,NA,NA,"Eastern Galapagos Islands"
"474",535907,535907,607156,"Species","Branchiostoma elongatum","Sundevall, 1852",266207,2,1,"Chordata",NA,"Branchiostomatidae","Branchiostoma","Leptocardii","Branchiostoma elongatum",NA,NA,NA,NA,"Eastern Galapagos Islands"
"475",537766,537766,422419,"Species","Chrysogorgia fruticosa","(Studer, 1894)",286121,2,2,"Cnidaria","Alcyonacea","Chrysogorgiidae","Chrysogorgia","Anthozoa","Chrysogorgia fruticosa",NA,NA,NA,NA,"Eastern Galapagos Islands"
"476",537862,537862,422752,"Species","Ciona pomponiae","Monniot C. & Monniot F., 1989",250291,1,1,"Chordata","Phlebobranchia","Cionidae","Ciona","Ascidiacea","Ciona pomponiae",NA,NA,NA,NA,"Eastern Galapagos Islands"
"477",537897,537897,422804,"Species","Cirolana namelessensis","Brusca, Wetzer & France, 1995",256550,8,1,"Arthropoda","Isopoda","Cirolanidae","Cirolana","Malacostraca","Cirolana namelessensis",NA,NA,NA,NA,"Eastern Galapagos Islands"
"478",538181,538181,775580,"Species","Cnemidaster nudus","(Ludwig, 1905)",254770,1,1,"Echinodermata","Forcipulatida","Zoroasteridae","Cnemidaster","Asteroidea","Cnemidaster nudus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"479",538960,538960,429038,"Species","Crypthelia dactylopoma","Cairns, 1986",285779,10,2,"Cnidaria","Anthoathecata","Stylasteridae","Crypthelia","Hydrozoa","Crypthelia dactylopoma",NA,NA,NA,NA,"Eastern Galapagos Islands"
"480",538961,538961,429038,"Species","Crypthelia eueides","Cairns, 1986",285780,8,2,"Cnidaria","Anthoathecata","Stylasteridae","Crypthelia","Hydrozoa","Crypthelia eueides",NA,NA,NA,NA,"Eastern Galapagos Islands"
"481",538964,538964,429038,"Species","Crypthelia gigantea","Fisher, 1938",285783,10,2,"Cnidaria","Anthoathecata","Stylasteridae","Crypthelia","Hydrozoa","Crypthelia gigantea",NA,NA,NA,NA,"Eastern Galapagos Islands"
"482",538965,538965,429038,"Species","Crypthelia glebulenta","Cairns, 1986",285784,6,2,"Cnidaria","Anthoathecata","Stylasteridae","Crypthelia","Hydrozoa","Crypthelia glebulenta",NA,NA,NA,NA,"Eastern Galapagos Islands"
"483",539121,539121,696864,"Species","Cunina peregrina","Bigelow, 1909",221242,2,1,"Cnidaria","Narcomedusae","Cuninidae","Cunina","Hydrozoa","Cunina peregrina",NA,NA,NA,NA,"Eastern Galapagos Islands"
"484",539366,539366,430894,"Species","Cymothoa exigua","Schioedte & Meinert, 1884",256755,1,1,"Arthropoda","Isopoda","Cymothoidae","Cymothoa","Malacostraca","Cymothoa exigua",NA,NA,NA,NA,"Eastern Galapagos Islands"
"485",539610,539610,432516,"Subspecies","Deima validum pacificum","Ludwig, 1894",292995,2,1,"Echinodermata","Elasipodida","Deimatidae","Deima","Holothuroidea","Deima validum",NA,NA,NA,NA,"Eastern Galapagos Islands"
"486",540299,540299,697136,"Species","Distichopora laevigranulosa","Cairns, 1986",288328,10,3,"Cnidaria","Anthoathecata","Stylasteridae","Distichopora","Hydrozoa","Distichopora laevigranulosa",NA,NA,NA,NA,"Eastern Galapagos Islands"
"487",541144,541144,439957,"Species","Eremicaster crassus","(Sladen, 1883)",178726,1,1,"Echinodermata","Paxillosida","Porcellanasteridae","Eremicaster","Asteroidea","Eremicaster crassus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"488",541146,541146,439957,"Species","Eremicaster pacificus","(Ludwig, 1905)",234904,1,1,"Echinodermata","Paxillosida","Porcellanasteridae","Eremicaster","Asteroidea","Eremicaster pacificus",NA,NA,NA,NA,"Eastern Galapagos Islands"
"489",541203,541203,440176,"Species","Errina macrogastra","Marenzeller, 1904",285817,10,3,"Cnidaria","Anthoathecata","Stylasteridae","Errina","Hydrozoa","Errina macrogastra",NA,NA,NA,NA,"Eastern Galapagos Islands"
