"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","family","genus","species","class","order","redlist","status","gisd","hab","ecoregion"
"244",419551,419551,419486,"Species","Chaetoceros constrictus","Gran, 1897",156609,2,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros constrictus","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"245",419554,419554,419486,"Species","Chaetoceros convolutus","Castracane, 1886",156611,1,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros convolutus","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"246",419570,419570,419486,"Species","Chaetoceros debilis","Cleve, 1894",149219,13,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros debilis","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"247",419571,419571,419486,"Species","Chaetoceros decipiens","Cleve, 1873",149126,10,2,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros decipiens","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"248",419579,419579,419486,"Species","Chaetoceros diadema","(Ehrenberg) Gran, 1897",149128,1,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros diadema","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"249",419587,419587,419486,"Species","Chaetoceros didymus","Ehrenberg, 1845",149122,3,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros didymus","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"250",419618,419618,419486,"Species","Chaetoceros gracilis","Pantocsek, 1892",465524,14,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros gracilis","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"251",419633,419633,419486,"Species","Chaetoceros laciniosus","F.Schütt, 1895",149228,2,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros laciniosus","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"252",419642,419642,419486,"Species","Chaetoceros lorenzianus","Grunow, 1863",156617,1,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros lorenzianus","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"253",419683,419683,419486,"Species","Chaetoceros pseudocrinitus","Ostenfeld, 1901",149222,1,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros pseudocrinitus","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"254",419688,419688,419486,"Species","Chaetoceros radicans","F.Schütt, 1895",163112,8,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros radicans","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"255",419713,419713,419486,"Species","Chaetoceros similis","Cleve, 1896",149127,9,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros similis","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"256",419717,419717,419486,"Species","Chaetoceros socialis","H.S.Lauder, 1864",149123,1,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"257",419721,419721,419486,"Species","Chaetoceros subsecundus","(Grunow ex Van Heurck) Hustedt, 1927",163047,3,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros subsecundus","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"258",419722,419722,419486,"Species","Chaetoceros subtilis","Cleve, 1896",156621,1,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros subtilis","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"259",419724,419724,419486,"Species","Chaetoceros tenuissimus","Meunier, 1913",156623,1,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros tenuissimus","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"260",419725,419725,419486,"Species","Chaetoceros teres","Cleve, 1896",149125,1,1,"Ochrophyta","Chaetocerotaceae","Chaetoceros","Chaetoceros teres","Bacillariophyceae","Chaetocerotanae incertae sedis",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"261",419747,419747,778661,"Genus","Chaetoderma","Kützing, 1843",604727,9,1,"Rhodophyta",NA,"Chaetoderma",NA,"Rhodophyta incertae sedis",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"262",420006,420006,742089,"Genus","Chaetozone","Malmgren, 1867",129242,82,3,"Annelida","Cirratulidae","Chaetozone",NA,"Polychaeta","Terebellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"263",420007,420007,420006,"Species","Chaetozone acuta","Banse & Hobson, 1968",327407,16,4,"Annelida","Cirratulidae","Chaetozone","Chaetozone acuta","Polychaeta","Terebellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"264",420010,420010,420006,"Species","Chaetozone commonalis","Blake, 1996",327416,6,3,"Annelida","Cirratulidae","Chaetozone","Chaetozone commonalis","Polychaeta","Terebellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"265",420015,420015,420006,"Species","Chaetozone lunula","Blake, 1996",327424,16,2,"Annelida","Cirratulidae","Chaetozone","Chaetozone lunula","Polychaeta","Terebellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"266",420313,420313,771706,"Species","Charadrius semipalmatus","Bonaparte, 1825",159126,1,1,"Chordata","Charadriidae","Charadrius","Charadrius semipalmatus","Aves","Charadriiformes",TRUE,"LC",NA,NA,"Puget Trough_Georgia Basin"
"267",420314,420314,771706,"Species","Charadrius vociferus","Linnaeus, 1758",159127,40,11,"Chordata","Charadriidae","Charadrius","Charadrius vociferus","Aves","Charadriiformes",TRUE,"LC",NA,NA,"Puget Trough_Georgia Basin"
"268",420619,420619,420618,"Species","Cheilonereis cyclurus","(Harrington, 1897)",332676,1,1,"Annelida","Nereididae","Cheilonereis","Cheilonereis cyclurus","Polychaeta","Phyllodocida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"269",420905,420905,420902,"Species","Chelyosoma productum","Stimpson, 1864",250013,4,3,"Chordata","Corellidae","Chelyosoma","Chelyosoma productum","Ascidiacea","Phlebobranchia",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"270",420911,420911,771695,"Species","Chen caerulescens","(Linnaeus, 1758)",159204,64,10,"Chordata","Anatidae","Chen","Chen caerulescens","Aves","Anseriformes",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"271",421202,421202,1042348,"Genus","Chionoecetes","Krøyer, 1838",106898,21,1,"Arthropoda","Oregoniidae","Chionoecetes",NA,"Malacostraca","Decapoda",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"272",421389,421389,776313,"Species","Chitonotus pugetensis","(Steindachner, 1876)",280162,84,7,"Chordata","Cottidae","Chitonotus","Chitonotus pugetensis","Actinopteri","Scorpaeniformes",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"273",421628,421628,778624,"Division","Chlorophyta","Pascher, 1914",801,1,1,"Chlorophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"274",421737,421737,586749,"Species","Chondracanthus exasperatus","(Harvey & Bailey) Hughey, 1996",372551,87,2,"Rhodophyta","Gigartinaceae","Chondracanthus","Chondracanthus exasperatus","Florideophyceae","Gigartinales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"275",421829,421829,421827,"Species","Chondrus crispus","Stackhouse, 1797",145625,1,1,"Rhodophyta","Gigartinaceae","Chondrus","Chondrus crispus","Florideophyceae","Gigartinales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"276",421830,421830,758325,"Genus","Chone","Krøyer, 1856",129525,4,2,"Annelida","Sabellidae","Chone",NA,"Polychaeta","Sabellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"277",421836,421836,421830,"Species","Chone duneri","Malmgren, 1867",130888,25,3,"Annelida","Sabellidae","Chone","Chone duneri","Polychaeta","Sabellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"278",421844,421844,421830,"Species","Chone magna","(Moore, 1923)",332682,3,3,"Annelida","Sabellidae","Chone","Chone magna","Polychaeta","Sabellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"279",421845,421845,421830,"Species","Chone minuta","Hartman, 1944",326735,1,1,"Annelida","Sabellidae","Chone","Chone minuta","Polychaeta","Sabellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"280",422752,422752,742066,"Genus","Ciona","Fleming, 1822",103488,1,1,"Chordata","Cionidae","Ciona",NA,"Ascidiacea","Phlebobranchia",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"281",422757,422757,422752,"Species","Ciona savignyi","Herdman, 1882",250292,15,1,"Chordata","Cionidae","Ciona","Ciona savignyi","Ascidiacea","Phlebobranchia",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"282",422782,422782,422781,"Species","Circeis armoricana","Saint-Joseph, 1894",131198,3,1,"Annelida","Serpulidae","Circeis","Circeis armoricana","Polychaeta","Sabellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"283",422785,422785,422781,"Species","Circeis spirillum","(Linnaeus, 1758)",131201,2,1,"Annelida","Serpulidae","Circeis","Circeis spirillum","Polychaeta","Sabellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"284",422799,422799,771732,"Species","Circus cyaneus","(Linnaeus, 1766)",159372,51,14,"Chordata","Accipitridae","Circus","Circus cyaneus","Aves","Falconiformes",TRUE,"LC",NA,NA,"Puget Trough_Georgia Basin"
"285",422877,422877,742089,"Genus","Cirratulus","Lamarck, 1818",129243,1,1,"Annelida","Cirratulidae","Cirratulus",NA,"Polychaeta","Terebellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"286",422886,422886,422877,"Species","Cirratulus multioculatus","(Hartman, 1961)",332685,2,1,"Annelida","Cirratulidae","Cirratulus","Cirratulus multioculatus","Polychaeta","Terebellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"287",423069,423069,486890,"Genus","Cirrophorus","Ehlers, 1908",129431,4,2,"Annelida","Paraonidae","Cirrophorus",NA,"Polychaeta",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"288",423073,423073,423069,"Species","Cirrophorus branchiatus","Ehlers, 1908",130576,4,3,"Annelida","Paraonidae","Cirrophorus","Cirrophorus branchiatus","Polychaeta",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"289",423291,423291,696565,"Species","Cladophora columbiana","F.S.Collins, 1903",371784,2,1,"Chlorophyta","Cladophoraceae","Cladophora","Cladophora columbiana","Ulvophyceae","Cladophorales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"290",423350,423350,696565,"Species","Cladophora pellucida","(Hudson) Kützing, 1843",145059,1,1,"Chlorophyta","Cladophoraceae","Cladophora","Cladophora pellucida","Ulvophyceae","Cladophorales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"291",423714,423714,696573,"Species","Clausocalanus parapergens","Frost & Fleminger, 1968",104507,7,1,"Arthropoda","Clausocalanidae","Clausocalanus","Clausocalanus parapergens",NA,"Calanoida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"292",423998,423998,778897,"Genus","Clinocardium","Keen, 1936",156818,19,3,"Mollusca","Cardiidae","Clinocardium",NA,"Bivalvia","Cardiida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"293",424005,424005,742297,"Species","Clinocottus acuticeps","(Gilbert, 1896)",280218,18,2,"Chordata","Cottidae","Clinocottus","Clinocottus acuticeps","Actinopteri","Scorpaeniformes",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"294",424008,424008,742297,"Species","Clinocottus embryum","(Jordan & Starks, 1895)",280220,4,3,"Chordata","Cottidae","Clinocottus","Clinocottus embryum","Actinopteri","Scorpaeniformes",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"295",424009,424009,742297,"Species","Clinocottus globiceps","(Girard, 1858)",280221,1,1,"Chordata","Cottidae","Clinocottus","Clinocottus globiceps","Actinopteri","Scorpaeniformes",TRUE,"LC",NA,NA,"Puget Trough_Georgia Basin"
"296",424059,424059,614330,"Species","Cliona celata","Grant, 1826",134121,1,1,"Porifera","Clionaidae","Cliona","Cliona celata","Demospongiae","Clionaida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"297",424077,424077,424098,"Genus","Clione","Pallas, 1774",137793,1,1,"Mollusca","Clionidae","Clione",NA,"Gastropoda","Gymnosomata",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"298",424201,424201,424193,"Species","Clupea harengus","Linnaeus, 1758",126417,8,2,"Chordata","Clupeidae","Clupea","Clupea harengus","Actinopteri","Clupeiformes",TRUE,"LC",NA,NA,"Puget Trough_Georgia Basin"
"299",424250,424250,742339,"Species","Clymenella zonalis","(Verrill, 1874)",157320,48,2,"Annelida","Maldanidae","Clymenella","Clymenella zonalis","Polychaeta",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"300",424331,424331,614533,"Species","Clytia gregaria","(Agassiz, 1862)",284361,1,1,"Cnidaria","Campanulariidae","Clytia","Clytia gregaria","Hydrozoa","Leptothecata",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"301",424332,424332,614533,"Species","Clytia hemisphaerica","(Linnaeus, 1767)",117368,1,1,"Cnidaria","Campanulariidae","Clytia","Clytia hemisphaerica","Hydrozoa","Leptothecata",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"302",424456,424456,835685,"Family","Coccolithaceae","Poche, 1913",178597,4,1,"Haptophyta","Coccolithaceae",NA,NA,"Prymnesiophyceae","Coccolithales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"303",424466,424466,770763,"Genus","Cocconeis","Ehrenberg, 1837",148989,2,1,"Ochrophyta","Cocconeidaceae","Cocconeis",NA,"Bacillariophyceae","Achnanthales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"304",424608,424608,424466,"Species","Cocconeis scutellum","Ehrenberg, 1838",149376,1,1,"Ochrophyta","Cocconeidaceae","Cocconeis","Cocconeis scutellum","Bacillariophyceae","Achnanthales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"305",424799,424799,614889,"Species","Codium fragile","(Suringar) Hariot, 1889",145086,1,1,"Chlorophyta","Codiaceae","Codium","Codium fragile","Ulvophyceae","Bryopsidales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"306",424840,424840,614889,"Species","Codium setchellii","N.L.Gardner, 1919",371787,1,1,"Chlorophyta","Codiaceae","Codium","Codium setchellii","Ulvophyceae","Bryopsidales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"307",425389,425389,696639,"Species","Colpomenia peregrina","Sauvageau, 1927",145856,3,1,"Ochrophyta","Scytosiphonaceae","Colpomenia","Colpomenia peregrina","Phaeophyceae","Scytosiphonales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"308",426655,426655,426649,"Species","Corallina frondescens","Postels & Ruprecht, 1840",372555,14,1,"Rhodophyta","Corallinaceae","Corallina","Corallina frondescens","Florideophyceae","Corallinales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"309",426783,426783,586821,"Species","Corbicula fluminea","(O. F. Müller, 1774)",181580,3,1,"Mollusca","Cyrenidae","Corbicula","Corbicula fluminea","Bivalvia","Veneroida",TRUE,"LC",TRUE,NA,"Puget Trough_Georgia Basin"
"310",426834,426834,767093,"Family","Corbulidae","Lamarck, 1818",248,4,2,"Mollusca","Corbulidae",NA,NA,"Bivalvia","Myoida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"311",426888,426888,426883,"Species","Corella willmeriana","Herdman, 1898",250378,4,2,"Chordata","Corellidae","Corella","Corella willmeriana","Ascidiacea","Phlebobranchia",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"312",426905,426905,426896,"Species","Corethron hystrix","Hensen, 1887",179596,5,2,"Ochrophyta","Corethraceae","Corethron","Corethron hystrix","Bacillariophyceae","Corethrales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"313",427025,427025,427021,"Species","Corolla spectabilis","Dall, 1871",139492,1,1,"Mollusca","Cymbuliidae","Corolla","Corolla spectabilis","Gastropoda","Thecosomata",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"314",427070,427070,780145,"Genus","Corophium","Latreille, 1806",101489,32,2,"Arthropoda","Corophiidae","Corophium",NA,"Malacostraca","Amphipoda",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"315",427123,427123,427119,"Species","Corvus corax","Linnaeus, 1758",159389,4,4,"Chordata","Corvidae","Corvus","Corvus corax","Aves","Passeriformes",TRUE,"LC",NA,NA,"Puget Trough_Georgia Basin"
"316",427540,427540,770753,"Genus","Coscinodiscus","Ehrenberg, 1839",148917,19,3,"Ochrophyta","Coscinodiscaceae","Coscinodiscus",NA,"Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"317",427563,427563,427540,"Species","Coscinodiscus asteromphalus","Ehrenberg, 1844",149274,5,1,"Ochrophyta","Coscinodiscaceae","Coscinodiscus","Coscinodiscus asteromphalus","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"318",427593,427593,427540,"Species","Coscinodiscus centralis","Ehrenberg, 1844",149159,2,1,"Ochrophyta","Coscinodiscaceae","Coscinodiscus","Coscinodiscus centralis","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"319",427627,427627,427540,"Species","Coscinodiscus curvatulus","Grunow ex A.Schmidt, 1878",149266,3,1,"Ochrophyta","Coscinodiscaceae","Coscinodiscus","Coscinodiscus curvatulus","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"320",427704,427704,427540,"Species","Coscinodiscus granii","Gough, 1905",149271,2,1,"Ochrophyta","Coscinodiscaceae","Coscinodiscus","Coscinodiscus granii","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"321",427800,427800,427540,"Species","Coscinodiscus nitidus","W.Gregory, 1857",149268,2,1,"Ochrophyta","Coscinodiscaceae","Coscinodiscus","Coscinodiscus nitidus","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"322",427856,427856,427540,"Species","Coscinodiscus radiatus","Ehrenberg, 1840",149158,5,1,"Ochrophyta","Coscinodiscaceae","Coscinodiscus","Coscinodiscus radiatus","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"323",427940,427940,427540,"Species","Coscinodiscus wailesii","Gran & Angst, 1931",156632,1,1,"Ochrophyta","Coscinodiscaceae","Coscinodiscus","Coscinodiscus wailesii","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"324",428021,428021,428038,"Genus","Cossura","Webster & Benedict, 1887",129251,229,3,"Annelida","Cossuridae","Cossura",NA,"Polychaeta",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"325",428032,428032,428021,"Species","Cossura pygodactylata","Jones, 1956",129985,199,4,"Annelida","Cossuridae","Cossura","Cossura pygodactylata","Polychaeta",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"326",428033,428033,428021,"Species","Cossura rostrata","Fauchald, 1972",326856,42,2,"Annelida","Cossuridae","Cossura","Cossura rostrata","Polychaeta",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"327",428038,428038,758761,"Family","Cossuridae","Day, 1963",908,12,2,"Annelida","Cossuridae",NA,NA,"Polychaeta",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"328",428048,428048,428047,"Species","Costaria costata","(C.Agardh) De A.Saunders, 1895",371985,3,3,"Ochrophyta","Costariaceae","Costaria","Costaria costata","Phaeophyceae","Laminariales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"329",428106,428106,743064,"Genus","Cottus","Linnaeus, 1758",126148,6,2,"Chordata","Cottidae","Cottus",NA,"Actinopteri","Scorpaeniformes",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"330",428107,428107,428106,"Species","Cottus aleuticus","Gilbert, 1896",274366,16,2,"Chordata","Cottidae","Cottus","Cottus aleuticus","Actinopteri","Scorpaeniformes",TRUE,"LC",NA,NA,"Puget Trough_Georgia Basin"
"331",428123,428123,428106,"Species","Cottus cognatus","Richardson, 1836",159512,2,2,"Chordata","Cottidae","Cottus","Cottus cognatus","Actinopteri","Scorpaeniformes",TRUE,"LC",NA,NA,"Puget Trough_Georgia Basin"
"332",428285,428285,770008,"Species","Crassadoma gigantea","(J.E. Gray, 1825)",240774,1,1,"Mollusca","Pectinidae","Crassadoma","Crassadoma gigantea","Bivalvia","Pectinoida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"333",428319,428319,774644,"Species","Crassicorophium crassicorne","(Bruzelius, 1859)",397383,2,2,"Arthropoda","Corophiidae","Crassicorophium","Crassicorophium crassicorne","Malacostraca","Amphipoda",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"334",428371,428371,696801,"Species","Crassostrea gigas","(Thunberg, 1793)",140656,385,4,"Mollusca","Ostreidae","Crassostrea","Crassostrea gigas","Bivalvia","Ostreoida",NA,NA,TRUE,NA,"Puget Trough_Georgia Basin"
"335",428383,428383,696801,"Species","Crassostrea virginica","(Gmelin, 1791)",140657,1,1,"Mollusca","Ostreidae","Crassostrea","Crassostrea virginica","Bivalvia","Ostreoida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"336",428518,428518,474816,"Genus","Crenella","T. Brown, 1827",138216,2,2,"Mollusca","Mytilidae","Crenella",NA,"Bivalvia","Mytiloida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"337",428520,428520,428518,"Species","Crenella decussata","(Montagu, 1808)",140440,18,2,"Mollusca","Mytilidae","Crenella","Crenella decussata","Bivalvia","Mytiloida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"338",428593,428593,415677,"Genus","Crepidula","Lamarck, 1799",137722,2,2,"Mollusca","Calyptraeidae","Crepidula",NA,"Gastropoda","Littorinimorpha",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"339",428601,428601,428593,"Species","Crepidula fornicata","(Linnaeus, 1758)",138963,1,1,"Mollusca","Calyptraeidae","Crepidula","Crepidula fornicata","Gastropoda","Littorinimorpha",NA,NA,TRUE,NA,"Puget Trough_Georgia Basin"
"340",428692,428692,428690,"Species","Cribrinopsis fernaldi","Siebert & Spaulding, 1976",283422,4,3,"Cnidaria","Actiniidae","Cribrinopsis","Cribrinopsis fernaldi","Anthozoa","Actiniaria",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"341",428742,428742,428767,"Genus","Crisia","Lamouroux, 1812",111032,3,1,"Bryozoa","Crisiidae","Crisia",NA,"Stenolaemata","Cyclostomatida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"342",428967,428967,428964,"Species","Crucigera zygophora","(Johnson, 1901)",332723,1,1,"Annelida","Serpulidae","Crucigera","Crucigera zygophora","Polychaeta","Sabellida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"343",429025,429025,429024,"Species","Cryptacanthodes aleutensis","(Gilbert, 1896)",276390,132,6,"Chordata","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes aleutensis","Actinopteri","Perciformes",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"344",429026,429026,429024,"Species","Cryptacanthodes giganteus","(Kittlitz, 1858)",276392,6,3,"Chordata","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes giganteus","Actinopteri","Perciformes",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"345",429102,429102,429101,"Species","Cryptochiton stelleri","(Middendorff, 1847)",240776,1,1,"Mollusca","Mopaliidae","Cryptochiton","Cryptochiton stelleri","Polyplacophora","Chitonida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"346",429236,429236,743320,"Class","Cryptophyceae","Fritsch, 1927",17639,7,1,"Cryptophyta",NA,NA,NA,"Cryptophyceae",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"347",429249,429249,429246,"Species","Cryptopleura ruprechtiana","(J.Agardh) Kylin, 1924",372561,1,1,"Rhodophyta","Delesseriaceae","Cryptopleura","Cryptopleura ruprechtiana","Florideophyceae","Ceramiales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"348",429269,429269,778687,"Species","Cryptosiphonia woodii","(J.Agardh) J.Agardh, 1876",372563,10,2,"Rhodophyta","Dumontiaceae","Cryptosiphonia","Cryptosiphonia woodii","Florideophyceae","Gigartinales",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"349",429286,429286,429284,"Species","Cryptosula pallasiana","(Moll, 1803)",111343,4,1,"Bryozoa","Cryptosulidae","Cryptosula","Cryptosula pallasiana","Gymnolaemata","Cheilostomatida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"350",429416,429416,429413,"Species","Ctenodiscus crispatus","(Retzius, 1805)",123915,59,3,"Echinodermata","Ctenodiscidae","Ctenodiscus","Ctenodiscus crispatus","Asteroidea","Paxillosida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"351",429622,429622,429589,"Species","Cucumaria miniata","(Brandt, 1835)",225807,1,1,"Echinodermata","Cucumariidae","Cucumaria","Cucumaria miniata","Holothuroidea","Dendrochirotida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"352",429724,429724,475059,"Genus","Cumella","G.O. Sars, 1865",110416,48,2,"Arthropoda","Nannastacidae","Cumella",NA,"Malacostraca","Cumacea",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"353",429954,429954,860872,"Family","Cuspidariidae","Dall, 1886",1788,4,2,"Mollusca","Cuspidariidae",NA,NA,"Bivalvia",NA,NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"354",430013,430013,430012,"Species","Cyanea capillata","(Linnaeus, 1758)",135301,1,1,"Cnidaria","Cyaneidae","Cyanea","Cyanea capillata","Scyphozoa","Semaeostomeae",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"355",430083,430083,430078,"Species","Cyathura carinata","(Krøyer, 1847)",118474,2,2,"Arthropoda","Anthuridae","Cyathura","Cyathura carinata","Malacostraca","Isopoda",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"356",430143,430143,740935,"Genus","Cyclocardia","Conrad, 1867",156830,2,2,"Mollusca","Carditidae","Cyclocardia",NA,"Bivalvia","Carditoida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
"357",430325,430325,766930,"Order","Cyclostomatida","Busk, 1852",110724,2,1,"Bryozoa",NA,NA,NA,"Stenolaemata","Cyclostomatida",NA,NA,NA,NA,"Puget Trough_Georgia Basin"
