"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","hab","gisd","ecoregion"
"645",463111,463111,463110,"Species","Licmophora abbreviata","C.Agardh, 1831",157062,1,1,"Ochrophyta","Licmophorales","Licmophoraceae","Licmophora","Bacillariophyceae","Licmophora abbreviata",NA,NA,NA,NA,"Gulf of Alaska"
"646",463319,463319,639276,"Species","Limacina helicina","(Phipps, 1774)",140223,587,2,"Mollusca","Thecosomata","Limacinidae","Limacina","Gastropoda","Limacina helicina",NA,NA,NA,NA,"Gulf of Alaska"
"647",463330,463330,749931,"Species","Limanda aspera","(Pallas, 1814)",254562,507,9,"Chordata","Pleuronectiformes","Pleuronectidae","Limanda","Actinopteri","Limanda aspera",NA,NA,NA,NA,"Gulf of Alaska"
"648",463335,463335,749931,"Species","Limanda proboscidea","Gilbert, 1896",254563,7,1,"Chordata","Pleuronectiformes","Pleuronectidae","Limanda","Actinopteri","Limanda proboscidea",NA,NA,NA,NA,"Gulf of Alaska"
"649",463791,463791,463790,"Species","Liocyma fluctuosa","(Gould, 1841)",141918,1,1,"Mollusca","Veneroida","Veneridae","Liocyma","Bivalvia","Liocyma fluctuosa",NA,NA,NA,NA,"Gulf of Alaska"
"650",463908,463908,639640,"Species","Liparis bristolensis","(Burke, 1912)",254546,1,1,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis bristolensis",NA,NA,NA,NA,"Gulf of Alaska"
"651",463909,463909,639640,"Species","Liparis callyodon","(Pallas, 1814)",274505,13,3,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis callyodon",NA,NA,NA,NA,"Gulf of Alaska"
"652",463913,463913,639640,"Species","Liparis cyclopus","Günther, 1861",274509,3,2,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis cyclopus",NA,NA,NA,NA,"Gulf of Alaska"
"653",463915,463915,639640,"Species","Liparis dennyi","Jordan & Starks, 1895",254550,6,3,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis dennyi",NA,NA,NA,NA,"Gulf of Alaska"
"654",463918,463918,639640,"Species","Liparis florae","(Jordan & Starks, 1895)",274513,1,1,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis florae",NA,NA,NA,NA,"Gulf of Alaska"
"655",463920,463920,639640,"Species","Liparis fucensis","Gilbert, 1896",274515,1,1,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis fucensis",NA,NA,NA,NA,"Gulf of Alaska"
"656",463921,463921,639640,"Species","Liparis gibbus","Bean, 1881",159526,4,3,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis gibbus",NA,NA,NA,NA,"Gulf of Alaska"
"657",463936,463936,639640,"Species","Liparis pulchellus","Ayres, 1855",274533,1,1,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis pulchellus",NA,NA,NA,NA,"Gulf of Alaska"
"658",464063,464063,621044,"Genus","Lissoclinum","Verrill, 1871",103459,1,1,"Chordata","Aplousobranchia","Didemnidae","Lissoclinum","Ascidiacea",NA,NA,NA,NA,NA,"Gulf of Alaska"
"659",464090,464090,769388,"Genus","Lissodendoryx","Topsent, 1892",131930,1,1,"Porifera","Poecilosclerida","Coelosphaeridae","Lissodendoryx","Demospongiae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"660",464197,464197,778506,"Family","Lithodidae","Samouelle, 1819",106737,41,2,"Arthropoda","Decapoda","Lithodidae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"661",465000,465000,464999,"Species","Lopholithodes foraminatus","(Stimpson, 1859)",378125,112,1,"Arthropoda","Decapoda","Lithodidae","Lopholithodes","Malacostraca","Lopholithodes foraminatus",NA,NA,NA,NA,"Gulf of Alaska"
"662",465030,465030,507748,"Genus","Lophothrix","Giesbrecht, 1895",104225,1,1,"Arthropoda","Calanoida","Scolecitrichidae","Lophothrix",NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"663",465031,465031,465030,"Species","Lophothrix frontalis","Giesbrecht, 1895",104779,5,1,"Arthropoda","Calanoida","Scolecitrichidae","Lophothrix",NA,"Lophothrix frontalis",NA,NA,NA,NA,"Gulf of Alaska"
"664",465119,465119,465129,"Genus","Lottia","Gray, 1833",160336,46,1,"Mollusca",NA,"Lottiidae","Lottia","Gastropoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"665",465129,465129,779142,"Family","Lottiidae","Gray, 1840",7173,33,1,"Mollusca",NA,"Lottiidae",NA,"Gastropoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"666",465232,465232,769192,"Genus","Lubbockia","Claus, 1863",128672,6,1,"Arthropoda","Poecilostomatoida","Lubbockiidae","Lubbockia",NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"667",465237,465237,465232,"Species","Lubbockia wilsonae","Heron & Damkaer, 1969",344609,4,2,"Arthropoda","Poecilostomatoida","Lubbockiidae","Lubbockia",NA,"Lubbockia wilsonae",NA,NA,NA,NA,"Gulf of Alaska"
"668",465269,465269,750343,"Genus","Lucicutia","Giesbrecht, 1898",104183,2,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia",NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"669",465277,465277,465269,"Species","Lucicutia flavicornis","(Claus, 1863)",104597,21,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia",NA,"Lucicutia flavicornis",NA,NA,NA,NA,"Gulf of Alaska"
"670",465292,465292,465269,"Species","Lucicutia ovalis","(Giesbrecht, 1889)",104609,6,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia",NA,"Lucicutia ovalis",NA,NA,NA,NA,"Gulf of Alaska"
"671",465530,465530,640816,"Species","Lumbrineris bifurcata","McIntosh, 1885",333866,1,1,"Annelida","Eunicida","Lumbrineridae","Lumbrineris","Polychaeta","Lumbrineris bifurcata",NA,NA,NA,NA,"Gulf of Alaska"
"672",465558,465558,640816,"Species","Lumbrineris inflata","Moore, 1911",130246,4,1,"Annelida","Eunicida","Lumbrineridae","Lumbrineris","Polychaeta","Lumbrineris inflata",NA,NA,NA,NA,"Gulf of Alaska"
"673",465590,465590,640816,"Species","Lumbrineris similabris","Treadwell, 1926",333920,1,1,"Annelida","Eunicida","Lumbrineridae","Lumbrineris","Polychaeta","Lumbrineris similabris",NA,NA,NA,NA,"Gulf of Alaska"
"674",465606,465606,781611,"Genus","Lumpenella","Hubbs, 1927",254350,1,1,"Chordata","Perciformes","Stichaeidae","Lumpenella","Actinopteri",NA,NA,NA,NA,NA,"Gulf of Alaska"
"675",465607,465607,465606,"Species","Lumpenella longirostris","(Evermann & Goldsborough, 1907)",254351,232,5,"Chordata","Perciformes","Stichaeidae","Lumpenella","Actinopteri","Lumpenella longirostris",NA,NA,NA,NA,"Gulf of Alaska"
"676",465612,465612,781611,"Genus","Lumpenus","Reinhardt, 1836",126088,79,4,"Chordata","Perciformes","Stichaeidae","Lumpenus","Actinopteri",NA,NA,NA,NA,NA,"Gulf of Alaska"
"677",465614,465614,465612,"Species","Lumpenus fabricii","Reinhardt, 1836",127073,32,5,"Chordata","Perciformes","Stichaeidae","Lumpenus","Actinopteri","Lumpenus fabricii",NA,NA,NA,NA,"Gulf of Alaska"
"678",465622,465622,465612,"Species","Lumpenus sagitta","Wilimovsky, 1956",254579,387,5,"Chordata","Perciformes","Stichaeidae","Lumpenus","Actinopteri","Lumpenus sagitta",NA,NA,NA,NA,"Gulf of Alaska"
"679",465859,465859,698461,"Species","Lycenchelys crotalinus","(Gilbert, 1890)",254592,4,2,"Chordata","Perciformes","Zoarcidae","Lycenchelys","Actinopteri","Lycenchelys crotalinus",NA,NA,NA,NA,"Gulf of Alaska"
"680",465918,465918,750428,"Species","Lycodapus endemoscotus","Peden & Anderson, 1978",279388,1,1,"Chordata","Perciformes","Zoarcidae","Lycodapus","Actinopteri","Lycodapus endemoscotus",NA,NA,NA,NA,"Gulf of Alaska"
"681",465927,465927,750428,"Species","Lycodapus parviceps","Gilbert, 1896",279393,1,1,"Chordata","Perciformes","Zoarcidae","Lycodapus","Actinopteri","Lycodapus parviceps",NA,NA,NA,NA,"Gulf of Alaska"
"682",465938,465938,641012,"Species","Lycodes brevipes","Bean, 1890",254595,97,8,"Chordata","Perciformes","Zoarcidae","Lycodes","Actinopteri","Lycodes brevipes",NA,NA,NA,NA,"Gulf of Alaska"
"683",465948,465948,641012,"Species","Lycodes diapterus","Gilbert, 1892",254597,21,4,"Chordata","Perciformes","Zoarcidae","Lycodes","Actinopteri","Lycodes diapterus",NA,NA,NA,NA,"Gulf of Alaska"
"684",465972,465972,641012,"Species","Lycodes pacificus","Collett, 1879",274116,12,1,"Chordata","Perciformes","Zoarcidae","Lycodes","Actinopteri","Lycodes pacificus",NA,NA,NA,NA,"Gulf of Alaska"
"685",465973,465973,641012,"Species","Lycodes palearis","Gilbert, 1896",254585,25,5,"Chordata","Perciformes","Zoarcidae","Lycodes","Actinopteri","Lycodes palearis",NA,NA,NA,NA,"Gulf of Alaska"
"686",466173,466173,466196,"Genus","Lyonsia","Turton, 1822",138154,3,2,"Mollusca",NA,"Lyonsiidae","Lyonsia","Bivalvia",NA,NA,NA,NA,NA,"Gulf of Alaska"
"687",466176,466176,466173,"Species","Lyonsia arenosa","(Møller, 1842)",140290,2,1,"Mollusca",NA,"Lyonsiidae","Lyonsia","Bivalvia","Lyonsia arenosa",NA,NA,NA,NA,"Gulf of Alaska"
"688",466196,466196,778953,"Family","Lyonsiidae","P. Fischer, 1887",10527,1,1,"Mollusca",NA,"Lyonsiidae",NA,"Bivalvia",NA,NA,NA,NA,NA,"Gulf of Alaska"
"689",466461,466461,750506,"Species","Macoma carlottensis","Whiteaves, 1880",420876,1,1,"Mollusca","Cardiida","Tellinidae","Macoma","Bivalvia","Macoma carlottensis",NA,NA,NA,NA,"Gulf of Alaska"
"690",466489,466489,750506,"Species","Macoma moesta","(Deshayes, 1855)",156226,4,1,"Mollusca","Cardiida","Tellinidae","Macoma","Bivalvia","Macoma moesta",NA,NA,NA,NA,"Gulf of Alaska"
"691",466670,466670,698505,"Species","Macrocystis pyrifera","(Linnaeus) C.Agardh, 1820",232231,9,1,"Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Phaeophyceae","Macrocystis pyrifera",NA,NA,NA,NA,"Gulf of Alaska"
"692",466831,466831,776679,"Species","Macropinna microstoma","Chapman, 1939",281482,18,4,"Chordata","Osmeriformes","Opisthoproctidae","Macropinna","Actinopteri","Macropinna microstoma",NA,NA,NA,NA,"Gulf of Alaska"
"693",467133,467133,467132,"Species","Mactromeris polynyma","(Stimpson, 1860)",156863,6,1,"Mollusca",NA,"Mactridae","Mactromeris","Bivalvia","Mactromeris polynyma",NA,NA,NA,NA,"Gulf of Alaska"
"694",467471,467471,467472,"Family","Majidae","Samouelle, 1819",106760,100,2,"Arthropoda","Decapoda","Majidae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"695",467556,467556,757410,"Genus","Malacocottus","Bean, 1890",254405,19,2,"Chordata","Scorpaeniformes","Psychrolutidae","Malacocottus","Actinopteri",NA,NA,NA,NA,NA,"Gulf of Alaska"
"696",467557,467557,467556,"Species","Malacocottus aleuticus","(Smith, 1904)",279440,1,1,"Chordata","Scorpaeniformes","Psychrolutidae","Malacocottus","Actinopteri","Malacocottus aleuticus",NA,NA,NA,NA,"Gulf of Alaska"
"697",467559,467559,467556,"Species","Malacocottus kincaidi","Gilbert & Thompson, 1905",279442,31,5,"Chordata","Scorpaeniformes","Psychrolutidae","Malacocottus","Actinopteri","Malacocottus kincaidi",NA,NA,NA,NA,"Gulf of Alaska"
"698",467560,467560,467556,"Species","Malacocottus zonurus","Bean, 1890",254406,80,3,"Chordata","Scorpaeniformes","Psychrolutidae","Malacocottus","Actinopteri","Malacocottus zonurus",NA,NA,NA,NA,"Gulf of Alaska"
"699",467637,467637,750994,"Genus","Maldane","Grube, 1860",129352,2,2,"Annelida",NA,"Maldanidae","Maldane","Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"700",467640,467640,467637,"Species","Maldane glebifex","Grube, 1860",130303,4,1,"Annelida",NA,"Maldanidae","Maldane","Polychaeta","Maldane glebifex",NA,NA,NA,NA,"Gulf of Alaska"
"701",467641,467641,467637,"Species","Maldane sarsi","Malmgren, 1865",130305,8,2,"Annelida",NA,"Maldanidae","Maldane","Polychaeta","Maldane sarsi",NA,NA,NA,NA,"Gulf of Alaska"
"702",467703,467703,769003,"Species","Mallotus villosus","(Müller, 1776)",126735,1996,7,"Chordata","Osmeriformes","Osmeridae","Mallotus","Actinopteri","Mallotus villosus",NA,NA,NA,NA,"Gulf of Alaska"
"703",468033,468033,1013826,"Genus","Margarites","Gray, 1847",138592,79,1,"Mollusca",NA,"Margaritidae","Margarites","Gastropoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"704",468041,468041,468033,"Species","Margarites helicinus","(Phipps, 1774)",141821,22,2,"Mollusca",NA,"Margaritidae","Margarites","Gastropoda","Margarites helicinus",NA,NA,NA,NA,"Gulf of Alaska"
"705",468432,468432,492085,"Genus","Mastocarpus","Kützing, 1843",144163,35,1,"Rhodophyta","Gigartinales","Phyllophoraceae","Mastocarpus","Florideophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"706",468744,468744,770288,"Genus","Mazzaella","G. De Toni, 1936",369878,194,1,"Rhodophyta","Gigartinales","Gigartinaceae","Mazzaella","Florideophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"707",468745,468745,468744,"Species","Mazzaella affinis","(Harvey) Fredericq, 1993",371703,2,1,"Rhodophyta","Gigartinales","Gigartinaceae","Mazzaella","Florideophyceae","Mazzaella affinis",NA,NA,NA,NA,"Gulf of Alaska"
"708",468749,468749,468744,"Species","Mazzaella flaccida","(Setchell & N.L.Gardner) Fredericq, 1993",371701,7,1,"Rhodophyta","Gigartinales","Gigartinaceae","Mazzaella","Florideophyceae","Mazzaella flaccida",NA,NA,NA,NA,"Gulf of Alaska"
"709",468753,468753,468744,"Species","Mazzaella phyllocarpa","(Postels & Ruprecht) Perestenko, 1996",373788,126,1,"Rhodophyta","Gigartinales","Gigartinaceae","Mazzaella","Florideophyceae","Mazzaella phyllocarpa",NA,NA,NA,NA,"Gulf of Alaska"
"710",468959,468959,642978,"Species","Megalomma splendida","(Moore, 1905)",333993,1,1,"Annelida","Sabellida","Sabellidae","Megalomma","Polychaeta","Megalomma splendida",NA,NA,NA,NA,"Gulf of Alaska"
"711",469032,469032,770102,"Species","Megayoldia thraciaeformis","(Storer, 1838)",141983,4,1,"Mollusca","Nuculanoida","Yoldiidae","Megayoldia","Bivalvia","Megayoldia thraciaeformis",NA,NA,NA,NA,"Gulf of Alaska"
"712",469336,469336,771579,"Species","Melanosiphon intestinalis","(De A.Saunders) M.J.Wynne, 1969",157151,136,1,"Ochrophyta","Ectocarpales","Chordariaceae","Melanosiphon","Phaeophyceae","Melanosiphon intestinalis",NA,NA,NA,NA,"Gulf of Alaska"
"713",469445,469445,469444,"Species","Melicertum campanula","(Fabricius, 1780)",292348,2,1,"Cnidaria","Leptothecata","Melicertidae","Melicertum","Hydrozoa","Melicertum campanula",NA,NA,NA,NA,"Gulf of Alaska"
"714",469469,469469,751373,"Species","Melinna cristata","(M. Sars, 1851)",129804,11,2,"Annelida","Terebellida","Ampharetidae","Melinna","Polychaeta","Melinna cristata",NA,NA,NA,NA,"Gulf of Alaska"
"715",469586,469586,469639,"Genus","Melosira","C.Agardh, 1824",149042,3,1,"Ochrophyta","Melosirales","Melosiraceae","Melosira","Bacillariophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"716",469684,469684,772237,"Genus","Membranoptera","Stackhouse, 1809",143891,3,1,"Rhodophyta","Ceramiales","Delesseriaceae","Membranoptera","Florideophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"717",469690,469690,469684,"Species","Membranoptera platyphylla","(Setchell & N.L.Gardner) Kylin, 1924",372606,16,1,"Rhodophyta","Ceramiales","Delesseriaceae","Membranoptera","Florideophyceae","Membranoptera platyphylla",NA,NA,NA,NA,"Gulf of Alaska"
"718",470069,470069,498279,"Order","Mesogastropoda","Thiele, 1925",117,5,1,"Mollusca","Mesogastropoda",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"719",470123,470123,763193,"Genus","Mesoplodon","Gervais, 1850",137034,7,1,"Chordata","Cetartiodactyla","Ziphiidae","Mesoplodon","Mammalia",NA,NA,NA,NA,NA,"Gulf of Alaska"
"720",470724,470724,751674,"Genus","Metridia","Boeck, 1865",104190,1006,3,"Arthropoda","Calanoida","Metridinidae","Metridia",NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"721",470744,470744,470740,"Species","Metridium farcimen","(Brandt, 1835)",283704,1,1,"Cnidaria","Actiniaria","Metridiidae","Metridium","Anthozoa","Metridium farcimen",NA,NA,NA,NA,"Gulf of Alaska"
"722",470922,470922,423702,"Genus","Microcalanus","Sars G.O., 1903",104164,156,2,"Arthropoda","Calanoida","Clausocalanidae","Microcalanus",NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"723",470994,470994,798278,"Species","Microcladia borealis","Ruprecht, 1850",372610,38,1,"Rhodophyta","Ceramiales","Ceramiaceae","Microcladia","Florideophyceae","Microcladia borealis",NA,NA,NA,NA,"Gulf of Alaska"
"724",471040,471040,775575,"Species","Microcottus sellaris","(Gilbert, 1896)",254404,1,1,"Chordata","Scorpaeniformes","Cottidae","Microcottus","Actinopteri","Microcottus sellaris",NA,NA,NA,NA,"Gulf of Alaska"
"725",471161,471161,771671,"Species","Microgadus proximus","(Girard, 1854)",275873,58,5,"Chordata","Gadiformes","Gadidae","Microgadus","Actinopteri","Microgadus proximus",NA,NA,NA,NA,"Gulf of Alaska"
"726",471316,471316,769287,"Species","Micronereis nanaimoensis","Berkeley & Berkeley, 1953",329379,55,1,"Annelida","Phyllodocida","Nereididae","Micronereis","Polychaeta","Micronereis nanaimoensis",NA,NA,NA,NA,"Gulf of Alaska"
"727",471447,471447,767985,"Genus","Microporina","Levinsen, 1909",160494,21,1,"Bryozoa","Cheilostomatida","Microporidae","Microporina","Gymnolaemata",NA,NA,NA,NA,NA,"Gulf of Alaska"
"728",471491,471491,644603,"Species","Microsetella norvegica","(Boeck, 1865)",116115,1,1,"Arthropoda","Harpacticoida","Ectinosomatidae","Microsetella",NA,"Microsetella norvegica",NA,NA,NA,NA,"Gulf of Alaska"
"729",471493,471493,644603,"Species","Microsetella rosea","(Dana, 1847)",116116,11,1,"Arthropoda","Harpacticoida","Ectinosomatidae","Microsetella",NA,"Microsetella rosea",NA,NA,NA,NA,"Gulf of Alaska"
"730",471530,471530,751838,"Species","Microstomus pacificus","(Lockington, 1879)",274294,2778,7,"Chordata","Pleuronectiformes","Pleuronectidae","Microstomus","Actinopteri","Microstomus pacificus",NA,NA,NA,NA,"Gulf of Alaska"
"731",471610,471610,770411,"Species","Mikrosyphar polysiphoniae","Kuckuck, 1897",145447,2,1,"Ochrophyta","Ectocarpales","Chordariaceae","Mikrosyphar","Phaeophyceae","Mikrosyphar polysiphoniae",NA,NA,NA,NA,"Gulf of Alaska"
"732",471710,471710,512167,"Genus","Mimocalanus","Farran, 1908",104234,1,1,"Arthropoda","Calanoida","Spinocalanidae","Mimocalanus",NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"733",471796,471796,767917,"Species","Minuscula bipes","(Paulsen) Lebour, 1925",109585,2,1,"Myzozoa","Peridiniales","Protoperidiniaceae","Minuscula","Dinophyceae","Minuscula bipes",NA,NA,NA,NA,"Gulf of Alaska"
"734",471887,471887,774292,"Species","Mirounga angustirostris","Gill, 1866",255018,227,10,"Chordata","Carnivora","Phocidae","Mirounga","Mammalia","Mirounga angustirostris",TRUE,"LC",NA,NA,"Gulf of Alaska"
"735",472148,472148,766236,"Family","Mitrocomidae","Haeckel, 1879",14665,4,1,"Cnidaria","Leptothecata","Mitrocomidae",NA,"Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"736",472267,472267,472239,"Species","Modiolus modiolus","(Linnaeus, 1758)",140467,32,2,"Mollusca","Mytiloida","Mytilidae","Modiolus","Bivalvia","Modiolus modiolus",NA,NA,NA,NA,"Gulf of Alaska"
"737",472296,472296,472295,"Species","Moelleria costulata","(Møller, 1842)",141859,2,1,"Mollusca",NA,"Colloniidae","Moelleria","Gastropoda","Moelleria costulata",NA,NA,NA,NA,"Gulf of Alaska"
"738",472401,472401,752032,"Species","Molgula griffithsii","(MacLeay, 1825)",250885,3,1,"Chordata","Stolidobranchia","Molgulidae","Molgula","Ascidiacea","Molgula griffithsii",NA,NA,NA,NA,"Gulf of Alaska"
"739",472419,472419,752032,"Species","Molgula retortiformis","Verrill, 1871",103796,14,1,"Chordata","Stolidobranchia","Molgulidae","Molgula","Ascidiacea","Molgula retortiformis",NA,NA,NA,NA,"Gulf of Alaska"
"740",472450,472450,472482,"Genus","Molpadia","Cuvier, 1817",123540,1,1,"Echinodermata","Molpadida","Molpadiidae","Molpadia","Holothuroidea",NA,NA,NA,NA,NA,"Gulf of Alaska"
"741",472475,472475,472450,"Species","Molpadia oolitica","(Pourtalès, 1851)",124802,1,1,"Echinodermata","Molpadida","Molpadiidae","Molpadia","Holothuroidea","Molpadia oolitica",NA,NA,NA,NA,"Gulf of Alaska"
"742",472691,472691,699147,"Genus","Monoculodes","Stimpson, 1853",101694,2,1,"Arthropoda","Amphipoda","Oedicerotidae","Monoculodes","Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"743",472848,472848,472846,"Species","Monosiga marina","Grøntved, 1952",105643,9,1,"Choanozoa","Craspedida","Codonosigaceae","Monosiga","Choanoflagellatea","Monosiga marina",NA,NA,NA,NA,"Gulf of Alaska"
"744",472857,472857,772949,"Genus","Monostroma","Thuret, 1854",144290,39,1,"Chlorophyta","Ulotrichales","Gomontiaceae","Monostroma","Ulvophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"745",472860,472860,472857,"Species","Monostroma grevillei","(Thuret) Wittrock, 1866",145940,357,1,"Chlorophyta","Ulotrichales","Gomontiaceae","Monostroma","Ulvophyceae","Monostroma grevillei",NA,NA,NA,NA,"Gulf of Alaska"
"746",472887,472887,472899,"Genus","Monstrilla","Dana, 1849",119780,29,1,"Arthropoda","Monstrilloida","Monstrillidae","Monstrilla",NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"747",472894,472894,472887,"Species","Monstrilla helgolandica","Claus, 1863",119802,10,2,"Arthropoda","Monstrilloida","Monstrillidae","Monstrilla",NA,"Monstrilla helgolandica",NA,NA,NA,NA,"Gulf of Alaska"
"748",472896,472896,472887,"Species","Monstrilla longiremis","Giesbrecht, 1893",119805,5,2,"Arthropoda","Monstrilloida","Monstrillidae","Monstrilla",NA,"Monstrilla longiremis",NA,NA,NA,NA,"Gulf of Alaska"
"749",472898,472898,472887,"Species","Monstrilla wandelii","Stephensen, 1913",353556,3,1,"Arthropoda","Monstrilloida","Monstrillidae","Monstrilla",NA,"Monstrilla wandelii",NA,NA,NA,NA,"Gulf of Alaska"
"750",472899,472899,472900,"Family","Monstrillidae","Dana, 1849",119777,3,1,"Arthropoda","Monstrilloida","Monstrillidae",NA,NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"751",473112,473112,645666,"Species","Mopalia lignosa","(Gould, 1846)",386349,1,1,"Mollusca","Chitonida","Mopaliidae","Mopalia","Polyplacophora","Mopalia lignosa",NA,NA,NA,NA,"Gulf of Alaska"
"752",473116,473116,645666,"Species","Mopalia sinuata","Carpenter, 1864",386359,1,1,"Mollusca","Chitonida","Mopaliidae","Mopalia","Polyplacophora","Mopalia sinuata",NA,NA,NA,NA,"Gulf of Alaska"
"753",473117,473117,645666,"Species","Mopalia spectabilis","I. M. Cowan & G. M. Cowan, 1977",386360,2,1,"Mollusca","Chitonida","Mopaliidae","Mopalia","Polyplacophora","Mopalia spectabilis",NA,NA,NA,NA,"Gulf of Alaska"
"754",473118,473118,645666,"Species","Mopalia swanii","Carpenter, 1864",386361,1,1,"Mollusca","Chitonida","Mopaliidae","Mopalia","Polyplacophora","Mopalia swanii",NA,NA,NA,NA,"Gulf of Alaska"
"755",473363,473363,771170,"Genus","Muggiaea","Busch, 1851",135366,1,1,"Cnidaria","Siphonophorae","Diphyidae","Muggiaea","Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"756",473364,473364,473363,"Species","Muggiaea atlantica","Cunningham, 1892",135441,1,1,"Cnidaria","Siphonophorae","Diphyidae","Muggiaea","Hydrozoa","Muggiaea atlantica",NA,NA,NA,NA,"Gulf of Alaska"
"757",473963,473963,768906,"Genus","Muriceides","Wright & Studer, 1889",125310,3,1,"Cnidaria","Alcyonacea","Plexauridae","Muriceides","Anthozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"758",474050,474050,474816,"Genus","Musculus","Röding, 1798",138225,9,2,"Mollusca","Mytiloida","Mytilidae","Musculus","Bivalvia",NA,NA,NA,NA,NA,"Gulf of Alaska"
"759",474060,474060,474050,"Species","Musculus discors","(Linnaeus, 1767)",140472,9,1,"Mollusca","Mytiloida","Mytilidae","Musculus","Bivalvia","Musculus discors",NA,NA,NA,NA,"Gulf of Alaska"
"760",474142,474142,474344,"Genus","Mya","Linnaeus, 1758",138211,6,1,"Mollusca","Myoida","Myidae","Mya","Bivalvia",NA,NA,NA,NA,NA,"Gulf of Alaska"
"761",474143,474143,474142,"Species","Mya arenaria","Linnaeus, 1758",140430,3,1,"Mollusca","Myoida","Myidae","Mya","Bivalvia","Mya arenaria",NA,NA,NA,TRUE,"Gulf of Alaska"
"762",474145,474145,474142,"Species","Mya truncata","Linnaeus, 1758",140431,1,1,"Mollusca","Myoida","Myidae","Mya","Bivalvia","Mya truncata",NA,NA,NA,NA,"Gulf of Alaska"
"763",474154,474154,474209,"Genus","Mycale","Gray, 1867",131907,11,1,"Porifera","Poecilosclerida","Mycalidae","Mycale","Demospongiae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"764",474444,474444,752435,"Species","Myoxocephalus polyacanthocephalus","(Pallas, 1814)",254528,124,6,"Chordata","Scorpaeniformes","Cottidae","Myoxocephalus","Actinopteri","Myoxocephalus polyacanthocephalus",NA,NA,NA,NA,"Gulf of Alaska"
"765",474446,474446,752435,"Species","Myoxocephalus scorpioides","(Fabricius, 1780)",127202,1,1,"Chordata","Scorpaeniformes","Cottidae","Myoxocephalus","Actinopteri","Myoxocephalus scorpioides",NA,NA,NA,NA,"Gulf of Alaska"
"766",474447,474447,752435,"Species","Myoxocephalus scorpius","(Linnaeus, 1758)",127203,22,3,"Chordata","Scorpaeniformes","Cottidae","Myoxocephalus","Actinopteri","Myoxocephalus scorpius",NA,NA,NA,NA,"Gulf of Alaska"
"767",474450,474450,752435,"Species","Myoxocephalus stelleri","Tilesius, 1811",154570,2,2,"Chordata","Scorpaeniformes","Cottidae","Myoxocephalus","Actinopteri","Myoxocephalus stelleri",NA,NA,NA,NA,"Gulf of Alaska"
"768",474453,474453,752435,"Species","Myoxocephalus verrucosus","(Bean, 1881)",274395,1,1,"Chordata","Scorpaeniformes","Cottidae","Myoxocephalus","Actinopteri","Myoxocephalus verrucosus",NA,NA,NA,NA,"Gulf of Alaska"
"769",474529,474529,754148,"Genus","Myriochele","Malmgren, 1867",129426,1,1,"Annelida","Sabellida","Oweniidae","Myriochele","Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
