"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","gisd","hab","ecoregion"
"915",477650,477650,477641,"Species","Nephtys caecoides","Hartman, 1938",334136,NA,NA,107,2,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Nephtys caecoides","Polychaeta",NA,NA,"Southern California Bight"
"916",477651,477651,477641,"Species","Nephtys californiensis","Hartman, 1938",334137,NA,NA,3,2,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Nephtys californiensis","Polychaeta",NA,NA,"Southern California Bight"
"917",477658,477658,477641,"Species","Nephtys discors","Ehlers, 1868",157500,NA,NA,1,1,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Nephtys discors","Polychaeta",NA,NA,"Southern California Bight"
"918",477659,477659,477641,"Species","Nephtys ferruginea","Hartman, 1940",173701,NA,NA,95,1,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Nephtys ferruginea","Polychaeta",NA,NA,"Southern California Bight"
"919",477684,477684,477641,"Species","Nephtys simoni","Perkins, 1980",329561,NA,NA,3,1,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Nephtys simoni","Polychaeta",NA,NA,"Southern California Bight"
"920",477745,477745,753065,"Family","Nereididae","Blainville, 1818",22496,NA,NA,12,1,"Annelida","Phyllodocida","Nereididae",NA,NA,"Polychaeta",NA,NA,"Southern California Bight"
"921",477756,477756,771367,"Genus","Nereiphylla","Blainville, 1828",129451,NA,NA,7,1,"Annelida","Phyllodocida","Phyllodocidae","Nereiphylla",NA,"Polychaeta",NA,NA,"Southern California Bight"
"922",477763,477763,753066,"Genus","Nereis","Linnaeus, 1758",129379,NA,NA,6,1,"Annelida","Phyllodocida","Nereididae","Nereis",NA,"Polychaeta",NA,NA,"Southern California Bight"
"923",477850,477850,477763,"Species","Nereis latescens","Chamberlin, 1919",329673,NA,NA,6,1,"Annelida","Phyllodocida","Nereididae","Nereis","Nereis latescens","Polychaeta",NA,NA,"Southern California Bight"
"924",477861,477861,477763,"Species","Nereis pelagica","Linnaeus, 1758",130404,NA,NA,1,1,"Annelida","Phyllodocida","Nereididae","Nereis","Nereis pelagica","Polychaeta",NA,NA,"Southern California Bight"
"925",477865,477865,477763,"Species","Nereis procera","Ehlers, 1868",329725,NA,NA,89,1,"Annelida","Phyllodocida","Nereididae","Nereis","Nereis procera","Polychaeta",NA,NA,"Southern California Bight"
"926",477869,477869,477763,"Species","Nereis sandersi","Blake, 1985",329739,NA,NA,1,1,"Annelida","Phyllodocida","Nereididae","Nereis","Nereis sandersi","Polychaeta",NA,NA,"Southern California Bight"
"927",478026,478026,430911,"Genus","Nerocila","Leach, 1818",118417,NA,NA,1,1,"Arthropoda","Isopoda","Cymothoidae","Nerocila",NA,"Malacostraca",NA,NA,"Southern California Bight"
"928",478196,478196,649173,"Species","Nezumia liolepis","(Gilbert, 1890)",272416,NA,NA,6,3,"Chordata","Gadiformes","Macrouridae","Nezumia","Nezumia liolepis","Actinopteri",NA,NA,"Southern California Bight"
"929",478214,478214,649173,"Species","Nezumia stelgidolepis","(Gilbert, 1890)",272428,NA,NA,4,1,"Chordata","Gadiformes","Macrouridae","Nezumia","Nezumia stelgidolepis","Actinopteri",NA,NA,"Southern California Bight"
"930",478266,478266,777676,"Genus","Nicolea","Malmgren, 1866",129703,NA,NA,3,1,"Annelida","Terebellida","Terebellidae","Nicolea",NA,"Polychaeta",NA,NA,"Southern California Bight"
"931",478367,478367,649251,"Species","Ninoe tridentata","Hilbig, 1995",329960,NA,NA,21,1,"Annelida","Eunicida","Lumbrineridae","Ninoe","Ninoe tridentata","Polychaeta",NA,NA,"Southern California Bight"
"932",478496,478496,586756,"Species","Nitzschia longissima","(Brébisson) Ralfs, 1861",149150,NA,NA,1,1,"Ochrophyta","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia longissima","Bacillariophyceae",NA,NA,"Southern California Bight"
"933",478705,478705,817820,"Genus","Nonion","de Montfort, 1808",112232,NA,NA,1,1,"Foraminifera","Rotaliida","Nonionidae","Nonion",NA,"Globothalamea",NA,NA,"Southern California Bight"
"934",479016,479016,649657,"Species","Notomastus hemipodus","Hartman, 1945",157504,NA,NA,14,1,"Annelida",NA,"Capitellidae","Notomastus","Notomastus hemipodus","Polychaeta",NA,NA,"Southern California Bight"
"935",479017,479017,649657,"Species","Notomastus latericeus","Sars, 1851",129898,NA,NA,10,1,"Annelida",NA,"Capitellidae","Notomastus","Notomastus latericeus","Polychaeta",NA,NA,"Southern California Bight"
"936",479018,479018,649657,"Species","Notomastus lineatus","Claparède, 1869",129899,NA,NA,1,1,"Annelida",NA,"Capitellidae","Notomastus","Notomastus lineatus","Polychaeta",NA,NA,"Southern California Bight"
"937",479023,479023,649657,"Species","Notomastus tenuis","Moore, 1909",334241,NA,NA,12,1,"Annelida",NA,"Capitellidae","Notomastus","Notomastus tenuis","Polychaeta",NA,NA,"Southern California Bight"
"938",479056,479056,816836,"Genus","Notoplana","Laidlaw, 1903",142231,NA,NA,3,1,"Platyhelminthes","Polycladida","Notoplanidae","Notoplana",NA,"Rhabditophora",NA,NA,"Southern California Bight"
"939",479107,479107,479105,"Species","Notoproctus pacificus","(Moore, 1906)",334247,NA,NA,1,1,"Annelida",NA,"Maldanidae","Notoproctus","Notoproctus pacificus","Polychaeta",NA,NA,"Southern California Bight"
"940",479376,479376,768239,"Species","Nouria polymorphinoides","Heron-Allen & Earland, 1914",114061,NA,NA,5,1,"Foraminifera","Lituolida","Nouriidae","Nouria","Nouria polymorphinoides","Globothalamea",NA,NA,"Southern California Bight"
"941",479405,479405,479404,"Species","Nucella canaliculata","(Duclos, 1832)",404205,NA,NA,1,1,"Mollusca","Neogastropoda","Muricidae","Nucella","Nucella canaliculata","Gastropoda",NA,NA,"Southern California Bight"
"942",479408,479408,479404,"Species","Nucella emarginata","(Deshayes, 1839)",404208,NA,NA,28,3,"Mollusca","Neogastropoda","Muricidae","Nucella","Nucella emarginata","Gastropoda",NA,NA,"Southern California Bight"
"943",479411,479411,479404,"Species","Nucella lima","(Gmelin, 1791)",404384,NA,NA,1,1,"Mollusca","Neogastropoda","Muricidae","Nucella","Nucella lima","Gastropoda",NA,NA,"Southern California Bight"
"944",479575,479575,771688,"Species","Numenius phaeopus","(Linnaeus, 1758)",159040,TRUE,"LC",9,3,"Chordata","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus","Aves",NA,NA,"Southern California Bight"
"945",479723,479723,415775,"Genus","Obelia","Péron & Lesueur, 1810",117034,NA,NA,1,1,"Cnidaria","Leptothecata","Campanulariidae","Obelia",NA,"Hydrozoa",NA,NA,"Southern California Bight"
"946",479730,479730,479723,"Species","Obelia dichotoma","(Linnaeus, 1758)",117386,NA,NA,10,2,"Cnidaria","Leptothecata","Campanulariidae","Obelia","Obelia dichotoma","Hydrozoa",NA,NA,"Southern California Bight"
"947",479818,479818,748486,"Genus","Oceanodroma","Reichenbach, 1853",137060,NA,NA,12,1,"Chordata","Procellariiformes","Hydrobatidae","Oceanodroma",NA,"Aves",NA,NA,"Southern California Bight"
"948",479821,479821,479818,"Species","Oceanodroma homochroa","(Coues, 1864)",343963,NA,NA,100,5,"Chordata","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma homochroa","Aves",NA,NA,"Southern California Bight"
"949",479822,479822,479818,"Species","Oceanodroma leucorhoa","(Vieillot, 1818)",137192,NA,NA,2163,4,"Chordata","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma leucorhoa","Aves",NA,NA,"Southern California Bight"
"950",479823,479823,479818,"Species","Oceanodroma melania","(Bonaparte, 1854)",343967,NA,NA,516,5,"Chordata","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma melania","Aves",NA,NA,"Southern California Bight"
"951",479824,479824,479818,"Species","Oceanodroma microsoma","(Coues, 1864)",343968,NA,NA,86,2,"Chordata","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma microsoma","Aves",NA,NA,"Southern California Bight"
"952",479826,479826,479818,"Species","Oceanodroma tethys","(Bonaparte, 1852)",343969,NA,NA,9,2,"Chordata","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma tethys","Aves",NA,NA,"Southern California Bight"
"953",479828,479828,774196,"Genus","Ocenebra","Gray, 1847",138200,NA,NA,1,1,"Mollusca","Neogastropoda","Muricidae","Ocenebra",NA,"Gastropoda",NA,NA,"Southern California Bight"
"954",479976,479976,777869,"Order","Octopoda","Leach, 1818",11718,NA,NA,6,2,"Mollusca","Octopoda",NA,NA,NA,"Cephalopoda",NA,NA,"Southern California Bight"
"955",479984,479984,650280,"Species","Octopoteuthis deletron","Young, 1972",342057,TRUE,"DD",5,1,"Mollusca","Oegopsida","Octopoteuthidae","Octopoteuthis","Octopoteuthis deletron","Cephalopoda",NA,NA,"Southern California Bight"
"956",479989,479989,753510,"Genus","Octopus","Cuvier, 1798",138268,NA,NA,50,2,"Mollusca","Octopoda","Octopodidae","Octopus",NA,"Cephalopoda",NA,NA,"Southern California Bight"
"957",480013,480013,479989,"Species","Octopus californicus","Berry, 1911",341958,NA,NA,14,2,"Mollusca","Octopoda","Octopodidae","Octopus","Octopus californicus","Cephalopoda",NA,NA,"Southern California Bight"
"958",480171,480171,769995,"Species","Ocythoe tuberculata","Rafinesque, 1814",140610,TRUE,"LC",2,1,"Mollusca","Octopoda","Ocythoidae","Ocythoe","Ocythoe tuberculata","Cephalopoda",NA,NA,"Southern California Bight"
"959",480220,480220,767641,"Species","Odontaspis ferox","(Risso, 1810)",105844,TRUE,"VU",2,1,"Chordata","Lamniformes","Odontaspididae","Odontaspis","Odontaspis ferox","Elasmobranchii",NA,NA,"Southern California Bight"
"960",480366,480366,753587,"Species","Odontopyxis trispinosa","Lockington, 1880",281836,NA,NA,7,2,"Chordata","Scorpaeniformes","Agonidae","Odontopyxis","Odontopyxis trispinosa","Actinopteri",NA,NA,"Southern California Bight"
"961",480406,480406,650500,"Species","Odontosyllis phosphorea","Moore, 1909",330087,NA,NA,39,2,"Annelida","Phyllodocida","Syllidae","Odontosyllis","Odontosyllis phosphorea","Polychaeta",NA,NA,"Southern California Bight"
"962",480617,480617,480624,"Genus","Ogyrides","Stebbing, 1914",106998,NA,NA,1,1,"Arthropoda","Decapoda","Ogyrididae","Ogyrides",NA,"Malacostraca",NA,NA,"Southern California Bight"
"963",480672,480672,699175,"Species","Oithona davisae","Ferrari F.D. & Orsi, 1984",353995,NA,NA,21,1,"Arthropoda","Cyclopoida","Oithonidae","Oithona","Oithona davisae",NA,NA,NA,"Southern California Bight"
"964",480735,480735,776789,"Species","Oligocottus maculosus","Girard, 1856",281872,NA,NA,1,1,"Chordata","Scorpaeniformes","Cottidae","Oligocottus","Oligocottus maculosus","Actinopteri",NA,NA,"Southern California Bight"
"965",480893,480893,699207,"Species","Olivella biplicata","(Sowerby I, 1825)",211104,NA,NA,5,2,"Mollusca","Neogastropoda","Olivellidae","Olivella","Olivella biplicata","Gastropoda",NA,NA,"Southern California Bight"
"966",480949,480949,753706,"Species","Ommastrephes bartramii","(Lesueur, 1821)",181382,TRUE,"LC",2,1,"Mollusca","Oegopsida","Ommastrephidae","Ommastrephes","Ommastrephes bartramii","Cephalopoda",NA,NA,"Southern California Bight"
"967",481203,481203,481197,"Species","Oncorhynchus gorbuscha","(Walbaum, 1792)",127182,NA,NA,1,1,"Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Actinopteri",NA,NA,"Southern California Bight"
"968",481210,481210,481197,"Species","Oncorhynchus mykiss","(Walbaum, 1792)",127185,NA,NA,46,4,"Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Actinopteri",TRUE,NA,"Southern California Bight"
"969",481212,481212,481197,"Species","Oncorhynchus nerka","(Walbaum, 1792)",254569,TRUE,"LC",8,2,"Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Actinopteri",NA,NA,"Southern California Bight"
"970",481217,481217,481197,"Species","Oncorhynchus tshawytscha","(Walbaum, 1792)",158075,NA,NA,1,1,"Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","Actinopteri",NA,NA,"Southern California Bight"
"971",481230,481230,651206,"Species","Oneirodes acanthias","(Gilbert, 1915)",272620,TRUE,"LC",1,1,"Chordata","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes acanthias","Actinopteri",NA,NA,"Southern California Bight"
"972",481351,481351,651280,"Species","Onuphis iridescens","(Johnson, 1901)",334275,NA,NA,33,1,"Annelida","Eunicida","Onuphidae","Onuphis","Onuphis iridescens","Polychaeta",NA,NA,"Southern California Bight"
"973",481395,481395,753796,"Species","Onychoteuthis borealijaponica","Okada, 1927",342069,TRUE,"DD",2,1,"Mollusca","Oegopsida","Onychoteuthidae","Onychoteuthis","Onychoteuthis borealijaponica","Cephalopoda",NA,NA,"Southern California Bight"
"974",481523,481523,753831,"Genus","Ophelia","Savigny, 1822",129413,NA,NA,2,1,"Annelida",NA,"Opheliidae","Ophelia",NA,"Polychaeta",NA,NA,"Southern California Bight"
"975",481525,481525,481523,"Species","Ophelia assimilis","Tebble, 1953",330165,NA,NA,2,1,"Annelida",NA,"Opheliidae","Ophelia","Ophelia assimilis","Polychaeta",NA,NA,"Southern California Bight"
"976",481540,481540,777666,"Genus","Ophelina","Örsted, 1843",129414,NA,NA,7,1,"Annelida",NA,"Opheliidae","Ophelina",NA,"Polychaeta",NA,NA,"Southern California Bight"
"977",481542,481542,481540,"Species","Ophelina acuminata","Örsted, 1843",130500,NA,NA,21,1,"Annelida",NA,"Opheliidae","Ophelina","Ophelina acuminata","Polychaeta",NA,NA,"Southern California Bight"
"978",481560,481560,699273,"Genus","Ophiacantha","Müller & Troschel, 1842",123587,NA,NA,6,2,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiacantha",NA,"Ophiuroidea",NA,NA,"Southern California Bight"
"979",481568,481568,481560,"Species","Ophiacantha bathybia","H.L. Clark, 1911",243327,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiacantha","Ophiacantha bathybia","Ophiuroidea",NA,NA,"Southern California Bight"
"980",481651,481651,481620,"Species","Ophiactis simplex","(LeConte, 1851)",243468,NA,NA,4,2,"Echinodermata","Ophiurida","Ophiactidae","Ophiactis","Ophiactis simplex","Ophiuroidea",NA,NA,"Southern California Bight"
"981",481712,481712,699282,"Species","Ophichthus frontalis","Garman, 1899",271952,TRUE,"LC",2,1,"Chordata","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus frontalis","Actinopteri",NA,NA,"Southern California Bight"
"982",481748,481748,699282,"Species","Ophichthus triserialis","(Kaup, 1856)",271987,TRUE,"LC",1,1,"Chordata","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus triserialis","Actinopteri",NA,NA,"Southern California Bight"
"983",481795,481795,481789,"Species","Ophidion galeoides","(Gilbert, 1890)",272821,TRUE,"LC",1,1,"Chordata","Ophidiiformes","Ophidiidae","Ophidion","Ophidion galeoides","Actinopteri",NA,NA,"Southern California Bight"
"984",481962,481962,651594,"Species","Ophiocten hastatum","Lyman, 1878",124854,NA,NA,9,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiocten","Ophiocten hastatum","Ophiuroidea",NA,NA,"Southern California Bight"
"985",482012,482012,482011,"Species","Ophiodon elongatus","Girard, 1854",240745,NA,NA,14,3,"Chordata","Scorpaeniformes","Hexagrammidae","Ophiodon","Ophiodon elongatus","Actinopteri",NA,NA,"Southern California Bight"
"986",482083,482083,482080,"Species","Ophiolimna bairdi","(Lyman, 1883)",125033,NA,NA,2,2,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiolimna","Ophiolimna bairdi","Ophiuroidea",NA,NA,"Southern California Bight"
"987",482143,482143,699337,"Species","Ophiomusium glabrum","Lütken & Mortensen, 1899",243819,NA,NA,4,1,"Echinodermata","Ophiurida","Ophiolepididae","Ophiomusium","Ophiomusium glabrum","Ophiuroidea",NA,NA,"Southern California Bight"
"988",482149,482149,699337,"Species","Ophiomusium lymani","Wyville-Thomson, 1873",124895,NA,NA,22,1,"Echinodermata","Ophiurida","Ophiolepididae","Ophiomusium","Ophiomusium lymani","Ophiuroidea",NA,NA,"Southern California Bight"
"989",482215,482215,685974,"Species","Ophiopholis bakeri","McClendon, 1909",243913,NA,NA,17,1,"Echinodermata","Ophiurida","Ophiactidae","Ophiopholis","Ophiopholis bakeri","Ophiuroidea",NA,NA,"Southern California Bight"
"990",482217,482217,685974,"Species","Ophiopholis longispina","H.L. Clark, 1911",245866,NA,NA,13,1,"Echinodermata","Ophiurida","Ophiactidae","Ophiopholis","Ophiopholis longispina","Ophiuroidea",NA,NA,"Southern California Bight"
"991",482273,482273,772262,"Species","Ophioplocus esmarki","Lyman, 1874",243980,NA,NA,2,1,"Echinodermata","Ophiurida","Ophiolepididae","Ophioplocus","Ophioplocus esmarki","Ophiuroidea",NA,NA,"Southern California Bight"
"992",482398,482398,753894,"Species","Ophiothrix (Ophiothrix) spiculata","Le Conte, 1851",244192,NA,NA,56,4,"Echinodermata","Ophiurida","Ophiotrichidae","Ophiothrix","Ophiothrix (Ophiothrix) spiculata","Ophiuroidea",NA,NA,"Southern California Bight"
"993",482537,482537,699382,"Species","Ophiura leptoctenia","H.L. Clark, 1911",244279,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiura leptoctenia","Ophiuroidea",NA,NA,"Southern California Bight"
"994",482591,482591,697174,"Genus","Ophryotrocha","Claparède & Mecznikow, 1869",129266,NA,NA,1,1,"Annelida","Eunicida","Dorvilleidae","Ophryotrocha",NA,"Polychaeta",NA,NA,"Southern California Bight"
"995",482660,482660,699390,"Species","Opisthonema libertate","(Günther, 1867)",275504,TRUE,"LC",5,3,"Chordata","Clupeiformes","Clupeidae","Opisthonema","Opisthonema libertate","Actinopteri",NA,NA,"Southern California Bight"
"996",482661,482661,699390,"Species","Opisthonema medirastre","Berry & Barrett, 1963",275505,TRUE,"LC",1,1,"Chordata","Clupeiformes","Clupeidae","Opisthonema","Opisthonema medirastre","Actinopteri",NA,NA,"Southern California Bight"
"997",482946,482946,516682,"Genus","Orchestia","Leach, 1814",101783,NA,NA,1,1,"Arthropoda","Amphipoda","Talitridae","Orchestia",NA,"Malacostraca",NA,NA,"Southern California Bight"
"998",483005,483005,769780,"Species","Orcinus orca","(Linnaeus, 1758)",137102,TRUE,"DD",25,11,"Chordata","Cetartiodactyla","Delphinidae","Orcinus","Orcinus orca","Mammalia",NA,NA,"Southern California Bight"
"999",483057,483057,774109,"Species","Oreochromis mossambicus","(Peters, 1852)",218777,TRUE,"NT",14,1,"Chordata","Perciformes","Cichlidae","Oreochromis","Oreochromis mossambicus","Actinopteri",TRUE,NA,"Southern California Bight"
"1000",483211,483211,483209,"Species","Orthasterias koehleri","(deLoriol, 1897)",255048,NA,NA,1,1,"Echinodermata","Forcipulatida","Asteriidae","Orthasterias","Orthasterias koehleri","Asteroidea",NA,NA,"Southern California Bight"
"1001",483241,483241,778503,"Species","Orthopagurus minimus","(Holmes, 1900)",364563,NA,NA,1,1,"Arthropoda","Decapoda","Paguridae","Orthopagurus","Orthopagurus minimus","Malacostraca",NA,NA,"Southern California Bight"
"1002",483260,483260,483254,"Species","Orthopristis reddingi","Jordan & Richardson, 1895",275745,TRUE,"LC",3,2,"Chordata","Perciformes","Haemulidae","Orthopristis","Orthopristis reddingi","Actinopteri",NA,NA,"Southern California Bight"
"1003",483545,483545,1031207,"Class","Ostracoda","Latreille, 1802",1078,NA,NA,172,2,"Arthropoda",NA,NA,NA,NA,"Ostracoda",NA,NA,"Southern California Bight"
"1004",483600,483600,755867,"Family","Otariidae","Gray, 1825",231386,NA,NA,55,16,"Chordata","Carnivora","Otariidae",NA,NA,"Mammalia",NA,NA,"Southern California Bight"
"1005",483761,483761,483759,"Species","Owenia collaris","Hartman, 1955",334327,NA,NA,26,2,"Annelida","Sabellida","Oweniidae","Owenia","Owenia collaris","Polychaeta",NA,NA,"Southern California Bight"
"1006",483848,483848,774748,"Species","Oxyjulis californica","(Günther, 1861)",240727,TRUE,"LC",37,5,"Chordata","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","Actinopteri",NA,NA,"Southern California Bight"
"1007",483852,483852,774751,"Species","Oxylebius pictus","Gill, 1862",240743,NA,NA,28,4,"Chordata","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","Actinopteri",NA,NA,"Southern California Bight"
"1008",483975,483975,767910,"Genus","Oxytoxum","Stein, 1883",109528,NA,NA,10,1,"Myzozoa","Peridiniales","Oxytoxaceae","Oxytoxum",NA,"Dinophyceae",NA,NA,"Southern California Bight"
"1009",483993,483993,483975,"Species","Oxytoxum longiceps","Schiller",110099,NA,NA,1,1,"Myzozoa","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum longiceps","Dinophyceae",NA,NA,"Southern California Bight"
"1010",484008,484008,483975,"Species","Oxytoxum scolopax","Stein, 1883",110115,NA,NA,4,1,"Myzozoa","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum scolopax","Dinophyceae",NA,NA,"Southern California Bight"
"1011",484050,484050,652794,"Species","Oxyurostylis pacifica","Zimmer, 1936",182119,NA,NA,29,2,"Arthropoda","Cumacea","Diastylidae","Oxyurostylis","Oxyurostylis pacifica","Malacostraca",NA,NA,"Southern California Bight"
"1012",484248,484248,774238,"Species","Pacifacanthomysis nephrophthalma","(Banner, 1948)",226746,NA,NA,6,1,"Arthropoda","Mysida","Mysidae","Pacifacanthomysis","Pacifacanthomysis nephrophthalma","Malacostraca",NA,NA,"Southern California Bight"
"1013",484364,484364,484406,"Family","Paguridae","Latreille, 1802",106738,NA,NA,3,1,"Arthropoda","Decapoda","Paguridae",NA,NA,"Malacostraca",NA,NA,"Southern California Bight"
"1014",484401,484401,699456,"Species","Paguristes turgidus","(Stimpson, 1857)",368303,NA,NA,1,1,"Arthropoda","Decapoda","Diogenidae","Paguristes","Paguristes turgidus","Malacostraca",NA,NA,"Southern California Bight"
"1015",484402,484402,699456,"Species","Paguristes ulreyi","Schmitt, 1921",368304,NA,NA,6,1,"Arthropoda","Decapoda","Diogenidae","Paguristes","Paguristes ulreyi","Malacostraca",NA,NA,"Southern California Bight"
"1016",484451,484451,699461,"Species","Pagurus granosimanus","(Stimpson, 1859)",366694,NA,NA,4,1,"Arthropoda","Decapoda","Paguridae","Pagurus","Pagurus granosimanus","Malacostraca",NA,NA,"Southern California Bight"
"1017",484469,484469,699461,"Species","Pagurus ochotensis","Brandt, 1851",366742,NA,NA,2,1,"Arthropoda","Decapoda","Paguridae","Pagurus","Pagurus ochotensis","Malacostraca",NA,NA,"Southern California Bight"
"1018",484483,484483,699461,"Species","Pagurus samuelis","(Stimpson, 1857)",366786,NA,NA,13,1,"Arthropoda","Decapoda","Paguridae","Pagurus","Pagurus samuelis","Malacostraca",NA,NA,"Southern California Bight"
"1019",484487,484487,699461,"Species","Pagurus setosus","(Benedict, 1892)",366787,NA,NA,1,1,"Arthropoda","Decapoda","Paguridae","Pagurus","Pagurus setosus","Malacostraca",NA,NA,"Southern California Bight"
"1020",484540,484540,484519,"Species","Palaemon macrodactylus","Rathbun, 1902",181372,NA,NA,4,1,"Arthropoda","Decapoda","Palaemonidae","Palaemon","Palaemon macrodactylus","Malacostraca",NA,NA,"Southern California Bight"
"1021",484609,484609,484608,"Species","Paleanotus bellis","(Johnson, 1897)",334328,NA,NA,4,1,"Annelida","Phyllodocida","Chrysopetalidae","Paleanotus","Paleanotus bellis","Polychaeta",NA,NA,"Southern California Bight"
"1022",484653,484653,484651,"Species","Palinurus elephas","(Fabricius, 1787)",107703,TRUE,"VU",1,1,"Arthropoda","Decapoda","Palinuridae","Palinurus","Palinurus elephas","Malacostraca",NA,NA,"Southern California Bight"
"1023",485011,485011,699489,"Genus","Pandora","Bruguière, 1797",138310,NA,NA,1,1,"Mollusca",NA,"Pandoridae","Pandora",NA,"Bivalvia",NA,NA,"Southern California Bight"
"1024",485417,485417,776821,"Species","Paracaristius maderensis","(Maul, 1949)",282011,NA,NA,1,1,"Chordata","Perciformes","Caristiidae","Paracaristius","Paracaristius maderensis","Actinopteri",NA,NA,"Southern California Bight"
"1025",485441,485441,768822,"Species","Paracentrotus lividus","(Lamarck, 1816)",124316,NA,NA,2,1,"Echinodermata","Camarodonta","Parechinidae","Paracentrotus","Paracentrotus lividus","Echinoidea",NA,NA,"Southern California Bight"
"1026",485443,485443,511810,"Genus","Paracerceis","Hansen, 1905",249103,NA,NA,9,1,"Arthropoda","Isopoda","Sphaeromatidae","Paracerceis",NA,"Malacostraca",NA,NA,"Southern California Bight"
"1027",485444,485444,485443,"Species","Paracerceis caudata","(Say, 1818)",261817,NA,NA,1,1,"Arthropoda","Isopoda","Sphaeromatidae","Paracerceis","Paracerceis caudata","Malacostraca",NA,NA,"Southern California Bight"
"1028",485445,485445,485443,"Species","Paracerceis sculpta","(Holmes, 1904)",261827,NA,NA,48,2,"Arthropoda","Isopoda","Sphaeromatidae","Paracerceis","Paracerceis sculpta","Malacostraca",NA,NA,"Southern California Bight"
"1029",485564,485564,485544,"Species","Paraclinus walkeri","Hubbs, 1952",282037,TRUE,"CR",2,1,"Chordata","Perciformes","Labrisomidae","Paraclinus","Paraclinus walkeri","Actinopteri",NA,NA,"Southern California Bight"
"1030",485724,485724,754540,"Species","Paracyathus stearnsii","Verrill, 1869",286830,NA,NA,84,6,"Cnidaria","Scleractinia","Caryophylliidae","Paracyathus","Paracyathus stearnsii","Anthozoa",NA,NA,"Southern California Bight"
"1031",485771,485771,775377,"Species","Paradella dianae","(Menzies, 1962)",261839,NA,NA,2,1,"Arthropoda","Isopoda","Sphaeromatidae","Paradella","Paradella dianae","Malacostraca",NA,NA,"Southern California Bight"
"1032",485825,485825,486890,"Genus","Paradoneis","Hartman, 1965",129433,NA,NA,10,1,"Annelida",NA,"Paraonidae","Paradoneis",NA,"Polychaeta",NA,NA,"Southern California Bight"
"1033",485830,485830,485825,"Species","Paradoneis lyra","(Southern, 1914)",130585,NA,NA,2,1,"Annelida",NA,"Paraonidae","Paradoneis","Paradoneis lyra","Polychaeta",NA,NA,"Southern California Bight"
"1034",486016,486016,699527,"Species","Paragorgia stephencairnsi","Sánchez, 2005",286608,NA,NA,5,1,"Cnidaria","Alcyonacea","Paragorgiidae","Paragorgia","Paragorgia stephencairnsi","Anthozoa",NA,NA,"Southern California Bight"
"1035",486117,486117,776831,"Species","Paralabrax maculatofasciatus","(Steindachner, 1868)",282058,TRUE,"LC",63,4,"Chordata","Perciformes","Serranidae","Paralabrax","Paralabrax maculatofasciatus","Actinopteri",NA,NA,"Southern California Bight"
"1036",486260,486260,654093,"Species","Paralichthys californicus","(Ayres, 1859)",275809,TRUE,"LC",132,8,"Chordata","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus","Actinopteri",NA,NA,"Southern California Bight"
"1037",486314,486314,486312,"Species","Paraliparis albescens","Gilbert, 1915",274547,NA,NA,1,1,"Chordata","Scorpaeniformes","Liparidae","Paraliparis","Paraliparis albescens","Actinopteri",NA,NA,"Southern California Bight"
"1038",486364,486364,486312,"Species","Paraliparis mento","Gilbert, 1892",274597,NA,NA,1,1,"Chordata","Scorpaeniformes","Liparidae","Paraliparis","Paraliparis mento","Actinopteri",NA,NA,"Southern California Bight"
"1039",486366,486366,486312,"Species","Paraliparis nassarum","Stein & Fitch, 1984",274601,NA,NA,2,1,"Chordata","Scorpaeniformes","Liparidae","Paraliparis","Paraliparis nassarum","Actinopteri",NA,NA,"Southern California Bight"
