"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","hab","redlist","status","gisd","ecoregion"
"381",476746,476746,476740,"Species","Neocalanus tonsus","(Brady, 1883)",344701,9,1,"Arthropoda","Calanoida","Calanidae","Neocalanus",NA,"Neocalanus tonsus",NA,NA,NA,NA,"Chukchi Sea"
"382",476783,476783,748589,"Genus","Neochromadora","Micoletzky, 1924",2300,1,1,"Nematoda","Chromadorida","Chromadoridae","Neochromadora","Chromadorea",NA,NA,NA,NA,NA,"Chukchi Sea"
"383",477218,477218,648623,"Species","Neomysis rayii","(Murdoch, 1885)",226869,1,1,"Arthropoda","Mysida","Mysidae","Neomysis","Malacostraca","Neomysis rayii",NA,NA,NA,NA,"Chukchi Sea"
"384",477641,477641,753038,"Genus","Nephtys","Cuvier, 1817",129370,16,4,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"385",477649,477649,477641,"Species","Nephtys caeca","(Fabricius, 1780)",130355,5,1,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Polychaeta","Nephtys caeca",NA,NA,NA,NA,"Chukchi Sea"
"386",477666,477666,477641,"Species","Nephtys longosetosa","Örsted, 1842",130364,10,1,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Polychaeta","Nephtys longosetosa",NA,NA,NA,NA,"Chukchi Sea"
"387",477697,477697,696079,"Genus","Neptunea","Röding, 1798",137710,1,1,"Mollusca","Neogastropoda","Buccinidae","Neptunea","Gastropoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"388",477745,477745,753065,"Family","Nereididae","Blainville, 1818",22496,2,2,"Annelida","Phyllodocida","Nereididae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"389",477763,477763,753066,"Genus","Nereis","Linnaeus, 1758",129379,2,2,"Annelida","Phyllodocida","Nereididae","Nereis","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"390",478274,478274,478266,"Species","Nicolea zostericola","Örsted, 1844",131508,1,1,"Annelida","Terebellida","Terebellidae","Nicolea","Polychaeta","Nicolea zostericola",NA,NA,NA,NA,"Chukchi Sea"
"391",478278,478278,649217,"Species","Nicomache lumbricalis","(Fabricius, 1780)",130311,3,1,"Annelida",NA,"Maldanidae","Nicomache","Polychaeta","Nicomache lumbricalis",NA,NA,NA,NA,"Chukchi Sea"
"392",478461,478461,586756,"Species","Nitzschia bilobata","W.Smith, 1853",149587,28,1,"Ochrophyta","Bacillariales","Bacillariaceae","Nitzschia","Bacillariophyceae","Nitzschia bilobata",NA,NA,NA,NA,"Chukchi Sea"
"393",478479,478479,586756,"Species","Nitzschia frigida","Grunow, 1880",175400,78,2,"Ochrophyta","Bacillariales","Bacillariaceae","Nitzschia","Bacillariophyceae","Nitzschia frigida",NA,NA,NA,NA,"Chukchi Sea"
"394",478496,478496,586756,"Species","Nitzschia longissima","(Brébisson) Ralfs, 1861",149150,28,1,"Ochrophyta","Bacillariales","Bacillariaceae","Nitzschia","Bacillariophyceae","Nitzschia longissima",NA,NA,NA,NA,"Chukchi Sea"
"395",479539,479539,767099,"Family","Nuculidae","Gray, 1824",204,2,1,"Mollusca","Nuculida","Nuculidae",NA,"Bivalvia",NA,NA,NA,NA,NA,"Chukchi Sea"
"396",479673,479673,479655,"Species","Nymphon grossipes","(Fabricius, 1780)",134688,1,1,"Arthropoda","Pantopoda","Nymphonidae","Nymphon","Pycnogonida","Nymphon grossipes",NA,NA,NA,NA,"Chukchi Sea"
"397",479723,479723,415775,"Genus","Obelia","Péron & Lesueur, 1810",117034,15,5,"Cnidaria","Leptothecata","Campanulariidae","Obelia","Hydrozoa",NA,NA,NA,NA,NA,"Chukchi Sea"
"398",479730,479730,479723,"Species","Obelia dichotoma","(Linnaeus, 1758)",117386,2,1,"Cnidaria","Leptothecata","Campanulariidae","Obelia","Hydrozoa","Obelia dichotoma",NA,NA,NA,NA,"Chukchi Sea"
"399",479735,479735,479723,"Species","Obelia longissima","(Pallas, 1766)",117389,64,4,"Cnidaria","Leptothecata","Campanulariidae","Obelia","Hydrozoa","Obelia longissima",NA,NA,NA,NA,"Chukchi Sea"
"400",479786,479786,775573,"Species","Occella dodecaedron","(Tilesius, 1813)",254398,1,1,"Chordata","Scorpaeniformes","Agonidae","Occella","Actinopteri","Occella dodecaedron",NA,NA,NA,NA,"Chukchi Sea"
"401",479989,479989,753510,"Genus","Octopus","Cuvier, 1798",138268,5,1,"Mollusca","Octopoda","Octopodidae","Octopus","Cephalopoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"402",480197,480197,769773,"Species","Odobenus rosmarus","(Linnaeus, 1758)",137077,2560,6,"Chordata","Carnivora","Odobenidae","Odobenus","Mammalia","Odobenus rosmarus",NA,TRUE,"DD",NA,"Chukchi Sea"
"403",480533,480533,751062,"Genus","Oenopota","Mörch, 1852",137826,14,1,"Mollusca","Neogastropoda","Mangeliidae","Oenopota","Gastropoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"404",480689,480689,699175,"Species","Oithona similis","Claus, 1866",106656,499,10,"Arthropoda","Cyclopoida","Oithonidae","Oithona",NA,"Oithona similis",NA,NA,NA,NA,"Chukchi Sea"
"405",481029,481029,651134,"Genus","Oncaea","Philippi, 1843",128690,18,2,"Arthropoda","Poecilostomatoida","Oncaeidae","Oncaea",NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"406",481085,481085,481083,"Genus","Onchidoris","Blainville, 1816",138288,1,1,"Mollusca","Nudibranchia","Onchidorididae","Onchidoris","Gastropoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"407",481203,481203,481197,"Species","Oncorhynchus gorbuscha","(Walbaum, 1792)",127182,5,3,"Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Actinopteri","Oncorhynchus gorbuscha",NA,NA,NA,NA,"Chukchi Sea"
"408",481204,481204,481197,"Species","Oncorhynchus keta","(Walbaum, 1792)",127183,11,3,"Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Actinopteri","Oncorhynchus keta",NA,NA,NA,NA,"Chukchi Sea"
"409",481212,481212,481197,"Species","Oncorhynchus nerka","(Walbaum, 1792)",254569,2,2,"Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Actinopteri","Oncorhynchus nerka",NA,TRUE,"LC",NA,"Chukchi Sea"
"410",481540,481540,777666,"Genus","Ophelina","Örsted, 1843",129414,1,1,"Annelida",NA,"Opheliidae","Ophelina","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"411",481560,481560,699273,"Genus","Ophiacantha","Müller & Troschel, 1842",123587,1,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiacantha","Ophiuroidea",NA,NA,NA,NA,NA,"Chukchi Sea"
"412",482218,482218,685974,"Species","Ophiopholis mirabilis","(Duncan, 1879)",243917,1,1,"Echinodermata","Ophiurida","Ophiactidae","Ophiopholis","Ophiuroidea","Ophiopholis mirabilis",NA,NA,NA,NA,"Chukchi Sea"
"413",482550,482550,699382,"Species","Ophiura robusta","(Ayres, 1854)",124933,1,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiuroidea","Ophiura robusta",NA,NA,NA,NA,"Chukchi Sea"
"414",482554,482554,699382,"Species","Ophiura sarsii","Lütken, 1855",124934,105,4,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiuroidea","Ophiura sarsii",NA,NA,NA,NA,"Chukchi Sea"
"415",483545,483545,1031207,"Class","Ostracoda","Latreille, 1802",1078,58,5,"Arthropoda",NA,NA,NA,"Ostracoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"416",483762,483762,483759,"Species","Owenia fusiformis","Delle Chiaje, 1844",130544,3,1,"Annelida","Sabellida","Oweniidae","Owenia","Polychaeta","Owenia fusiformis",NA,NA,NA,NA,"Chukchi Sea"
"417",483975,483975,767910,"Genus","Oxytoxum","Stein, 1883",109528,35,1,"Myzozoa","Peridiniales","Oxytoxaceae","Oxytoxum","Dinophyceae",NA,NA,NA,NA,NA,"Chukchi Sea"
"418",484327,484327,769792,"Species","Pagophila eburnea","(Phipps, 1774)",137154,2,1,"Chordata","Charadriiformes","Laridae","Pagophila","Aves","Pagophila eburnea",NA,TRUE,"NT",NA,"Chukchi Sea"
"419",484364,484364,484406,"Family","Paguridae","Latreille, 1802",106738,68,3,"Arthropoda","Decapoda","Paguridae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"420",484401,484401,699456,"Species","Paguristes turgidus","(Stimpson, 1857)",368303,1,1,"Arthropoda","Decapoda","Diogenidae","Paguristes","Malacostraca","Paguristes turgidus",NA,NA,NA,NA,"Chukchi Sea"
"421",484670,484670,775572,"Species","Pallasina barbata","(Steindachner, 1876)",254396,7,3,"Chordata","Scorpaeniformes","Agonidae","Pallasina","Actinopteri","Pallasina barbata",NA,NA,NA,NA,"Chukchi Sea"
"422",484963,484963,653344,"Species","Pandalus borealis","Krøyer, 1838",107649,1,1,"Arthropoda","Decapoda","Pandalidae","Pandalus","Malacostraca","Pandalus borealis",NA,NA,NA,NA,"Chukchi Sea"
"423",485082,485082,485079,"Species","Panomya norvegica","(Spengler, 1793)",140105,1,1,"Mollusca","Adapedonta","Hiatellidae","Panomya","Bivalvia","Panomya norvegica",NA,NA,NA,NA,"Chukchi Sea"
"424",485855,485855,769117,"Genus","Paradoxostoma","Fischer, 1855",127662,2,1,"Arthropoda","Podocopida","Paradoxostomatidae","Paradoxostoma","Ostracoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"425",485884,485884,774593,"Genus","Paradulichia","Boeck, 1871",101738,1,1,"Arthropoda","Amphipoda","Dulichiidae","Paradulichia","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"426",485919,485919,653947,"Species","Paraeuchaeta glacialis","(Hansen, 1887)",104560,2,1,"Arthropoda","Calanoida","Euchaetidae","Paraeuchaeta",NA,"Paraeuchaeta glacialis",NA,NA,NA,NA,"Chukchi Sea"
"427",485936,485936,772216,"Genus","Parafavella","Kofoid & Campbell, 1929",196836,6,1,"Ciliophora","Choreotrichida","Xystonellidae","Parafavella","Oligotrichea",NA,NA,NA,NA,NA,"Chukchi Sea"
"428",486244,486244,486242,"Species","Paralia sulcata","(Ehrenberg) Cleve, 1873",149055,31,2,"Ochrophyta","Paraliales","Paraliaceae","Paralia","Bacillariophyceae","Paralia sulcata",NA,NA,NA,NA,"Chukchi Sea"
"429",486324,486324,486312,"Species","Paraliparis bathybius","(Collett, 1879)",127222,1,1,"Chordata","Scorpaeniformes","Liparidae","Paraliparis","Actinopteri","Paraliparis bathybius",NA,NA,NA,NA,"Chukchi Sea"
"430",486392,486392,699541,"Species","Paralithodes camtschaticus","(Tilesius, 1815)",233889,3,1,"Arthropoda","Decapoda","Lithodidae","Paralithodes","Malacostraca","Paralithodes camtschaticus",NA,NA,NA,NA,"Chukchi Sea"
"431",486890,486890,758761,"Family","Paraonidae","Cerruti, 1909",903,3,1,"Annelida",NA,"Paraonidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"432",487108,487108,840294,"Genus","Paraphoxus","Sars, 1891",101722,9,2,"Arthropoda","Amphipoda","Phoxocephalidae","Paraphoxus","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"433",489265,489265,489263,"Species","Pentamera calcigera","Stimpson, 1851",124655,3,3,"Echinodermata","Dendrochirotida","Phyllophoridae","Pentamera","Holothuroidea","Pentamera calcigera",NA,NA,NA,NA,"Chukchi Sea"
"434",489640,489640,621161,"Order","Peridiniales","Haeckel, 1894",109394,106,1,"Myzozoa","Peridiniales",NA,NA,"Dinophyceae",NA,NA,NA,NA,NA,"Chukchi Sea"
"435",489645,489645,489639,"Genus","Peridinium","Ehrenberg, 1832",109549,18,2,"Myzozoa","Peridiniales","Peridiniaceae","Peridinium","Dinophyceae",NA,TRUE,NA,NA,NA,"Chukchi Sea"
"436",490642,490642,408865,"Genus","Phakellia","Bowerbank, 1862",131779,3,1,"Porifera","Axinellida","Axinellidae","Phakellia","Demospongiae",NA,NA,NA,NA,NA,"Chukchi Sea"
"437",490723,490723,755506,"Species","Phalaropus fulicarius","(Linnaeus, 1758)",137168,54,1,"Chordata","Charadriiformes","Phalaropodidae","Phalaropus","Aves","Phalaropus fulicarius",NA,TRUE,"LC",NA,"Chukchi Sea"
"438",490724,490724,755506,"Species","Phalaropus lobatus","(Linnaeus, 1758)",137169,1,1,"Chordata","Charadriiformes","Phalaropodidae","Phalaropus","Aves","Phalaropus lobatus",NA,TRUE,"LC",NA,"Chukchi Sea"
"439",490844,490844,743157,"Genus","Phanodermopsis","Ditlevsen, 1926",2509,1,1,"Nematoda","Enoplida","Phanodermatidae","Phanodermopsis","Enoplea",NA,NA,NA,NA,NA,"Chukchi Sea"
"440",491421,491421,491419,"Species","Phocoena phocoena","(Linnaeus, 1758)",137117,6,3,"Chordata","Cetartiodactyla","Phocoenidae","Phocoena","Mammalia","Phocoena phocoena",NA,TRUE,"LC",NA,"Chukchi Sea"
"441",491429,491429,778050,"Species","Phoebastria immutabilis","(Rothschild, 1893)",344104,2,1,"Chordata","Procellariiformes","Diomedeidae","Phoebastria","Aves","Phoebastria immutabilis",NA,TRUE,"NT",NA,"Chukchi Sea"
"442",491512,491512,657409,"Species","Pholoe minuta","(Fabricius, 1780)",130603,37,2,"Annelida","Phyllodocida","Pholoidae","Pholoe","Polychaeta","Pholoe minuta",NA,NA,NA,NA,"Chukchi Sea"
"443",491645,491645,491643,"Genus","Photis","Krøyer, 1842",101563,9,1,"Arthropoda","Amphipoda","Photidae","Photis","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"444",492018,492018,600606,"Species","Phyllodoce groenlandica","Örsted, 1842",334506,13,2,"Annelida","Phyllodocida","Phyllodocidae",NA,"Polychaeta","Phyllodoce groenlandica",NA,NA,NA,NA,"Chukchi Sea"
"445",492032,492032,600606,"Species","Phyllodoce mucosa","Örsted, 1843",334512,1,1,"Annelida","Phyllodocida","Phyllodocidae",NA,"Polychaeta","Phyllodoce mucosa",NA,NA,NA,NA,"Chukchi Sea"
"446",493330,493330,493328,"Species","Platichthys stellatus","(Pallas, 1787)",154781,13,3,"Chordata","Pleuronectiformes","Pleuronectidae","Platichthys","Actinopteri","Platichthys stellatus",NA,TRUE,"LC",NA,"Chukchi Sea"
"447",494162,494162,776908,"Species","Pleurogrammus monopterygius","(Pallas, 1810)",282289,1,1,"Chordata","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Actinopteri","Pleurogrammus monopterygius",NA,NA,NA,NA,"Chukchi Sea"
"448",494164,494164,751674,"Genus","Pleuromamma","Giesbrecht in Giesbrecht & Schmeil, 1898",104191,1,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma",NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"449",494259,494259,770773,"Genus","Pleurosigma","W.Smith, 1852",149181,28,1,"Ochrophyta","Naviculales","Pleurosigmataceae","Pleurosigma","Bacillariophyceae",NA,NA,NA,NA,NA,"Chukchi Sea"
"450",494266,494266,494259,"Species","Pleurosigma angulatum","(Queckett) W.Smith, 1852",149183,28,1,"Ochrophyta","Naviculales","Pleurosigmataceae","Pleurosigma","Bacillariophyceae","Pleurosigma angulatum",NA,NA,NA,NA,"Chukchi Sea"
"451",494515,494515,494514,"Species","Plotocnide borealis","Wagner, 1885",117458,5,2,"Cnidaria","Anthoathecata","Boreohydridae","Plotocnide","Hydrozoa","Plotocnide borealis",NA,NA,NA,NA,"Chukchi Sea"
"452",494757,494757,763741,"Family","Podoceridae","Leach, 1814",101405,3,1,"Arthropoda","Amphipoda","Podoceridae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"453",494880,494880,494872,"Species","Podothecus veternus","Jordan & Starks, 1895",254509,75,3,"Chordata","Scorpaeniformes","Agonidae","Podothecus","Actinopteri","Podothecus veternus",NA,NA,NA,NA,"Chukchi Sea"
"454",495419,495419,495417,"Species","Polyclinum constellatum","Savigny, 1816",215891,1,1,"Chordata","Aplousobranchia","Polyclinidae","Polyclinum","Ascidiacea","Polyclinum constellatum",NA,NA,NA,NA,"Chukchi Sea"
"455",495496,495496,759755,"Genus","Polydora","Bosc, 1802",129619,11,1,"Annelida","Spionida","Spionidae","Polydora","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"456",495752,495752,660005,"Genus","Polynoe","Lamarck, 1818",129506,1,1,"Annelida","Phyllodocida","Polynoidae","Polynoe","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"457",496482,496482,586730,"Species","Pontoporeia femorata","Krøyer, 1842",103079,8,1,"Arthropoda","Amphipoda","Pontoporeiidae","Pontoporeia","Malacostraca","Pontoporeia femorata",NA,NA,NA,NA,"Chukchi Sea"
"458",496656,496656,738303,"Phylum","Porifera","Grant, 1836",558,24,3,"Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"459",496888,496888,660595,"Species","Porosira glacialis","(Grunow) Jörgensen, 1905",156689,58,1,"Ochrophyta","Thalassiosirales","Thalassiosiraceae","Porosira","Bacillariophyceae","Porosira glacialis",NA,NA,NA,NA,"Chukchi Sea"
"460",497142,497142,758325,"Genus","Potamilla","Malmgren, 1866",129544,4,2,"Annelida","Sabellida","Sabellidae","Potamilla","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"461",497215,497215,768760,"Genus","Pourtalesia","A. Agassiz, 1869",123408,1,1,"Echinodermata","Holasteroida","Pourtalesiidae","Pourtalesia","Echinoidea",NA,NA,NA,NA,NA,"Chukchi Sea"
"462",497282,497282,745662,"Genus","Praxillella","Verrill, 1881",129360,6,1,"Annelida",NA,"Maldanidae","Praxillella","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"463",497284,497284,497282,"Species","Praxillella gracilis","(M. Sars, 1861)",130324,3,1,"Annelida",NA,"Maldanidae","Praxillella","Polychaeta","Praxillella gracilis",NA,NA,NA,NA,"Chukchi Sea"
"464",497366,497366,497363,"Species","Priapulus caudatus","Lamarck, 1816",101160,21,1,"Cephalorhyncha",NA,"Priapulidae","Priapulus","Priapulida","Priapulus caudatus",NA,NA,NA,NA,"Chukchi Sea"
"465",497524,497524,759755,"Genus","Prionospio","Malmgren, 1867",129620,3,1,"Annelida","Spionida","Spionidae","Prionospio","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"466",497569,497569,497524,"Species","Prionospio malmgreni","Claparède, 1869",131159,2,1,"Annelida","Spionida","Spionidae","Prionospio","Polychaeta","Prionospio malmgreni",NA,NA,NA,NA,"Chukchi Sea"
"467",497589,497589,497524,"Species","Prionospio steenstrupi","Malmgren, 1867",131164,11,1,"Annelida","Spionida","Spionidae","Prionospio","Polychaeta","Prionospio steenstrupi",NA,NA,NA,NA,"Chukchi Sea"
"468",497942,497942,741952,"Genus","Prochromadorella","Micoletzky, 1924",2281,1,1,"Nematoda","Chromadorida","Chromadoridae","Prochromadorella","Chromadorea",NA,NA,NA,NA,NA,"Chukchi Sea"
"469",498143,498143,771569,"Genus","Propeamussium","de Gregorio, 1884",138324,1,1,"Mollusca","Pectinoida","Propeamussiidae","Propeamussium","Bivalvia",NA,NA,NA,NA,NA,"Chukchi Sea"
"470",498196,498196,498194,"Genus","Prorocentrum","Ehrenberg, 1834",109566,1,1,"Myzozoa","Prorocentrales","Prorocentraceae","Prorocentrum","Dinophyceae",NA,TRUE,NA,NA,NA,"Chukchi Sea"
"471",498538,498538,780148,"Genus","Protomedeia","Krøyer, 1842",101574,23,2,"Arthropoda","Amphipoda","Corophiidae","Protomedeia","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"472",498604,498604,498597,"Species","Protoperidinium bipes","(Paulsen, 1904) Balech, 1974",110208,11,1,"Myzozoa","Peridiniales","Protoperidiniaceae","Protoperidinium","Dinophyceae","Protoperidinium bipes",NA,NA,NA,NA,"Chukchi Sea"
"473",498606,498606,498597,"Species","Protoperidinium brevipes","(Paulsen, 1908) Balech, 1974",110210,11,1,"Myzozoa","Peridiniales","Protoperidiniaceae","Protoperidinium","Dinophyceae","Protoperidinium brevipes",NA,NA,NA,NA,"Chukchi Sea"
"474",499391,499391,499390,"Species","Pseudo-nitzschia delicatissima","(Cleve) Heiden, 1928",149153,49,1,"Ochrophyta","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Bacillariophyceae","Pseudo-nitzschia delicatissima",TRUE,NA,NA,NA,"Chukchi Sea"
"475",499399,499399,499390,"Species","Pseudo-nitzschia seriata","(Cleve) H.Peragallo, 1899",149152,11,1,"Ochrophyta","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Bacillariophyceae","Pseudo-nitzschia seriata",TRUE,NA,NA,NA,"Chukchi Sea"
"476",499469,499469,423702,"Genus","Pseudocalanus","Boeck, 1872",104165,1069,9,"Arthropoda","Calanoida","Clausocalanidae","Pseudocalanus",NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"477",499470,499470,499469,"Species","Pseudocalanus acuspes","(Giesbrecht, 1881)",104514,16,1,"Arthropoda","Calanoida","Clausocalanidae","Pseudocalanus",NA,"Pseudocalanus acuspes",NA,NA,NA,NA,"Chukchi Sea"
"478",499478,499478,499469,"Species","Pseudocalanus newmani","Frost, 1989",157679,15,1,"Arthropoda","Calanoida","Clausocalanidae","Pseudocalanus",NA,"Pseudocalanus newmani",NA,NA,NA,NA,"Chukchi Sea"
"479",500142,500142,500140,"Species","Pseudopallene circularis","(Goodsir, 1842)",134655,1,1,"Arthropoda","Pantopoda","Callipallenidae","Pseudopallene","Pycnogonida","Pseudopallene circularis",NA,NA,NA,NA,"Chukchi Sea"
"480",501395,501395,772938,"Genus","Ptychocylis","Brandt",196838,9,1,"Ciliophora","Choreotrichida","Ptychocylididae","Ptychocylis","Oligotrichea",NA,NA,NA,NA,NA,"Chukchi Sea"
"481",501401,501401,767357,"Species","Ptychodactis patula","Appellöf, 1893",101020,1,1,"Cnidaria","Actiniaria","Ptychodactinidae","Ptychodactis","Anthozoa","Ptychodactis patula",NA,NA,NA,NA,"Chukchi Sea"
"482",501596,501596,501593,"Species","Pungitius pungitius","(Linnaeus, 1758)",126507,18,2,"Chordata","Gasterosteiformes","Gasterosteidae","Pungitius","Actinopteri","Pungitius pungitius",NA,TRUE,"LC",NA,"Chukchi Sea"
"483",501739,501739,501738,"Species","Pusa hispida","Schreber, 1775",159021,302,5,"Chordata","Carnivora","Phocidae","Pusa","Mammalia","Pusa hispida",NA,TRUE,"LC",NA,"Chukchi Sea"
"484",501867,501867,501865,"Species","Pygospio elegans","Claparède, 1863",131170,7,1,"Annelida","Spionida","Spionidae","Pygospio","Polychaeta","Pygospio elegans",NA,NA,NA,NA,"Chukchi Sea"
"485",502594,502594,502486,"Species","Raja rhina","Jordan & Gilbert, 1880",271581,1,1,"Chordata","Rajiformes","Rajidae","Raja","Elasmobranchii","Raja rhina",NA,TRUE,"LC",NA,"Chukchi Sea"
"486",502907,502907,767137,"Genus","Rathkea","Brandt, 1837",117211,2,1,"Cnidaria","Anthoathecata","Rathkeidae","Rathkea","Hydrozoa",NA,NA,NA,NA,NA,"Chukchi Sea"
"487",503017,503017,503015,"Species","Reinhardtius hippoglossoides","(Walbaum, 1792)",127144,29,3,"Chordata","Pleuronectiformes","Pleuronectidae","Reinhardtius","Actinopteri","Reinhardtius hippoglossoides",NA,NA,NA,NA,"Chukchi Sea"
"488",503977,503977,788319,"Species","Rhizosolenia setigera","Brightwell, 1858",149115,4,1,"Ochrophyta","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Bacillariophyceae","Rhizosolenia setigera",NA,NA,NA,NA,"Chukchi Sea"
"489",504094,504094,769793,"Species","Rhodostethia rosea","(MacGillivray, 1824)",137155,17,1,"Chordata","Charadriiformes","Laridae","Rhodostethia","Aves","Rhodostethia rosea",NA,TRUE,"LC",NA,"Chukchi Sea"
"490",504524,504524,769794,"Species","Rissa tridactyla","(Linnaeus, 1758)",137156,336,3,"Chordata","Charadriiformes","Laridae","Rissa","Aves","Rissa tridactyla",NA,TRUE,"LC",NA,"Chukchi Sea"
"491",504814,504814,504811,"Species","Rocinela belliceps","(Stimpson, 1864)",256457,1,1,"Arthropoda","Isopoda","Aegidae","Rocinela","Malacostraca","Rocinela belliceps",NA,NA,NA,NA,"Chukchi Sea"
"492",505015,505015,767413,"Species","Rozinante fragilis","(Goës, 1866)",102246,2,1,"Arthropoda","Amphipoda","Pontogeneiidae","Rozinante","Malacostraca","Rozinante fragilis",NA,NA,NA,NA,"Chukchi Sea"
"493",505134,505134,758317,"Genus","Sabatieria","Rouville, 1903",2433,1,1,"Nematoda","Araeolaimida","Comesomatidae","Sabatieria","Chromadorea",NA,NA,NA,NA,NA,"Chukchi Sea"
"494",505166,505166,758325,"Genus","Sabella","Linnaeus, 1767",129549,2,1,"Annelida","Sabellida","Sabellidae","Sabella","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"495",505368,505368,505367,"Species","Saduria entomon","(Linnaeus, 1758)",119034,15,3,"Arthropoda","Isopoda","Chaetiliidae","Saduria","Malacostraca","Saduria entomon",NA,NA,NA,NA,"Chukchi Sea"
"496",505369,505369,505367,"Species","Saduria sabini","(Krøyer, 1849)",119036,4,1,"Arthropoda","Isopoda","Chaetiliidae","Saduria","Malacostraca","Saduria sabini",NA,NA,NA,NA,"Chukchi Sea"
"497",505490,505490,505536,"Genus","Sagitta","Quoy & Gaimard, 1827",105410,97,3,"Chaetognatha","Aphragmophora","Sagittidae","Sagitta","Sagittoidea",NA,NA,NA,NA,NA,"Chukchi Sea"
"498",505786,505786,505785,"Subspecies","Salvelinus malma malma","(Walbaum, 1792)",293728,14,3,"Chordata","Salmoniformes","Salmonidae","Salvelinus","Actinopteri","Salvelinus malma",NA,NA,NA,NA,"Chukchi Sea"
"499",506418,506418,687489,"Species","Sarritor frenatus","(Gilbert, 1896)",254374,2,2,"Chordata","Scorpaeniformes","Agonidae","Sarritor","Actinopteri","Sarritor frenatus",NA,NA,NA,NA,"Chukchi Sea"
"500",506448,506448,758517,"Species","Sarsicytheridea bradii","(Norman, 1865)",127993,5,1,"Arthropoda","Podocopida","Cytherideidae","Sarsicytheridea","Ostracoda","Sarsicytheridea bradii",NA,NA,NA,NA,"Chukchi Sea"
"501",506673,506673,506669,"Species","Scalibregma inflatum","Rathke, 1843",130980,7,1,"Annelida",NA,"Scalibregmatidae","Scalibregma","Polychaeta","Scalibregma inflatum",NA,NA,NA,NA,"Chukchi Sea"
"502",506699,506699,767667,"Genus","Scalpellum","Leach, 1818",106115,1,1,"Arthropoda","Scalpelliformes","Scalpellidae","Scalpellum",NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"503",506835,506835,758608,"Species","Scaphocalanus brevirostris","Park, 1970",104791,46,1,"Arthropoda","Calanoida","Scolecitrichidae","Scaphocalanus",NA,"Scaphocalanus brevirostris",NA,NA,NA,NA,"Chukchi Sea"
"504",506854,506854,752044,"Class","Scaphopoda","Bronn, 1862",104,1,1,"Mollusca",NA,NA,NA,"Scaphopoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"505",507631,507631,758734,"Species","Sclerochilus contortus","(Norman, 1862)",127951,1,1,"Arthropoda","Podocopida","Bythocytheridae","Sclerochilus","Ostracoda","Sclerochilus contortus",NA,NA,NA,NA,"Chukchi Sea"
"506",507639,507639,758737,"Species","Sclerocrangon boreas","(Phipps, 1774)",107568,31,3,"Arthropoda","Decapoda","Crangonidae","Sclerocrangon","Malacostraca","Sclerocrangon boreas",NA,NA,NA,NA,"Chukchi Sea"
