"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","gisd","ecoregion"
"123",467579,467579,750972,"Species","Malacoctenus tetranemus","(Cope, 1877)",281502,TRUE,"LC",8,1,"Chordata","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus tetranemus","Actinopteri",NA,"Western Galapagos Islands"
"124",467583,467583,750972,"Species","Malacoctenus zonifer","(Jordan & Gilbert, 1882)",281506,TRUE,"LC",1,1,"Chordata","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus zonifer","Actinopteri",NA,"Western Galapagos Islands"
"125",469133,469133,643093,"Species","Melamphaes laeviceps","Ebeling, 1962",274930,NA,NA,1,1,"Chordata","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes laeviceps","Actinopteri",NA,"Western Galapagos Islands"
"126",470038,470038,1014036,"Genus","Mesochra","Boeck, 1865",115241,NA,NA,1,1,"Arthropoda","Harpacticoida","Canthocamptidae","Mesochra",NA,NA,NA,"Western Galapagos Islands"
"127",470123,470123,763193,"Genus","Mesoplodon","Gervais, 1850",137034,NA,NA,1,1,"Chordata","Cetartiodactyla","Ziphiidae","Mesoplodon",NA,"Mammalia",NA,"Western Galapagos Islands"
"128",470126,470126,470123,"Species","Mesoplodon densirostris","(de Blainville, 1817)",137122,TRUE,"DD",1,1,"Chordata","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon densirostris","Mammalia",NA,"Western Galapagos Islands"
"129",472375,472375,645312,"Species","Mola mola","(Linnaeus, 1758)",127405,NA,NA,2,1,"Chordata","Tetraodontiformes","Molidae","Mola","Mola mola","Actinopteri",NA,"Western Galapagos Islands"
"130",473396,473396,698814,"Species","Mugil galapagensis","Ebeling, 1961",273651,NA,NA,14,3,"Chordata","Perciformes","Mugilidae","Mugil","Mugil galapagensis","Actinopteri",NA,"Western Galapagos Islands"
"131",473955,473955,768906,"Genus","Muricea","Lamouroux, 1821",177745,NA,NA,4,2,"Cnidaria","Alcyonacea","Plexauridae","Muricea",NA,"Anthozoa",NA,"Western Galapagos Islands"
"132",474126,474126,698872,"Species","Mustelus mento","Cope, 1877",271390,TRUE,"NT",3,2,"Chordata","Carcharhiniformes","Triakidae","Mustelus","Mustelus mento","Elasmobranchii",NA,"Western Galapagos Islands"
"133",474267,474267,698879,"Species","Mycteroperca olfax","(Jenyns, 1840)",273881,TRUE,"VU",236,3,"Chordata","Perciformes","Serranidae","Mycteroperca","Mycteroperca olfax","Actinopteri",NA,"Western Galapagos Islands"
"134",474279,474279,474278,"Species","Myctophum affine","(Lütken, 1892)",158902,NA,NA,16,1,"Chordata","Myctophiformes","Myctophidae","Myctophum","Myctophum affine","Actinopteri",NA,"Western Galapagos Islands"
"135",474284,474284,474278,"Species","Myctophum aurolaternatum","Garman, 1899",217715,NA,NA,4,1,"Chordata","Myctophiformes","Myctophidae","Myctophum","Myctophum aurolaternatum","Actinopteri",NA,"Western Galapagos Islands"
"136",474288,474288,474278,"Species","Myctophum brachygnathum","(Bleeker, 1856)",272720,NA,NA,1,1,"Chordata","Myctophiformes","Myctophidae","Myctophum","Myctophum brachygnathum","Actinopteri",NA,"Western Galapagos Islands"
"137",474308,474308,474278,"Species","Myctophum nitidulum","Garman, 1899",126626,NA,NA,2,2,"Chordata","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum","Actinopteri",NA,"Western Galapagos Islands"
"138",474374,474374,474364,"Species","Myliobatis peruvianus","Garman, 1913",271490,TRUE,"DD",1,1,"Chordata","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis peruvianus","Elasmobranchii",NA,"Western Galapagos Islands"
"139",474708,474708,489355,"Order","Mysida","Boas, 1883",149668,NA,NA,3,1,"Arthropoda","Mysida",NA,NA,NA,"Malacostraca",NA,"Western Galapagos Islands"
"140",475086,475086,475069,"Species","Nannobrachium ritteri","(Gilbert, 1915)",275870,NA,NA,4,1,"Chordata","Myctophiformes","Myctophidae","Nannobrachium","Nannobrachium ritteri","Actinopteri",NA,"Western Galapagos Islands"
"141",475833,475833,475832,"Species","Naucrates ductor","(Linnaeus, 1758)",126811,NA,NA,1,1,"Chordata","Perciformes","Carangidae","Naucrates","Naucrates ductor","Actinopteri",NA,"Western Galapagos Islands"
"142",476075,476075,647975,"Species","Nealotus tripes","Johnson, 1865",126864,NA,NA,2,1,"Chordata","Perciformes","Gempylidae","Nealotus","Nealotus tripes","Actinopteri",NA,"Western Galapagos Islands"
"143",478166,478166,776764,"Species","Nexilosus latifrons","(Tschudi, 1846)",281746,TRUE,"LC",17,3,"Chordata","Perciformes","Pomacentridae","Nexilosus","Nexilosus latifrons","Actinopteri",NA,"Western Galapagos Islands"
"144",479000,479000,478999,"Species","Notolychnus valdiviae","(Brauer, 1904)",126629,NA,NA,5,1,"Chordata","Myctophiformes","Myctophidae","Notolychnus","Notolychnus valdiviae","Actinopteri",NA,"Western Galapagos Islands"
"145",479384,479384,773193,"Species","Novaculichthys taeniourus","(Lacepède, 1801)",219035,TRUE,"LC",2,1,"Chordata","Perciformes","Labridae","Novaculichthys","Novaculichthys taeniourus","Actinopteri",NA,"Western Galapagos Islands"
"146",480371,480371,753588,"Species","Odontoscion eurymesops","(Heller & Snodgrass, 1903)",281838,TRUE,"VU",12,2,"Chordata","Perciformes","Sciaenidae","Odontoscion","Odontoscion eurymesops","Actinopteri",NA,"Western Galapagos Islands"
"147",480592,480592,699148,"Species","Ogcocephalus darwini","Hubbs, 1958",275906,TRUE,"LC",18,3,"Chordata","Lophiiformes","Ogcocephalidae","Ogcocephalus","Ogcocephalus darwini","Actinopteri",NA,"Western Galapagos Islands"
"148",481793,481793,481789,"Species","Ophidion exul","Robins, 1991",272819,NA,NA,4,2,"Chordata","Ophidiiformes","Ophidiidae","Ophidion","Ophidion exul","Actinopteri",NA,"Western Galapagos Islands"
"149",482398,482398,753894,"Species","Ophiothrix (Ophiothrix) spiculata","Le Conte, 1851",244192,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiotrichidae","Ophiothrix","Ophiothrix (Ophiothrix) spiculata","Ophiuroidea",NA,"Western Galapagos Islands"
"150",482657,482657,699390,"Species","Opisthonema berlangai","Berry & Barrett, 1963",275502,TRUE,"VU",5,2,"Chordata","Clupeiformes","Clupeidae","Opisthonema","Opisthonema berlangai","Actinopteri",NA,"Western Galapagos Islands"
"151",482660,482660,699390,"Species","Opisthonema libertate","(Günther, 1867)",275504,TRUE,"LC",5,1,"Chordata","Clupeiformes","Clupeidae","Opisthonema","Opisthonema libertate","Actinopteri",NA,"Western Galapagos Islands"
"152",482755,482755,482753,"Species","Oplegnathus fasciatus","(Temminck & Schlegel, 1844)",277892,NA,NA,1,1,"Chordata","Perciformes","Oplegnathidae","Oplegnathus","Oplegnathus fasciatus","Actinopteri",NA,"Western Galapagos Islands"
"153",483005,483005,769780,"Species","Orcinus orca","(Linnaeus, 1758)",137102,TRUE,"DD",15,2,"Chordata","Cetartiodactyla","Delphinidae","Orcinus","Orcinus orca","Mammalia",NA,"Western Galapagos Islands"
"154",483256,483256,483254,"Species","Orthopristis chalceus","(Günther, 1864)",275741,TRUE,"LC",5,2,"Chordata","Perciformes","Haemulidae","Orthopristis","Orthopristis chalceus","Actinopteri",NA,"Western Galapagos Islands"
"155",483545,483545,1031207,"Class","Ostracoda","Latreille, 1802",1078,NA,NA,9,1,"Arthropoda",NA,NA,NA,NA,"Ostracoda",NA,"Western Galapagos Islands"
"156",483600,483600,755867,"Family","Otariidae","Gray, 1825",231386,NA,NA,20,1,"Chordata","Carnivora","Otariidae",NA,NA,"Mammalia",NA,"Western Galapagos Islands"
"157",483657,483657,771457,"Genus","Otophidium","Gill, 1885",158770,NA,NA,2,1,"Chordata","Ophidiiformes","Ophidiidae","Otophidium",NA,"Actinopteri",NA,"Western Galapagos Islands"
"158",484769,484769,754333,"Species","Palola siciliensis","(Grube, 1840)",130078,NA,NA,1,1,"Annelida","Eunicida","Eunicidae","Palola","Palola siciliensis","Polychaeta",NA,"Western Galapagos Islands"
"159",485148,485148,484648,"Genus","Panulirus","White, 1847",107060,NA,NA,41,1,"Arthropoda","Decapoda","Palinuridae","Panulirus",NA,"Malacostraca",NA,"Western Galapagos Islands"
"160",485165,485165,485148,"Species","Panulirus penicillatus","(Olivier, 1791)",210358,TRUE,"LC",1396,2,"Arthropoda","Decapoda","Palinuridae","Panulirus","Panulirus penicillatus","Malacostraca",NA,"Western Galapagos Islands"
"161",486115,486115,776831,"Species","Paralabrax humeralis","(Valenciennes, 1828)",282056,TRUE,"DD",1,1,"Chordata","Perciformes","Serranidae","Paralabrax","Paralabrax humeralis","Actinopteri",NA,"Western Galapagos Islands"
"162",486271,486271,654093,"Species","Paralichthys woolmani","Jordan & Williams, 1897",275822,TRUE,"DD",3,2,"Chordata","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys woolmani","Actinopteri",NA,"Western Galapagos Islands"
"163",486737,486737,754751,"Species","Paramyxine wisneri","Kuo, Huang & Mok, 1994",282080,TRUE,"LC",1,1,"Chordata","Myxiniformes","Myxinidae","Paramyxine","Paramyxine wisneri","Myxini",NA,"Western Galapagos Islands"
"164",487763,487763,754940,"Species","Pareques perissa","(Heller & Snodgrass, 1903)",282142,TRUE,"DD",16,3,"Chordata","Perciformes","Sciaenidae","Pareques","Pareques perissa","Actinopteri",NA,"Western Galapagos Islands"
"165",487765,487765,754940,"Species","Pareques viola","(Gilbert, 1898)",282144,TRUE,"LC",1,1,"Chordata","Perciformes","Sciaenidae","Pareques","Pareques viola","Actinopteri",NA,"Western Galapagos Islands"
"166",487783,487783,774687,"Species","Pareucalanus attenuatus","(Dana, 1849)",237968,NA,NA,1,1,"Arthropoda","Calanoida","Eucalanidae","Pareucalanus","Pareucalanus attenuatus",NA,NA,"Western Galapagos Islands"
"167",488766,488766,488763,"Species","Pegantha triloba","Haeckel, 1879",117945,NA,NA,1,1,"Cnidaria","Narcomedusae","Solmarisidae","Pegantha","Pegantha triloba","Hydrozoa",NA,"Western Galapagos Islands"
"168",489022,489022,858709,"Superfamily","Penaeoidea","Rafinesque, 1815",106683,NA,NA,3,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",NA,"Western Galapagos Islands"
"169",491700,491700,491698,"Species","Photostomias guernei","Collett, 1889",127372,NA,NA,1,1,"Chordata","Stomiiformes","Stomiidae","Photostomias","Photostomias guernei","Actinopteri",NA,"Western Galapagos Islands"
"170",491789,491789,771514,"Family","Phronimidae","Dana, 1852",101420,NA,NA,5,1,"Arthropoda","Amphipoda","Phronimidae",NA,NA,"Malacostraca",NA,"Western Galapagos Islands"
"171",492197,492197,657850,"Species","Phymactis papillosa","(Lesson, 1830)",290760,NA,NA,2,2,"Cnidaria","Actiniaria","Actiniidae","Phymactis","Phymactis papillosa","Anthozoa",NA,"Western Galapagos Islands"
"172",492276,492276,769786,"Species","Physeter macrocephalus","Linnaeus, 1758",137119,TRUE,"VU",248,7,"Chordata","Cetartiodactyla","Physeteridae","Physeter","Physeter macrocephalus","Mammalia",NA,"Western Galapagos Islands"
"173",495708,495708,756451,"Species","Polymyces wellsi","Cairns, 1991",290839,NA,NA,4,3,"Cnidaria","Scleractinia","Flabellidae","Polymyces","Polymyces wellsi","Anthozoa",NA,"Western Galapagos Islands"
"174",496278,496278,496274,"Species","Pontella danae","Giesbrecht, 1889",354855,NA,NA,1,1,"Arthropoda","Calanoida","Pontellidae","Pontella","Pontella danae",NA,NA,"Western Galapagos Islands"
"175",496317,496317,758844,"Genus","Pontinus","Poey, 1860",126170,NA,NA,12,1,"Chordata","Scorpaeniformes","Scorpaenidae","Pontinus",NA,"Actinopteri",NA,"Western Galapagos Islands"
"176",496337,496337,496317,"Species","Pontinus strigatus","Heller & Snodgrass, 1903",274694,TRUE,"LC",1,1,"Chordata","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus strigatus","Actinopteri",NA,"Western Galapagos Islands"
"177",496861,496861,496855,"Species","Poromitra megalops","(Lütken, 1878)",127274,NA,NA,3,1,"Chordata","Stephanoberyciformes","Melamphaidae","Poromitra","Poromitra megalops","Actinopteri",NA,"Western Galapagos Islands"
"178",497617,497617,699990,"Species","Prionotus miles","Jenyns, 1840",276284,TRUE,"VU",6,3,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus miles","Actinopteri",NA,"Western Galapagos Islands"
"179",498128,498128,776929,"Species","Pronotogrammus multifasciatus","Gill, 1863",282366,TRUE,"LC",1,1,"Chordata","Perciformes","Serranidae","Pronotogrammus","Pronotogrammus multifasciatus","Actinopteri",NA,"Western Galapagos Islands"
"180",498744,498744,509465,"Genus","Protula","Risso, 1826",129575,NA,NA,1,1,"Annelida","Sabellida","Serpulidae","Protula",NA,"Polychaeta",NA,"Western Galapagos Islands"
"181",499055,499055,661972,"Species","Psenes sio","Haedrich, 1970",273682,TRUE,"LC",1,1,"Chordata","Perciformes","Nomeidae","Psenes","Psenes sio","Actinopteri",NA,"Western Galapagos Islands"
"182",499277,499277,777257,"Genus","Pseudarchaster","Sladen, 1889",123304,NA,NA,2,1,"Echinodermata","Paxillosida","Pseudarchasteridae","Pseudarchaster",NA,"Asteroidea",NA,"Western Galapagos Islands"
"183",500334,500334,769782,"Species","Pseudorca crassidens","(Owen, 1846)",137104,TRUE,"DD",5,2,"Chordata","Cetartiodactyla","Delphinidae","Pseudorca","Pseudorca crassidens","Mammalia",NA,"Western Galapagos Islands"
"184",500638,500638,509465,"Genus","Pseudovermilia","Bush, 1907",129576,NA,NA,1,1,"Annelida","Sabellida","Serpulidae","Pseudovermilia",NA,"Polychaeta",NA,"Western Galapagos Islands"
"185",500639,500639,500638,"Species","Pseudovermilia occidentalis","(McIntosh, 1885)",131036,NA,NA,3,1,"Annelida","Sabellida","Serpulidae","Pseudovermilia","Pseudovermilia occidentalis","Polychaeta",NA,"Western Galapagos Islands"
"186",501528,501528,773083,"Species","Pulleniatina obliquiloculata","(Parker & Jones, 1862)",221331,NA,NA,1,1,"Foraminifera","Globigerinida","Pulleniatinidae","Pulleniatina","Pulleniatina obliquiloculata","Globothalamea",NA,"Western Galapagos Islands"
"187",502615,502615,502486,"Species","Raja velezi","Chirichigno F., 1973",271585,TRUE,"DD",2,1,"Chordata","Rajiformes","Rajidae","Raja","Raja velezi","Elasmobranchii",NA,"Western Galapagos Islands"
"188",503046,503046,503045,"Species","Remora albescens","(Temminck & Schlegel, 1850)",302877,TRUE,"LC",1,1,"Chordata","Perciformes","Echeneidae","Remora","Remora albescens","Actinopteri",NA,"Western Galapagos Islands"
"189",505489,505489,505487,"Species","Sagitella kowalewskii","Wagner, 1872",155459,NA,NA,1,1,"Annelida","Phyllodocida","Typhloscolecidae","Sagitella","Sagitella kowalewskii","Polychaeta",NA,"Western Galapagos Islands"
"190",506006,506006,506000,"Species","Sarda orientalis","(Temminck & Schlegel, 1844)",219713,TRUE,"LC",1,1,"Chordata","Perciformes","Scombridae","Sarda","Sarda orientalis","Actinopteri",NA,"Western Galapagos Islands"
"191",506050,506050,700325,"Species","Sardinops sagax","(Jenyns, 1842)",217452,NA,NA,8,1,"Chordata","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax","Actinopteri",NA,"Western Galapagos Islands"
"192",506919,506919,700357,"Species","Scarus compressus","(Osburn & Nichols, 1916)",276043,TRUE,"LC",16,1,"Chordata","Perciformes","Scaridae","Scarus","Scarus compressus","Actinopteri",NA,"Western Galapagos Islands"
"193",507746,507746,507744,"Species","Scolecithrix danae","(Lubbock, 1856)",104821,NA,NA,1,1,"Arthropoda","Calanoida","Scolecitrichidae","Scolecithrix","Scolecithrix danae",NA,NA,"Western Galapagos Islands"
"194",508049,508049,508046,"Subspecies","Scopelogadus mizolepis mizolepis","(Günther, 1878)",293738,NA,NA,2,1,"Chordata","Stephanoberyciformes","Melamphaidae","Scopelogadus","Scopelogadus mizolepis","Actinopteri",NA,"Western Galapagos Islands"
"195",510729,510729,764111,"Order","Siphonophorae","Eschscholtz, 1829",1371,NA,NA,9,1,"Cnidaria","Siphonophorae",NA,NA,NA,"Hydrozoa",NA,"Western Galapagos Islands"
"196",512010,512010,761073,"Genus","Sphoeroides","Anonymous [Lacepède], 1798",126241,NA,NA,1,1,"Chordata","Tetraodontiformes","Tetraodontidae","Sphoeroides",NA,"Actinopteri",NA,"Western Galapagos Islands"
"197",512011,512011,512010,"Species","Sphoeroides angusticeps","(Jenyns, 1842)",275271,TRUE,"LC",12,1,"Chordata","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides angusticeps","Actinopteri",NA,"Western Galapagos Islands"
"198",512109,512109,669623,"Species","Sphyrna zygaena","(Linnaeus, 1758)",105819,TRUE,"VU",1,1,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna zygaena","Elasmobranchii",NA,"Western Galapagos Islands"
"199",512325,512325,669771,"Species","Spirobranchus giganteus","(Pallas, 1766)",209944,NA,NA,2,1,"Annelida","Sabellida","Serpulidae","Spirobranchus","Spirobranchus giganteus","Polychaeta",NA,"Western Galapagos Islands"
"200",512994,512994,700678,"Species","Starksia galapagensis","Rosenblatt & Taylor, 1971",276368,TRUE,"VU",2,2,"Chordata","Perciformes","Labrisomidae","Starksia","Starksia galapagensis","Actinopteri",NA,"Western Galapagos Islands"
"201",513378,513378,513377,"Species","Stenella attenuata","(Gray, 1846)",137105,TRUE,"LC",9,5,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella attenuata","Mammalia",NA,"Western Galapagos Islands"
"202",513381,513381,513377,"Species","Stenella coeruleoalba","(Meyen, 1833)",137107,TRUE,"LC",60,10,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella coeruleoalba","Mammalia",NA,"Western Galapagos Islands"
"203",513384,513384,513377,"Species","Stenella longirostris","(Gray, 1828)",137109,TRUE,"DD",8,4,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella longirostris","Mammalia",NA,"Western Galapagos Islands"
"204",513440,513440,769783,"Species","Steno bredanensis","(G. Cuvier in Lesson, 1828)",137110,TRUE,"LC",2,2,"Chordata","Cetartiodactyla","Delphinidae","Steno","Steno bredanensis","Mammalia",NA,"Western Galapagos Islands"
"205",514316,514316,760234,"Species","Stomias atriventer","Garman, 1899",275178,NA,NA,3,1,"Chordata","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Actinopteri",NA,"Western Galapagos Islands"
"206",514753,514753,771720,"Species","Strongylura exilis","(Girard, 1854)",275978,TRUE,"LC",3,1,"Chordata","Beloniformes","Belonidae","Strongylura","Strongylura exilis","Actinopteri",NA,"Western Galapagos Islands"
"207",515613,515613,760563,"Species","Symphurus atramentatus","Jordan & Bollman, 1890",274233,TRUE,"LC",5,1,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus atramentatus","Actinopteri",NA,"Western Galapagos Islands"
"208",515624,515624,760563,"Species","Symphurus diabolicus","Mahadeva & Munroe, 1990",274240,NA,NA,6,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus diabolicus","Actinopteri",NA,"Western Galapagos Islands"
"209",516632,516632,516627,"Species","Taeniura meyeni","Müller & Henle, 1841",217421,NA,NA,3,1,"Chordata","Myliobatiformes","Dasyatidae","Taeniura","Taeniura meyeni","Elasmobranchii",NA,"Western Galapagos Islands"
"210",517423,517423,517411,"Species","Telmatactis panamensis","(Verrill, 1869)",283684,NA,NA,2,2,"Cnidaria","Actiniaria","Isophelliidae","Telmatactis","Telmatactis panamensis","Anthozoa",NA,"Western Galapagos Islands"
"211",518944,518944,699389,"Order","Thecosomata","Blainville, 1824",13703,NA,NA,9,1,"Mollusca","Thecosomata",NA,NA,NA,"Gastropoda",NA,"Western Galapagos Islands"
"212",519480,519480,775726,"Genus","Thunnus","South, 1845",126065,NA,NA,11,1,"Chordata","Perciformes","Scombridae","Thunnus",NA,"Actinopteri",NA,"Western Galapagos Islands"
"213",519487,519487,519480,"Species","Thunnus obesus","(Lowe, 1839)",127028,TRUE,"VU",10,2,"Chordata","Perciformes","Scombridae","Thunnus","Thunnus obesus","Actinopteri",NA,"Western Galapagos Islands"
"214",520125,520125,761650,"Species","Tomicodon chilensis","Brisout de Barneville, 1846",282989,TRUE,"LC",8,3,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Tomicodon chilensis","Actinopteri",NA,"Western Galapagos Islands"
"215",520133,520133,761650,"Species","Tomicodon petersii","(Garman, 1875)",282998,TRUE,"LC",2,2,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Tomicodon petersii","Actinopteri",NA,"Western Galapagos Islands"
"216",520193,520193,701093,"Species","Tomopteris septentrionalis","Steenstrup, 1849",131568,NA,NA,2,1,"Annelida","Phyllodocida","Tomopteridae","Tomopteris","Tomopteris septentrionalis","Polychaeta",NA,"Western Galapagos Islands"
"217",520516,520516,520492,"Species","Trachinotus stilbe","(Jordan & McGregor, 1898)",273298,TRUE,"LC",1,1,"Chordata","Perciformes","Carangidae","Trachinotus","Trachinotus stilbe","Actinopteri",NA,"Western Galapagos Islands"
"218",520564,520564,520553,"Species","Trachurus murphyi","Nichols, 1920",273303,TRUE,"DD",2,1,"Chordata","Perciformes","Carangidae","Trachurus","Trachurus murphyi","Actinopteri",NA,"Western Galapagos Islands"
"219",520926,520926,773085,"Species","Triaenodon obesus","(Rüppell, 1837)",214557,TRUE,"NT",2,2,"Chordata","Carcharhiniformes","Carcharhinidae","Triaenodon","Triaenodon obesus","Elasmobranchii",NA,"Western Galapagos Islands"
"220",520936,520936,774048,"Species","Triakis maculata","Kner & Steindachner, 1867",279058,TRUE,"VU",2,1,"Chordata","Carcharhiniformes","Triakidae","Triakis","Triakis maculata","Elasmobranchii",NA,"Western Galapagos Islands"
"221",521714,521714,773797,"Species","Triphoturus mexicanus","(Gilbert, 1890)",278566,NA,NA,5,1,"Chordata","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus","Actinopteri",NA,"Western Galapagos Islands"
"222",523097,523097,523093,"Species","Tursiops truncatus","(Montagu, 1821)",137111,TRUE,"LC",78,7,"Chordata","Cetartiodactyla","Delphinidae","Tursiops","Tursiops truncatus","Mammalia",NA,"Western Galapagos Islands"
"223",523700,523700,523690,"Species","Umbrina galapagorum","Steindachner, 1878",273798,TRUE,"VU",7,2,"Chordata","Perciformes","Sciaenidae","Umbrina","Umbrina galapagorum","Actinopteri",NA,"Western Galapagos Islands"
"224",524098,524098,762558,"Species","Uropterygius polystictus","Myers & Wade, 1941",277954,TRUE,"DD",1,1,"Chordata","Anguilliformes","Muraenidae","Uropterygius","Uropterygius polystictus","Actinopteri",NA,"Western Galapagos Islands"
"225",524578,524578,767152,"Genus","Velella","Lamarck, 1801",117200,NA,NA,1,1,"Cnidaria","Anthoathecata","Porpitidae","Velella",NA,"Hydrozoa",NA,"Western Galapagos Islands"
"226",524786,524786,524784,"Species","Vermiliopsis annulata","(Schmarda, 1861)",335016,NA,NA,1,1,"Annelida","Sabellida","Serpulidae","Vermiliopsis","Vermiliopsis annulata","Polychaeta",NA,"Western Galapagos Islands"
"227",526150,526150,526149,"Species","Xiphias gladius","Linnaeus, 1758",127094,TRUE,"LC",1,1,"Chordata","Perciformes","Xiphiidae","Xiphias","Xiphias gladius","Actinopteri",NA,"Western Galapagos Islands"
"228",526296,526296,526295,"Species","Yarrella argenteola","(Garman, 1899)",275829,NA,NA,1,1,"Chordata","Stomiiformes","Phosichthyidae","Yarrella","Yarrella argenteola","Actinopteri",NA,"Western Galapagos Islands"
"229",526460,526460,773210,"Species","Zanclus cornutus","(Linnaeus, 1758)",220083,NA,NA,2,1,"Chordata","Perciformes","Zanclidae","Zanclus","Zanclus cornutus","Actinopteri",NA,"Western Galapagos Islands"
"230",526696,526696,763193,"Genus","Ziphius","Cuvier, 1823",137035,NA,NA,2,2,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius",NA,"Mammalia",NA,"Western Galapagos Islands"
"231",526697,526697,526696,"Species","Ziphius cavirostris","Cuvier, 1823",137127,TRUE,"LC",8,3,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius","Ziphius cavirostris","Mammalia",NA,"Western Galapagos Islands"
"232",527946,527946,774802,"Species","Holothuria (Semperothuria) imitans","Ludwig, 1875",241856,NA,NA,2,1,"Echinodermata","Aspidochirotida","Holothuriidae","Holothuria","Holothuria (Semperothuria) imitans","Holothuroidea",NA,"Western Galapagos Islands"
"233",532140,532140,395729,"Species","Acanthemblemaria castroi","Stephens & Hobson, 1966",279447,TRUE,"VU",3,1,"Chordata","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria castroi","Actinopteri",NA,"Western Galapagos Islands"
"234",534060,534060,430239,"Genus","Apocyclops","Lindberg, 1942",346765,NA,NA,2,1,"Arthropoda","Cyclopoida","Cyclopidae","Apocyclops",NA,NA,NA,"Western Galapagos Islands"
"235",535127,535127,408771,"Subspecies","Auxis thazard brachydorax","Collette & Aadland, 1996",293553,NA,NA,3,1,"Chordata","Perciformes","Scombridae","Auxis","Auxis thazard","Actinopteri",NA,"Western Galapagos Islands"
"236",537124,537124,537122,"Subspecies","Ceramaster grenadensis patagonicus","(Sladen, 1889)",178085,NA,NA,1,1,"Echinodermata","Valvatida","Goniasteridae","Ceramaster","Ceramaster grenadensis","Asteroidea",NA,"Western Galapagos Islands"
"237",538960,538960,429038,"Species","Crypthelia dactylopoma","Cairns, 1986",285779,NA,NA,4,2,"Cnidaria","Anthoathecata","Stylasteridae","Crypthelia","Crypthelia dactylopoma","Hydrozoa",NA,"Western Galapagos Islands"
"238",538965,538965,429038,"Species","Crypthelia glebulenta","Cairns, 1986",285784,NA,NA,4,2,"Cnidaria","Anthoathecata","Stylasteridae","Crypthelia","Crypthelia glebulenta","Hydrozoa",NA,"Western Galapagos Islands"
"239",539366,539366,430894,"Species","Cymothoa exigua","Schioedte & Meinert, 1884",256755,NA,NA,1,1,"Arthropoda","Isopoda","Cymothoidae","Cymothoa","Cymothoa exigua","Malacostraca",NA,"Western Galapagos Islands"
"240",540299,540299,697136,"Species","Distichopora laevigranulosa","Cairns, 1986",288328,NA,NA,2,2,"Cnidaria","Anthoathecata","Stylasteridae","Distichopora","Distichopora laevigranulosa","Hydrozoa",NA,"Western Galapagos Islands"
"241",541359,541359,768484,"Species","Eucheilota comata","(Bigelow, 1909)",284635,NA,NA,1,1,"Cnidaria","Leptothecata","Lovenellidae","Eucheilota","Eucheilota comata","Hydrozoa",NA,"Western Galapagos Islands"
"242",542155,542155,443876,"Species","Firoloida desmarestia","Lesueur, 1817",139943,NA,NA,1,1,"Mollusca","Littorinimorpha","Pterotracheidae","Firoloida","Firoloida desmarestia","Gastropoda",NA,"Western Galapagos Islands"
"243",543550,543550,452121,"Species","Heliaster cumingi","(Gray, 1840)",255072,NA,NA,4,1,"Echinodermata","Forcipulatida","Heliasteridae","Heliaster","Heliaster cumingi","Asteroidea",NA,"Western Galapagos Islands"
"244",544301,544301,455653,"Species","Hydroides inermis","Monro, 1933",338017,NA,NA,3,1,"Annelida","Sabellida","Serpulidae","Hydroides","Hydroides inermis","Polychaeta",NA,"Western Galapagos Islands"
"245",544304,544304,455653,"Species","Hydroides ochotereana","Rioja, 1941",328462,NA,NA,1,1,"Annelida","Sabellida","Serpulidae","Hydroides","Hydroides ochotereana","Polychaeta",NA,"Western Galapagos Islands"
"246",545237,545237,778301,"Species","Lateracanthus quadripedis","Kabata & Gusev, 1966",352698,NA,NA,1,1,"Arthropoda","Poecilostomatoida","Chondracanthidae","Lateracanthus","Lateracanthus quadripedis",NA,NA,"Western Galapagos Islands"
