"","id","valid_id","parent_id","rank_name","tname","tauthor","records","datasets","phylum","family","genus","species","class","order","worms_id","redlist","status","gisd","hab","ecoregion"
"1515",442437,442437,745166,"Genus","Eurystomina","Filipjev, 1921",1,1,"Nematoda","Enchelidiidae","Eurystomina",NA,"Enoplea","Enoplida",2559,NA,NA,NA,NA,"Floridian"
"1516",442458,442458,515418,"Genus","Eurysyllis","Ehlers, 1864",9,1,"Annelida","Syllidae","Eurysyllis",NA,"Polychaeta","Phyllodocida",129652,NA,NA,NA,NA,"Floridian"
"1517",442460,442460,442458,"Species","Eurysyllis tuberculata","Ehlers, 1864",20,5,"Annelida","Syllidae","Eurysyllis","Eurysyllis tuberculata","Polychaeta","Phyllodocida",131288,NA,NA,NA,NA,"Floridian"
"1518",442473,442473,442471,"Species","Eurythenes obesus","(Chevreux, 1905)",1,1,"Arthropoda","Eurytheneidae","Eurythenes","Eurythenes obesus","Malacostraca","Amphipoda",102564,NA,NA,NA,NA,"Floridian"
"1519",442477,442477,745952,"Species","Eurythoe complanata","(Pallas, 1766)",7,2,"Annelida","Amphinomidae","Eurythoe","Eurythoe complanata","Polychaeta","Amphinomida",129829,NA,NA,NA,NA,"Floridian"
"1520",442516,442516,745958,"Species","Eusarsiella zostericola","(Cushman, 1906) Poulsen, 1965",111,4,"Arthropoda","Sarsiellidae","Eusarsiella","Eusarsiella zostericola","Ostracoda","Myodocopida",127896,NA,NA,NA,NA,"Floridian"
"1521",442532,442532,772501,"Family","Eusiridae","Stebbing, 1888",2,2,"Arthropoda","Eusiridae",NA,NA,"Malacostraca","Amphipoda",101380,NA,NA,NA,NA,"Floridian"
"1522",442579,442579,442561,"Species","Euspira triseriata","(Say, 1826)",2,2,"Mollusca","Naticidae","Euspira","Euspira triseriata","Gastropoda","Littorinimorpha",160323,NA,NA,NA,NA,"Floridian"
"1523",442586,442586,442581,"Species","Eustomias arborifer","Parr, 1927",2,1,"Chordata","Stomiidae","Eustomias","Eustomias arborifer","Actinopteri","Stomiiformes",158849,NA,NA,NA,NA,"Floridian"
"1524",442593,442593,442581,"Species","Eustomias bibulbosus","Parr, 1927",3,1,"Chordata","Stomiidae","Eustomias","Eustomias bibulbosus","Actinopteri","Stomiiformes",158850,NA,NA,NA,NA,"Floridian"
"1525",442595,442595,442581,"Species","Eustomias bigelowi","Welsh, 1923",2,1,"Chordata","Stomiidae","Eustomias","Eustomias bigelowi","Actinopteri","Stomiiformes",275069,NA,NA,NA,NA,"Floridian"
"1526",442603,442603,442581,"Species","Eustomias brevibarbatus","Parr, 1927",6,2,"Chordata","Stomiidae","Eustomias","Eustomias brevibarbatus","Actinopteri","Stomiiformes",158852,NA,NA,NA,NA,"Floridian"
"1527",442616,442616,442581,"Species","Eustomias dendriticus","Regan & Trewavas, 1930",2,1,"Chordata","Stomiidae","Eustomias","Eustomias dendriticus","Actinopteri","Stomiiformes",275086,NA,NA,NA,NA,"Floridian"
"1528",442624,442624,442581,"Species","Eustomias fissibarbis","(Pappenheim, 1912)",2,1,"Chordata","Stomiidae","Eustomias","Eustomias fissibarbis","Actinopteri","Stomiiformes",158855,NA,NA,NA,NA,"Floridian"
"1529",442630,442630,442581,"Species","Eustomias hypopsilus","Gomon & Gibbs, 1985",2,1,"Chordata","Stomiidae","Eustomias","Eustomias hypopsilus","Actinopteri","Stomiiformes",275095,NA,NA,NA,NA,"Floridian"
"1530",442641,442641,442581,"Species","Eustomias longibarba","Parr, 1927",2,1,"Chordata","Stomiidae","Eustomias","Eustomias longibarba","Actinopteri","Stomiiformes",127344,NA,NA,NA,NA,"Floridian"
"1531",442645,442645,442581,"Species","Eustomias macrophthalmus","Parr, 1927",6,1,"Chordata","Stomiidae","Eustomias","Eustomias macrophthalmus","Actinopteri","Stomiiformes",275107,NA,NA,NA,NA,"Floridian"
"1532",442646,442646,442581,"Species","Eustomias macrurus","Regan & Trewavas, 1930",2,1,"Chordata","Stomiidae","Eustomias","Eustomias macrurus","Actinopteri","Stomiiformes",127346,NA,NA,NA,NA,"Floridian"
"1533",442653,442653,442581,"Species","Eustomias micraster","Parr, 1927",2,1,"Chordata","Stomiidae","Eustomias","Eustomias micraster","Actinopteri","Stomiiformes",275115,NA,NA,NA,NA,"Floridian"
"1534",442658,442658,442581,"Species","Eustomias obscurus","Vaillant, 1884",2,1,"Chordata","Stomiidae","Eustomias","Eustomias obscurus","Actinopteri","Stomiiformes",127347,NA,NA,NA,NA,"Floridian"
"1535",442666,442666,442581,"Species","Eustomias polyaster","Parr, 1927",2,1,"Chordata","Stomiidae","Eustomias","Eustomias polyaster","Actinopteri","Stomiiformes",158728,NA,NA,NA,NA,"Floridian"
"1536",442674,442674,442581,"Species","Eustomias schmidti","Regan & Trewavas, 1930",3,1,"Chordata","Stomiidae","Eustomias","Eustomias schmidti","Actinopteri","Stomiiformes",127348,NA,NA,NA,NA,"Floridian"
"1537",442694,442694,442693,"Genus","Eusyllis","Malmgren, 1867",48,1,"Annelida","Syllidae","Eusyllis",NA,"Polychaeta","Phyllodocida",129653,NA,NA,NA,NA,"Floridian"
"1538",442695,442695,442694,"Species","Eusyllis assimilis","Marenzeller, 1875",1,1,"Annelida","Syllidae","Eusyllis","Eusyllis assimilis","Polychaeta","Phyllodocida",131289,NA,NA,NA,NA,"Floridian"
"1539",442703,442703,442694,"Species","Eusyllis kupfferi","Langerhans, 1879",4,2,"Annelida","Syllidae","Eusyllis","Eusyllis kupfferi","Polychaeta","Phyllodocida",195955,NA,NA,NA,NA,"Floridian"
"1540",442704,442704,442694,"Species","Eusyllis lamelligera","Marion & Bobretzky, 1875",8,3,"Annelida","Syllidae","Eusyllis","Eusyllis lamelligera","Polychaeta","Phyllodocida",131292,NA,NA,NA,NA,"Floridian"
"1541",442716,442716,767519,"Species","Eusynstyela tincta","(Van Name, 1902)",4,2,"Chordata","Styelidae","Eusynstyela","Eusynstyela tincta","Ascidiacea","Stolidobranchia",252983,NA,NA,NA,NA,"Floridian"
"1542",442740,442740,761309,"Genus","Euthelepus","McIntosh, 1885",4,3,"Annelida","Terebellidae","Euthelepus",NA,"Polychaeta","Terebellida",129694,NA,NA,NA,NA,"Floridian"
"1543",442775,442775,768479,"Species","Eutima gracilis","(Forbes & Goodsir, 1853)",1,1,"Cnidaria","Eirenidae","Eutima","Eutima gracilis","Hydrozoa","Leptothecata",117515,NA,NA,NA,NA,"Floridian"
"1544",442779,442779,768479,"Species","Eutima mira","McCrady, 1859",1,1,"Cnidaria","Eirenidae","Eutima","Eutima mira","Hydrozoa","Leptothecata",117516,NA,NA,NA,NA,"Floridian"
"1545",442783,442783,626345,"Species","Eutintinnus apertus","Kofoid & Campbell, 1929",4,1,"Ciliophora","Tintinnidae","Eutintinnus","Eutintinnus apertus","Oligotrichea","Choreotrichida",235770,NA,NA,NA,NA,"Floridian"
"1546",442826,442826,773719,"Species","Euvola raveneli","(Dall, 1898)",70,3,"Mollusca","Pectinidae","Euvola","Euvola raveneli","Bivalvia","Pectinoida",394070,NA,NA,NA,NA,"Floridian"
"1547",442827,442827,773719,"Species","Euvola ziczac","(Linnaeus, 1758)",28,2,"Mollusca","Pectinidae","Euvola","Euvola ziczac","Bivalvia","Pectinoida",394073,NA,NA,NA,NA,"Floridian"
"1548",442879,442879,746013,"Species","Evermannella indica","Brauer, 1906",2,1,"Chordata","Evermannellidae","Evermannella","Evermannella indica","Actinopteri","Aulopiformes",126339,NA,NA,NA,NA,"Floridian"
"1549",442993,442993,422867,"Genus","Excirolana","Richardson, 1912",1,1,"Arthropoda","Cirolanidae","Excirolana",NA,"Malacostraca","Isopoda",206208,NA,NA,NA,NA,"Floridian"
"1550",443001,443001,426632,"Genus","Excorallana","Stebbing, 1904",11,3,"Arthropoda","Corallanidae","Excorallana",NA,"Malacostraca","Isopoda",248749,NA,NA,NA,NA,"Floridian"
"1551",443002,443002,443001,"Species","Excorallana delaneyi","Stone & Heard, 1989",4,3,"Arthropoda","Corallanidae","Excorallana","Excorallana delaneyi","Malacostraca","Isopoda",260366,NA,NA,NA,NA,"Floridian"
"1552",443003,443003,443001,"Species","Excorallana tricornis","(Hansen, 1890)",18,2,"Arthropoda","Corallanidae","Excorallana","Excorallana tricornis","Malacostraca","Isopoda",260378,NA,NA,NA,NA,"Floridian"
"1553",443004,443004,443003,"Subspecies","Excorallana tricornis tricornis","(Hansen, 1890)",2,2,"Arthropoda","Corallanidae","Excorallana","Excorallana tricornis","Malacostraca","Isopoda",264480,NA,NA,NA,NA,"Floridian"
"1554",443006,443006,776463,"Species","Exechodontes daidaleus","DeWitt, 1977",6,4,"Chordata","Zoarcidae","Exechodontes","Exechodontes daidaleus","Actinopteri","Perciformes",280768,NA,NA,NA,NA,"Floridian"
"1555",443009,443009,768061,"Species","Exechonella antillea","(Osburn, 1927)",29,4,"Bryozoa","Exechonellidae","Exechonella","Exechonella antillea","Gymnolaemata","Cheilostomatida",111502,NA,NA,NA,NA,"Floridian"
"1556",443091,443091,443151,"Genus","Exogone","Örsted, 1845",420,5,"Annelida","Syllidae","Exogone",NA,"Polychaeta","Phyllodocida",129654,NA,NA,NA,NA,"Floridian"
"1557",443123,443123,443091,"Species","Exogone atlantica","Perkins, 1981",344,5,"Annelida","Syllidae","Exogone","Exogone atlantica","Polychaeta","Phyllodocida",327967,NA,NA,NA,NA,"Floridian"
"1558",443127,443127,443091,"Species","Exogone dispar","(Webster, 1879)",793,6,"Annelida","Syllidae","Exogone","Exogone dispar","Polychaeta","Phyllodocida",333453,NA,NA,NA,NA,"Floridian"
"1559",443138,443138,443091,"Species","Exogone naidina","Örsted, 1845",12,3,"Annelida","Syllidae","Exogone","Exogone naidina","Polychaeta","Phyllodocida",327985,NA,NA,NA,NA,"Floridian"
"1560",443139,443139,443091,"Species","Exogone naidinoides","Westheide, 1974",2,2,"Annelida","Syllidae","Exogone","Exogone naidinoides","Polychaeta","Phyllodocida",327986,NA,NA,NA,NA,"Floridian"
"1561",443148,443148,443091,"Species","Exogone verugera","(Claparède, 1868)",62,3,"Annelida","Syllidae","Exogone","Exogone verugera","Polychaeta","Phyllodocida",333456,NA,NA,NA,NA,"Floridian"
"1562",443226,443226,778844,"Species","Fabia tellinae","Cobb, 1973",4,2,"Arthropoda","Pinnotheridae","Fabia","Fabia tellinae","Malacostraca","Decapoda",377867,NA,NA,NA,NA,"Floridian"
"1563",443227,443227,746069,"Genus","Fabricia","Blainville, 1828",95,2,"Annelida",NA,"Fabricia",NA,"Polychaeta","Sabellida",129529,NA,NA,NA,NA,"Floridian"
"1564",443242,443242,746070,"Species","Fabricinuda limnicola","(Hartman, 1951)",5,1,"Annelida",NA,"Fabricinuda","Fabricinuda limnicola","Polychaeta","Sabellida",333461,NA,NA,NA,NA,"Floridian"
"1565",443254,443254,753117,"Genus","Facciolella","Whitley, 1938",1,1,"Chordata","Nettastomatidae","Facciolella",NA,"Actinopteri","Anguilliformes",125640,NA,NA,NA,NA,"Floridian"
"1566",443347,443347,443345,"Species","Fargoa bushiana","(Bartsch, 1909)",5,3,"Mollusca","Pyramidellidae","Fargoa","Fargoa bushiana","Gastropoda","Heterobranchia incertae sedis",160330,NA,NA,NA,NA,"Floridian"
"1567",443348,443348,443345,"Species","Fargoa gibbosa","(Bush, 1909)",24,3,"Mollusca","Pyramidellidae","Fargoa","Fargoa gibbosa","Gastropoda","Heterobranchia incertae sedis",160335,NA,NA,NA,NA,"Floridian"
"1568",443363,443363,443362,"Species","Farrania frigida","(Wolfenden, 1911)",1,1,"Arthropoda","Clausocalanidae","Farrania","Farrania frigida",NA,"Calanoida",221246,NA,NA,NA,NA,"Floridian"
"1569",443370,443370,746102,"Species","Farranula gracilis","(Dana, 1849)",4,1,"Arthropoda","Corycaeidae","Farranula","Farranula gracilis",NA,"Poecilostomatoida",128813,NA,NA,NA,NA,"Floridian"
"1570",443371,443371,746102,"Species","Farranula rostrata","(Claus, 1863)",4,1,"Arthropoda","Corycaeidae","Farranula","Farranula rostrata",NA,"Poecilostomatoida",128814,NA,NA,NA,NA,"Floridian"
"1571",443372,443372,443374,"Genus","Farrea","Bowerbank, 1862",2,2,"Porifera","Farreidae","Farrea",NA,"Hexactinellida","Hexactinosida",132107,NA,NA,NA,NA,"Floridian"
"1572",443610,443610,768177,"Species","Favulina hexagona","(Williamson, 1848)",4,1,"Foraminifera","Ellipsolagenidae","Favulina","Favulina hexagona","Foraminifera incertae sedis","Lagenida",113193,NA,NA,NA,NA,"Floridian"
"1573",443646,443646,443639,"Species","Feldmannia indica","(Sonder) Womersley & A.Bailey, 1970",2,1,"Ochrophyta","Acinetosporaceae","Feldmannia","Feldmannia indica","Phaeophyceae","Ectocarpales",214287,NA,NA,NA,NA,"Floridian"
"1574",443670,443670,683123,"Species","Fenestraja cubensis","(Bigelow & Schroeder, 1950)",2,1,"Chordata","Rajidae","Fenestraja","Fenestraja cubensis","Elasmobranchii","Rajiformes",275415,TRUE,"DD",NA,NA,"Floridian"
"1575",443690,443690,443683,"Species","Fenestrulina malusii","(Audouin, 1826)",1,1,"Bryozoa","Microporellidae","Fenestrulina","Fenestrulina malusii","Gymnolaemata","Cheilostomatida",111418,NA,NA,NA,NA,"Floridian"
"1576",443716,443716,443715,"Species","Feresa attenuata","Gray, 1874",5,1,"Chordata","Delphinidae","Feresa","Feresa attenuata","Mammalia","Cetartiodactyla",137095,TRUE,"DD",NA,NA,"Floridian"
"1577",443720,443720,767594,"Species","Ferosagitta hispida","(Conant, 1895)",11,3,"Chaetognatha","Sagittidae","Ferosagitta","Ferosagitta hispida","Sagittoidea","Aphragmophora",105432,NA,NA,NA,NA,"Floridian"
"1578",443756,443756,443754,"Species","Ficopomatus enigmaticus","(Fauvel, 1923)",5,1,"Annelida","Serpulidae","Ficopomatus","Ficopomatus enigmaticus","Polychaeta","Sabellida",130988,NA,NA,TRUE,NA,"Floridian"
"1579",443763,443763,443758,"Species","Ficus ficus","(Linnaeus, 1758)",14,4,"Mollusca","Ficidae","Ficus","Ficus ficus","Gastropoda","Littorinimorpha",214982,NA,NA,NA,NA,"Floridian"
"1580",443788,443788,768495,"Species","Filellum serpens","(Hassall, 1848)",1,1,"Cnidaria","Lafoeidae","Filellum","Filellum serpens","Hydrozoa","Leptothecata",117690,NA,NA,NA,NA,"Floridian"
"1581",443789,443789,768495,"Species","Filellum serratum","(Clarke, 1879)",4,1,"Cnidaria","Lafoeidae","Filellum","Filellum serratum","Hydrozoa","Leptothecata",117691,NA,NA,NA,NA,"Floridian"
"1582",443840,443840,509465,"Genus","Filogranula","Langerhans, 1884",33,3,"Annelida","Serpulidae","Filogranula",NA,"Polychaeta","Sabellida",129564,NA,NA,NA,NA,"Floridian"
"1583",443854,443854,759224,"Genus","Fimbriosthenelais","Pettibone, 1971",122,4,"Annelida","Sigalionidae","Fimbriosthenelais",NA,"Polychaeta","Phyllodocida",129588,NA,NA,NA,NA,"Floridian"
"1584",443859,443859,443854,"Species","Fimbriosthenelais minor","(Pruvot & Racovitza, 1895)",754,6,"Annelida","Sigalionidae","Fimbriosthenelais","Fimbriosthenelais minor","Polychaeta","Phyllodocida",131065,NA,NA,NA,NA,"Floridian"
"1585",443864,443864,626957,"Species","Finella adamsi","(Dall, 1889)",39,4,"Mollusca","Scaliolidae","Finella","Finella adamsi","Gastropoda","Caenogastropoda incertae sedis",419537,NA,NA,NA,NA,"Floridian"
"1586",443904,443904,774159,"Genus","Fissurella","Bruguière, 1789",4,2,"Mollusca","Fissurellidae","Fissurella",NA,"Gastropoda",NA,138013,NA,NA,NA,NA,"Floridian"
"1587",443907,443907,443904,"Species","Fissurella barbadensis","(Gmelin, 1791)",2,1,"Mollusca","Fissurellidae","Fissurella","Fissurella barbadensis","Gastropoda",NA,419355,NA,NA,NA,NA,"Floridian"
"1588",443923,443923,766654,"Family","Fissurellidae","Fleming, 1822",19,4,"Mollusca","Fissurellidae",NA,NA,"Gastropoda",NA,111,NA,NA,NA,NA,"Floridian"
"1589",443945,443945,443932,"Species","Fissurina lucida","(Williamson, 1848)",4,1,"Foraminifera","Ellipsolagenidae","Fissurina","Fissurina lucida","Foraminifera incertae sedis","Lagenida",113206,NA,NA,NA,NA,"Floridian"
"1590",443946,443946,443932,"Species","Fissurina marginata","(Montagu, 1803)",7,1,"Foraminifera","Ellipsolagenidae","Fissurina","Fissurina marginata","Foraminifera incertae sedis","Lagenida",113207,NA,NA,NA,NA,"Floridian"
"1591",443949,443949,443932,"Species","Fissurina orbignyana","Seguenza, 1862",1,1,"Foraminifera","Ellipsolagenidae","Fissurina","Fissurina orbignyana","Foraminifera incertae sedis","Lagenida",113209,NA,NA,NA,NA,"Floridian"
"1592",443959,443959,771741,"Species","Fistularia commersonii","Rüppell, 1838",1,1,"Chordata","Fistulariidae","Fistularia","Fistularia commersonii","Actinopteri","Syngnathiformes",217966,NA,NA,NA,NA,"Floridian"
"1593",443962,443962,771741,"Species","Fistularia petimba","Lacepède, 1803",2,1,"Chordata","Fistulariidae","Fistularia","Fistularia petimba","Actinopteri","Syngnathiformes",159439,NA,NA,NA,NA,"Floridian"
"1594",443972,443972,746291,"Genus","Flabelliderma","Hartman, 1969",1,1,"Annelida","Flabelligeridae","Flabelliderma",NA,"Polychaeta","Terebellida",182867,NA,NA,NA,NA,"Floridian"
"1595",443979,443979,746291,"Genus","Flabelligera","Sars, 1829",3,2,"Annelida","Flabelligeridae","Flabelligera",NA,"Polychaeta","Terebellida",129291,NA,NA,NA,NA,"Floridian"
"1596",444015,444015,769561,"Genus","Flabellum","Lesson, 1831",3,3,"Cnidaria","Flabellidae","Flabellum",NA,"Anthozoa","Scleractinia",135114,NA,NA,NA,NA,"Floridian"
"1597",444025,444025,805829,"Species","Flabellum (Ulocyathus) angulare","Moseley, 1876",3,2,"Cnidaria","Flabellidae","Flabellum","Flabellum (Ulocyathus) angulare","Anthozoa","Scleractinia",135195,NA,NA,NA,NA,"Floridian"
"1598",444078,444078,805829,"Species","Flabellum (Ulocyathus) moseleyi","Pourtalès, 1880",27,4,"Cnidaria","Flabellidae","Flabellum","Flabellum (Ulocyathus) moseleyi","Anthozoa","Scleractinia",287019,NA,NA,NA,NA,"Floridian"
"1599",444121,444121,767595,"Species","Flaccisagitta enflata","(Grassi, 1881)",4,1,"Chaetognatha","Sagittidae","Flaccisagitta","Flaccisagitta enflata","Sagittoidea","Aphragmophora",105434,NA,NA,NA,NA,"Floridian"
"1600",444122,444122,767595,"Species","Flaccisagitta hexaptera","(d'Orbigny, 1836)",3,2,"Chaetognatha","Sagittidae","Flaccisagitta","Flaccisagitta hexaptera","Sagittoidea","Aphragmophora",105435,NA,NA,NA,NA,"Floridian"
"1601",444131,444131,444130,"Species","Flagellostomias boureei","(Zugmayer, 1913)",2,1,"Chordata","Stomiidae","Flagellostomias","Flagellostomias boureei","Actinopteri","Stomiiformes",127351,NA,NA,NA,NA,"Floridian"
"1602",444154,444154,776468,"Species","Floridichthys carpio","(Günther, 1866)",1303,6,"Chordata","Cyprinodontidae","Floridichthys","Floridichthys carpio","Actinopteri","Cyprinodontiformes",280790,NA,NA,NA,NA,"Floridian"
"1603",444225,444225,771750,"Species","Foetorepus agassizii","(Goode & Bean, 1888)",33,7,"Chordata","Callionymidae","Foetorepus","Foetorepus agassizii","Actinopteri","Perciformes",276339,NA,NA,NA,NA,"Floridian"
"1604",444258,444258,769388,"Genus","Forcepia","Carter, 1874",47,1,"Porifera","Coelosphaeridae","Forcepia",NA,"Demospongiae","Poecilosclerida",131921,NA,NA,NA,NA,"Floridian"
"1605",444282,444282,697523,"Species","Forskalia edwardsi","Kölliker, 1853",1,1,"Cnidaria","Forskaliidae","Forskalia","Forskalia edwardsi","Hydrozoa","Siphonophorae",135501,NA,NA,NA,NA,"Floridian"
"1606",444335,444335,746390,"Species","Fowleria punctulata","(Rüppell, 1838)",1,1,"Chordata","Apogonidae","Fowleria","Fowleria punctulata","Actinopteri","Perciformes",277516,NA,NA,NA,NA,"Floridian"
"1607",444438,444438,771528,"Species","Fragilonemertes rosea","(Leidy, 1851)",1,1,"Nemertea","Lineidae","Fragilonemertes","Fragilonemertes rosea","Anopla",NA,155868,NA,NA,NA,NA,"Floridian"
"1608",444476,444476,746418,"Species","Fregata magnificens","Mathews, 1914",23,2,"Chordata","Fregatidae","Fregata","Fregata magnificens","Aves","Pelecaniformes",343999,TRUE,"LC",NA,NA,"Floridian"
"1609",444492,444492,779837,"Species","Frevillea hirsuta","(Borradaile, 1916)",15,3,"Arthropoda","Euryplacidae","Frevillea","Frevillea hirsuta","Malacostraca","Decapoda",422059,NA,NA,NA,NA,"Floridian"
"1610",444532,444532,770047,"Species","Frigidoalvania pelagica","(Stimpson, 1851)",4,2,"Mollusca","Rissoidae","Frigidoalvania","Frigidoalvania pelagica","Gastropoda","Littorinimorpha",159775,NA,NA,NA,NA,"Floridian"
"1611",444697,444697,444693,"Species","Funchalia villosa","(Bouvier, 1905)",4,1,"Arthropoda","Penaeidae","Funchalia","Funchalia villosa","Malacostraca","Decapoda",107100,NA,NA,NA,NA,"Floridian"
"1612",444712,444712,771722,"Species","Fundulus confluentus","Goode & Bean, 1879",7,4,"Chordata","Fundulidae","Fundulus","Fundulus confluentus","Actinopteri","Cyprinodontiformes",159294,TRUE,"LC",NA,NA,"Floridian"
"1613",444717,444717,771722,"Species","Fundulus grandis","Baird & Girard, 1853",25,2,"Chordata","Fundulidae","Fundulus","Fundulus grandis","Actinopteri","Cyprinodontiformes",276030,NA,NA,NA,NA,"Floridian"
"1614",444719,444719,771722,"Species","Fundulus jenkinsi","(Evermann, 1892)",2,1,"Chordata","Fundulidae","Fundulus","Fundulus jenkinsi","Actinopteri","Cyprinodontiformes",276031,NA,NA,NA,NA,"Floridian"
"1615",444730,444730,771722,"Species","Fundulus pulvereus","(Evermann, 1892)",2,1,"Chordata","Fundulidae","Fundulus","Fundulus pulvereus","Actinopteri","Cyprinodontiformes",276033,NA,NA,NA,NA,"Floridian"
"1616",444736,444736,771722,"Species","Fundulus similis","(Baird & Girard, 1853)",34,5,"Chordata","Fundulidae","Fundulus","Fundulus similis","Actinopteri","Cyprinodontiformes",276034,NA,NA,NA,NA,"Floridian"
"1617",444830,444830,444817,"Species","Fungiacyathus crispus","(Pourtalès, 1871)",1,1,"Cnidaria","Fungiacyathidae","Fungiacyathus","Fungiacyathus crispus","Anthozoa","Scleractinia",135203,NA,NA,NA,NA,"Floridian"
"1618",444856,444856,444817,"Species","Fungiacyathus symmetricus","(Pourtalès, 1871)",1,1,"Cnidaria","Fungiacyathidae","Fungiacyathus","Fungiacyathus symmetricus","Anthozoa","Scleractinia",287088,NA,NA,NA,NA,"Floridian"
"1619",444868,444868,697544,"Species","Funiculina quadrangularis","(Pallas, 1766)",4,1,"Cnidaria","Funiculinidae","Funiculina","Funiculina quadrangularis","Anthozoa","Pennatulacea",128506,NA,NA,NA,NA,"Floridian"
"1620",444915,444915,825497,"Genus","Fusinus","Rafinesque, 1815",5,4,"Mollusca","Fasciolariidae","Fusinus",NA,"Gastropoda","Neogastropoda",138002,NA,NA,NA,NA,"Floridian"
"1621",445016,445016,445009,"Species","Fustiaria stenoschiza","(Pilsbry & Sharp, 1897)",1,1,"Mollusca","Fustiariidae","Fustiaria","Fustiaria stenoschiza","Scaphopoda","Dentaliida",344264,NA,NA,NA,NA,"Floridian"
"1622",445033,445033,445029,"Species","Gabrielona sulcifera","Robertson, 1973",5,3,"Mollusca","Phasianellidae","Gabrielona","Gabrielona sulcifera","Gastropoda",NA,419488,NA,NA,NA,NA,"Floridian"
"1623",445043,445043,627885,"Species","Gadella maraldi","(Risso, 1810)",3,1,"Chordata","Moridae","Gadella","Gadella maraldi","Actinopteri","Gadiformes",126488,NA,NA,NA,NA,"Floridian"
"1624",445081,445081,445076,"Species","Gadomus dispar","(Vaillant, 1888)",1,1,"Chordata","Macrouridae","Gadomus","Gadomus dispar","Actinopteri","Gadiformes",126470,NA,NA,NA,NA,"Floridian"
"1625",445086,445086,445076,"Species","Gadomus longifilis","(Goode & Bean, 1885)",2,1,"Chordata","Macrouridae","Gadomus","Gadomus longifilis","Actinopteri","Gadiformes",126471,NA,NA,NA,NA,"Floridian"
"1626",445111,445111,398634,"Genus","Gaetanus","Giesbrecht, 1888",1,1,"Arthropoda","Aetideidae","Gaetanus",NA,NA,"Calanoida",104121,NA,NA,NA,NA,"Floridian"
"1627",445113,445113,445111,"Species","Gaetanus armiger","Giesbrecht, 1888",2,1,"Arthropoda","Aetideidae","Gaetanus","Gaetanus armiger",NA,"Calanoida",104306,NA,NA,NA,NA,"Floridian"
"1628",445115,445115,445111,"Species","Gaetanus brevicornis","Esterly, 1906",2,1,"Arthropoda","Aetideidae","Gaetanus","Gaetanus brevicornis",NA,"Calanoida",346482,NA,NA,NA,NA,"Floridian"
"1629",445121,445121,445111,"Species","Gaetanus kruppii","Giesbrecht, 1903",3,1,"Arthropoda","Aetideidae","Gaetanus","Gaetanus kruppii",NA,"Calanoida",221290,NA,NA,NA,NA,"Floridian"
"1630",445124,445124,445111,"Species","Gaetanus minor","Farran, 1905",3,1,"Arthropoda","Aetideidae","Gaetanus","Gaetanus minor",NA,"Calanoida",104312,NA,NA,NA,NA,"Floridian"
"1631",445125,445125,445111,"Species","Gaetanus pileatus","Farran, 1903",3,1,"Arthropoda","Aetideidae","Gaetanus","Gaetanus pileatus",NA,"Calanoida",104313,NA,NA,NA,NA,"Floridian"
"1632",445229,445229,445227,"Species","Galatheascus striatus","Boschma, 1929",2,1,"Arthropoda","Peltogastridae","Galatheascus","Galatheascus striatus",NA,"Kentrogonida",134795,NA,NA,NA,NA,"Floridian"
"1633",445234,445234,628017,"Species","Galathowenia oculata","(Zachs, 1923)",1157,6,"Annelida","Oweniidae","Galathowenia","Galathowenia oculata","Polychaeta","Sabellida",146950,NA,NA,NA,NA,"Floridian"
"1634",445384,1018456,771238,"Species","Galetta australis","(Quoy & Gaimard, 1833)",1,1,"Cnidaria","Diphyidae","Galetta","Galetta australis","Hydrozoa","Siphonophorae",152185,NA,NA,NA,NA,"Floridian"
"1635",445386,445386,1027868,"Genus","Galeus","Rafinesque, 1810",1,1,"Chordata","Pentanchidae","Galeus",NA,"Elasmobranchii","Carcharhiniformes",105728,NA,NA,NA,NA,"Floridian"
"1636",445388,445388,445386,"Species","Galeus arae","(Nichols, 1927)",51,5,"Chordata","Pentanchidae","Galeus","Galeus arae","Elasmobranchii","Carcharhiniformes",271355,TRUE,"LC",NA,NA,"Floridian"
"1637",445422,445422,771680,"Species","Gallinula chloropus","(Linnaeus, 1758)",4,1,"Chordata","Rallidae","Gallinula","Gallinula chloropus","Aves","Gruiformes",159009,TRUE,"LC",NA,NA,"Floridian"
"1638",445436,445436,771727,"Species","Gambusia affinis","(Baird & Girard, 1853)",22,6,"Chordata","Poeciliidae","Gambusia","Gambusia affinis","Actinopteri","Cyprinodontiformes",159325,TRUE,"LC",TRUE,NA,"Floridian"
"1639",445446,445446,771727,"Species","Gambusia holbrooki","Girard, 1859",41,3,"Chordata","Poeciliidae","Gambusia","Gambusia holbrooki","Actinopteri","Cyprinodontiformes",276134,TRUE,"LC",TRUE,NA,"Floridian"
"1640",445454,445454,771727,"Species","Gambusia puncticulata","Poey, 1854",1,1,"Chordata","Poeciliidae","Gambusia","Gambusia puncticulata","Actinopteri","Cyprinodontiformes",276140,NA,NA,NA,NA,"Floridian"
"1641",445458,445458,758952,"Genus","Gammanema","Cobb, 1920",1,1,"Nematoda","Selachinematidae","Gammanema",NA,"Chromadorea","Chromadorida",2331,NA,NA,NA,NA,"Floridian"
