"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","family","genus","species","class","order","redlist","status","hab","ecoregion"
"281",448061,448061,756569,"Genus","Gondogeneia","J.L. Barnard, 1972",176933,1,1,"Arthropoda","Pontogeneiidae","Gondogeneia",NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"282",448133,448133,524365,"Family","Goniasteridae","Forbes, 1841",123135,1,1,"Echinodermata","Goniasteridae",NA,NA,"Asteroidea","Valvatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"283",448470,448470,448465,"Species","Gorgonocephalus chilensis","(Philippi, 1858)",173173,2,2,"Echinodermata","Gorgonocephalidae","Gorgonocephalus","Gorgonocephalus chilensis","Ophiuroidea","Euryalida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"284",448800,448800,448799,"Species","Grampus griseus","(G. Cuvier, 1812)",137098,3,1,"Chordata","Delphinidae","Grampus","Grampus griseus","Mammalia","Cetartiodactyla",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"285",449509,449509,747328,"Species","Gymnoscopelus bolini","Andriashev, 1962",234729,1,1,"Chordata","Myctophidae","Gymnoscopelus","Gymnoscopelus bolini","Actinopteri","Myctophiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"286",449511,449511,747328,"Species","Gymnoscopelus fraseri","(Fraser-Brunner, 1931)",234657,3,2,"Chordata","Myctophidae","Gymnoscopelus","Gymnoscopelus fraseri","Actinopteri","Myctophiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"287",449514,449514,747328,"Species","Gymnoscopelus nicholsi","(Gilbert, 1911)",234821,3,2,"Chordata","Myctophidae","Gymnoscopelus","Gymnoscopelus nicholsi","Actinopteri","Myctophiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"288",449516,449516,747328,"Species","Gymnoscopelus piabilis","(Whitley, 1931)",217699,3,2,"Chordata","Myctophidae","Gymnoscopelus","Gymnoscopelus piabilis","Actinopteri","Myctophiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"289",450188,450188,775878,"Species","Halcurias pilatus","McMurrich, 1893",290067,4,3,"Cnidaria","Halcuriidae","Halcurias","Halcurias pilatus","Anthozoa","Actiniaria",NA,NA,NA,"Channels and Fjords of Southern Chile"
"290",450227,450227,450203,"Species","Halecium mediterraneum","Weismann, 1883",117594,1,1,"Cnidaria","Haleciidae","Halecium","Halecium mediterraneum","Hydrozoa","Leptothecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"291",450242,450242,450203,"Species","Halecium tenellum","Hincks, 1861",117606,1,1,"Cnidaria","Haleciidae","Halecium","Halecium tenellum","Hydrozoa","Leptothecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"292",450457,450457,771996,"Species","Halichondria (Halichondria) panicea","(Pallas, 1766)",165853,2,2,"Porifera","Halichondriidae","Halichondria","Halichondria (Halichondria) panicea","Demospongiae","Suberitida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"293",450873,450873,631474,"Species","Halisarca dujardini","Johnston, 1842",132736,2,2,"Porifera","Halisarcidae","Halisarca","Halisarca dujardini","Demospongiae",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"294",451062,451062,739308,"Genus","Haloptilus","Giesbrecht, 1898",104140,13,1,"Arthropoda","Augaptilidae","Haloptilus",NA,NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"295",451574,451574,442532,"Genus","Harcledo","J.L. Barnard, 1964",237653,1,1,"Arthropoda","Eusiridae","Harcledo",NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"296",451645,451645,631911,"Species","Harmothoe magellanica","(McIntosh, 1885)",174468,1,1,"Annelida","Polynoidae","Harmothoe","Harmothoe magellanica","Polychaeta","Phyllodocida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"297",451660,451660,631911,"Species","Harmothoe spinosa","Kinberg, 1856",155282,1,1,"Annelida","Polynoidae","Harmothoe","Harmothoe spinosa","Polychaeta","Phyllodocida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"298",451752,451752,747746,"Genus","Harpiniopsis","Stephensen, 1925",101717,2,1,"Arthropoda","Phoxocephalidae","Harpiniopsis",NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"299",451769,451769,773016,"Species","Harpovoluta charcoti","(Lamy, 1910)",197189,1,1,"Mollusca","Volutidae","Harpovoluta","Harpovoluta charcoti","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"300",451963,451963,768178,"Species","Haynesina depressula","(Walker & Jacob, 1798)",113293,2,1,"Foraminifera","Nonionidae","Haynesina","Haynesina depressula","Globothalamea","Rotaliida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"301",452183,452183,774532,"Species","Helicosphaera carteri","(Wallich) Kamptner, 1941",235959,2,1,"Haptophyta","Helicosphaeraceae","Helicosphaera","Helicosphaera carteri","Coccolithophyceae","Coccosphaerales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"302",452325,452325,779045,"Species","Hemiarthrum setulosum","Carpenter in Dall, 1876",386603,7,2,"Mollusca","Hemiarthridae","Hemiarthrum","Hemiarthrum setulosum","Polyplacophora","Chitonida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"303",452733,452733,748130,"Genus","Hemirhabdus","Wolfenden, 1911",149714,1,1,"Arthropoda","Heterorhabdidae","Hemirhabdus",NA,NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"304",452856,452856,632747,"Species","Henricia obesa","(Sladen, 1889)",178757,7,2,"Echinodermata","Echinasteridae","Henricia","Henricia obesa","Asteroidea","Spinulosida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"305",452866,452866,632747,"Species","Henricia studeri","(Perrier, 1891)",178761,4,3,"Echinodermata","Echinasteridae","Henricia","Henricia studeri","Asteroidea","Spinulosida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"306",453656,453656,748130,"Genus","Heterorhabdus","Giesbrecht, 1898",104178,25,1,"Arthropoda","Heterorhabdidae","Heterorhabdus",NA,NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"307",453806,453806,453879,"Order","Hexactinosida","Schrammen, 1912",171628,2,1,"Porifera",NA,NA,NA,"Hexactinellida","Hexactinosida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"308",453915,453915,1042427,"Species","Hiatella arctica","(Linnaeus, 1767)",140103,29,2,"Mollusca","Hiatellidae","Hiatella","Hiatella arctica","Bivalvia","Adapedonta",NA,NA,NA,"Channels and Fjords of Southern Chile"
"309",453924,453924,765064,"Family","Hiatellidae","Gray, 1824",251,2,1,"Mollusca","Hiatellidae",NA,NA,"Bivalvia","Adapedonta",NA,NA,NA,"Channels and Fjords of Southern Chile"
"310",454010,454010,454009,"Species","Himantozoum antarcticum","(Calvet, 1909)",173002,2,1,"Bryozoa","Bugulidae","Himantozoum","Himantozoum antarcticum","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"311",454116,454116,697930,"Species","Hippasteria phrygiana","(Parelius, 1768)",124043,1,1,"Echinodermata","Goniasteridae","Hippasteria","Hippasteria phrygiana","Asteroidea","Valvatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"312",454368,454368,454364,"Species","Hippothoa divaricata","Lamouroux, 1821",111399,1,1,"Bryozoa","Hippothoidae","Hippothoa","Hippothoa divaricata","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"313",454494,454494,748316,"Species","Histioteuthis eltaninae","Voss, 1969",341867,4,1,"Mollusca","Histioteuthidae","Histioteuthis","Histioteuthis eltaninae","Cephalopoda","Oegopsida",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"314",454897,454897,1014336,"Genus","Homalopoma","Carpenter, 1864",138605,4,1,"Mollusca","Colloniidae","Homalopoma",NA,"Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"315",455089,455089,455088,"Species","Hoplostethus atlanticus","Collett, 1889",126402,1,1,"Chordata","Trachichthyidae","Hoplostethus","Hoplostethus atlanticus","Actinopteri","Beryciformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"316",455155,455155,455137,"Species","Hormathia pectinata","(Hertwig, 1882)",283637,18,4,"Cnidaria","Hormathiidae","Hormathia","Hormathia pectinata","Anthozoa","Actiniaria",NA,NA,NA,"Channels and Fjords of Southern Chile"
"317",455248,455248,770667,"Species","Huilkia ushuaiensis","Serna de Esteban & Moretto, 1968",147824,2,2,"Nemertea","Lineidae","Huilkia","Huilkia ushuaiensis","Anopla",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"318",455811,455811,455842,"Genus","Hymedesmia","Bowerbank, 1864",131950,2,2,"Porifera","Hymedesmiidae","Hymedesmia",NA,"Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"319",455866,455866,450470,"Genus","Hymeniacidon","Bowerbank, 1858",131808,3,2,"Porifera","Halichondriidae","Hymeniacidon",NA,"Demospongiae","Suberitida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"320",456004,456004,634766,"Species","Hyperia gaudichaudii","Milne Edwards, 1840",325380,2,1,"Arthropoda","Hyperiidae","Hyperia","Hyperia gaudichaudii","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"321",456017,456017,748564,"Species","Hyperiella antarctica","Bovallius, 1887",325379,2,1,"Arthropoda","Hyperiidae","Hyperiella","Hyperiella antarctica","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"322",456019,456019,779722,"Genus","Hyperietta","Bowman, 1973",236557,1,1,"Arthropoda","Lestrigonidae","Hyperietta",NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"323",456913,456913,776572,"Species","Iluocoetes elongatus","(Smitt, 1898)",281172,5,3,"Chordata","Zoarcidae","Iluocoetes","Iluocoetes elongatus","Actinopteri","Perciformes",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"324",456915,456915,776572,"Species","Iluocoetes fimbriatus","Jenyns, 1842",281173,13,3,"Chordata","Zoarcidae","Iluocoetes","Iluocoetes fimbriatus","Actinopteri","Perciformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"325",457078,457078,635433,"Species","Inferiolabiata labiata","(Moseley, 1879)",289283,2,2,"Cnidaria","Stylasteridae","Inferiolabiata","Inferiolabiata labiata","Hydrozoa","Anthoathecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"326",457079,457079,635433,"Species","Inferiolabiata lowei","(Cairns, 1983)",289284,4,2,"Cnidaria","Stylasteridae","Inferiolabiata","Inferiolabiata lowei","Hydrozoa","Anthoathecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"327",457085,457085,769445,"Species","Inflatella belli","(Kirkpatrick, 1907)",168897,1,1,"Porifera","Coelosphaeridae","Inflatella","Inflatella belli","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"328",457168,457168,772369,"Species","Inversiula nutrix","Jullien, 1888",174199,1,1,"Bryozoa","Inversiulidae","Inversiula","Inversiula nutrix","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"329",457202,457202,772018,"Genus","Iophon","Gray, 1867",131863,37,2,"Porifera","Acarnidae","Iophon",NA,"Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"330",457205,457205,457202,"Species","Iophon nigricans","(Bowerbank, 1858)",132971,6,2,"Porifera","Acarnidae","Iophon","Iophon nigricans","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"331",457217,457217,461164,"Genus","Iothia","Forbes, 1849",138110,8,1,"Mollusca","Lepetidae","Iothia",NA,"Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"332",457500,457500,1011538,"Family","Ischyroceridae","Stebbing, 1899",101389,3,1,"Arthropoda","Ischyroceridae",NA,NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"333",457517,457517,768615,"Species","Ischyromene eatoni","(Miers, 1875)",257048,1,1,"Arthropoda","Sphaeromatidae","Ischyromene","Ischyromene eatoni","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"334",457595,457595,769387,"Genus","Isodictya","Bowerbank, 1864",131905,2,2,"Porifera","Isodictyidae","Isodictya",NA,"Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"335",457674,457674,489355,"Order","Isopoda","Latreille, 1817",1131,6,2,"Arthropoda",NA,NA,NA,"Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"336",458118,458118,458112,"Species","Joeropsis curvicornis","(Nicolet, 1849)",256047,3,1,"Arthropoda","Joeropsididae","Joeropsis","Joeropsis curvicornis","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"337",458422,458422,768231,"Species","Karreriella bradyi","(Cushman, 1911)",113941,1,1,"Foraminifera","Eggerellidae","Karreriella","Karreriella bradyi","Globothalamea","Textulariida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"338",458499,458499,684133,"Genus","Kellia","Turton, 1822",138095,3,1,"Mollusca","Kelliidae","Kellia",NA,"Bivalvia",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"339",459142,459142,772646,"Species","Labidiaster annulatus","Sladen, 1889",234924,2,1,"Echinodermata","Heliasteridae","Labidiaster","Labidiaster annulatus","Asteroidea","Forcipulatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"340",459143,459143,772646,"Species","Labidiaster radiosus","Lütken, 1872",178810,5,2,"Echinodermata","Heliasteridae","Labidiaster","Labidiaster radiosus","Asteroidea","Forcipulatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"341",459312,459312,459309,"Species","Lacerna hosteensis","Jullien, 1888",174212,2,1,"Bryozoa","Lacernidae","Lacerna","Lacerna hosteensis","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"342",459375,459375,459377,"Genus","Lacydonia","Marion & Bobretzky, 1875",129324,1,1,"Annelida","Lacydoniidae","Lacydonia",NA,"Polychaeta","Phyllodocida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"343",459572,459572,749218,"Species","Lagena sulcata","(Walker & Jacob, 1798)",113509,2,1,"Foraminifera","Lagenidae","Lagena","Lagena sulcata","Foraminifera incertae sedis","Lagenida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"344",459598,459598,743939,"Genus","Lagenorhynchus","Gray, 1846",137020,8,1,"Chordata","Delphinidae","Lagenorhynchus",NA,"Mammalia","Cetartiodactyla",NA,NA,NA,"Channels and Fjords of Southern Chile"
"345",459601,459601,459598,"Species","Lagenorhynchus australis","(Peale, 1848)",254980,149,1,"Chordata","Delphinidae","Lagenorhynchus","Lagenorhynchus australis","Mammalia","Cetartiodactyla",TRUE,"DD",NA,"Channels and Fjords of Southern Chile"
"346",459604,459604,459598,"Species","Lagenorhynchus obscurus","(Gray, 1828)",231434,35,2,"Chordata","Delphinidae","Lagenorhynchus","Lagenorhynchus obscurus","Mammalia","Cetartiodactyla",TRUE,"DD",NA,"Channels and Fjords of Southern Chile"
"347",459870,459870,459840,"Species","Lampanyctus macdonaldi","(Goode & Bean, 1896)",126617,2,1,"Chordata","Myctophidae","Lampanyctus","Lampanyctus macdonaldi","Actinopteri","Myctophiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"348",460114,460114,637315,"Species","Laonice weddellia","Hartman, 1978",328649,1,1,"Annelida","Spionidae","Laonice","Laonice weddellia","Polychaeta","Spionida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"349",460238,460238,460223,"Species","Larus dominicanus","Lichtenstein, 1823",212624,9,2,"Chordata","Laridae","Larus","Larus dominicanus","Aves","Charadriiformes",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"350",460278,460278,768204,"Species","Laryngosigma lactea","(Walker & Jacob, 1798)",113671,1,1,"Foraminifera","Glandulinidae","Laryngosigma","Laryngosigma lactea","Foraminifera incertae sedis","Lagenida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"351",460279,460279,768204,"Species","Laryngosigma williamsoni","(Terquem, 1878)",113673,1,1,"Foraminifera","Glandulinidae","Laryngosigma","Laryngosigma williamsoni","Foraminifera incertae sedis","Lagenida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"352",460280,460280,460291,"Genus","Lasaea","Brown, 1827",138104,19,1,"Mollusca","Lasaeidae","Lasaea",NA,"Bivalvia",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"353",460329,460329,460325,"Species","Laternula elliptica","(King, 1832)",197217,1,1,"Mollusca","Laternulidae","Laternula","Laternula elliptica","Bivalvia",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"354",460481,460481,769399,"Genus","Latrunculia","du Bocage, 1869",132038,3,1,"Porifera","Latrunculiidae","Latrunculia",NA,"Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"355",460644,460644,460636,"Species","Leanira quatrefagesi","Kinberg, 1856",155223,1,1,"Annelida","Sigalionidae","Leanira","Leanira quatrefagesi","Polychaeta","Phyllodocida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"356",461021,461021,698225,"Species","Lensia meteori","(Leloup, 1934)",135435,1,1,"Cnidaria","Diphyidae","Lensia","Lensia meteori","Hydrozoa","Siphonophorae",NA,NA,NA,"Channels and Fjords of Southern Chile"
"357",461131,461131,461138,"Genus","Lepechinella","Stebbing, 1908",101578,1,1,"Arthropoda","Lepechinellidae","Lepechinella",NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"358",461164,461164,779142,"Family","Lepetidae","Gray, 1850",1733,3,1,"Mollusca","Lepetidae",NA,NA,"Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"359",461325,461325,768250,"Species","Lepidodeuterammina ochracea","(Williamson, 1858)",114306,1,1,"Foraminifera","Trochamminidae","Lepidodeuterammina","Lepidodeuterammina ochracea","Globothalamea","Lituolida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"360",461478,461478,638131,"Species","Lepidotheca fascicularis","(Cairns, 1983)",289275,1,1,"Cnidaria","Stylasteridae","Lepidotheca","Lepidotheca fascicularis","Hydrozoa","Anthoathecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"361",461970,461970,770774,"Genus","Leptocylindrus","Cleve, 1889",149038,1,1,"Ochrophyta","Leptocylindraceae","Leptocylindrus",NA,"Bacillariophyceae","Leptocylindrales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"362",462180,462180,776634,"Species","Leptonotus blainvilleanus","(Eydoux & Gervais, 1837)",281324,4,2,"Chordata","Syngnathidae","Leptonotus","Leptonotus blainvilleanus","Actinopteri","Syngnathiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"363",462187,462187,696857,"Genus","Leptopentacta","Clark, 1938",123481,2,1,"Echinodermata","Cucumariidae","Leptopentacta",NA,"Holothuroidea","Dendrochirotida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"364",462835,462835,781881,"Genus","Leucosyrinx","Dall, 1889",138611,5,1,"Mollusca","Pseudomelatomidae","Leucosyrinx",NA,"Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"365",462866,462866,638910,"Species","Leucothoe spinicarpa","(Abildgaard, 1789)",102470,6,1,"Arthropoda","Leucothoidae","Leucothoe","Leucothoe spinicarpa","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"366",462871,462871,628170,"Family","Leucothoidae","Dana, 1852",101393,4,1,"Arthropoda","Leucothoidae",NA,NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"367",463246,463246,1014586,"Genus","Liljeborgia","Bate, 1862",101582,1,1,"Arthropoda","Liljeborgiidae","Liljeborgia",NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"368",463368,463368,698302,"Species","Limatula hodgsoni","(E. A. Smith, 1907)",197227,2,1,"Mollusca","Limidae","Limatula","Limatula hodgsoni","Bivalvia","Limoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"369",463535,463535,463530,"Genus","Limopsis","Sassi, 1827",138132,11,1,"Mollusca","Limopsidae","Limopsis",NA,"Bivalvia","Arcoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"370",463550,463550,463535,"Species","Limopsis lilliei","E. A. Smith, 1915",197234,1,1,"Mollusca","Limopsidae","Limopsis","Limopsis lilliei","Bivalvia","Arcoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"371",463551,463551,463535,"Species","Limopsis marionensis","E. A. Smith, 1885",197236,8,1,"Mollusca","Limopsidae","Limopsis","Limopsis marionensis","Bivalvia","Arcoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"372",463626,463626,463618,"Species","Lineus longifissus","(Hubrecht, 1887)",155894,2,2,"Nemertea","Lineidae","Lineus","Lineus longifissus","Anopla",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"373",463890,463890,774472,"Genus","Liothyrella","Thomson, 1916",231829,1,1,"Brachiopoda","Terebratulidae","Liothyrella",NA,"Rhynchonellata","Terebratulida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"374",463906,463906,639640,"Species","Liparis antarcticus","Putnam, 1874",274501,1,1,"Chordata","Liparidae","Liparis","Liparis antarcticus","Actinopteri","Scorpaeniformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"375",464044,464044,755605,"Genus","Lissarca","E. A. Smith, 1877",196916,8,1,"Mollusca","Philobryidae","Lissarca",NA,"Bivalvia","Arcoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"376",464045,464045,464044,"Species","Lissarca miliaris","(Philippi, 1845)",197240,7,1,"Mollusca","Philobryidae","Lissarca","Lissarca miliaris","Bivalvia","Arcoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"377",464584,464584,768172,"Species","Lobatula lobatula","(Walker & Jacob, 1798)",113118,3,1,"Foraminifera","Cibicididae","Lobatula","Lobatula lobatula","Globothalamea","Rotaliida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"378",464870,464870,464866,"Species","Lophaster stellans","Sladen, 1889",172787,6,2,"Echinodermata","Solasteridae","Lophaster","Lophaster stellans","Asteroidea","Valvatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"379",464872,464872,741049,"Genus","Lophelia","Milne Edwards & Haime, 1849",135095,1,1,"Cnidaria","Caryophylliidae","Lophelia",NA,"Anthozoa","Scleractinia",NA,NA,NA,"Channels and Fjords of Southern Chile"
"380",465030,465030,507748,"Genus","Lophothrix","Giesbrecht, 1895",104225,3,1,"Arthropoda","Scolecitrichidae","Lophothrix",NA,NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"381",465119,465119,465129,"Genus","Lottia","Gray, 1833",160336,3,1,"Mollusca","Lottiidae","Lottia",NA,"Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"382",465232,465232,769192,"Genus","Lubbockia","Claus, 1863",128672,6,1,"Arthropoda","Lubbockiidae","Lubbockia",NA,NA,"Poecilostomatoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"383",465269,465269,750343,"Genus","Lucicutia","Giesbrecht, 1898",104183,13,1,"Arthropoda","Lucicutiidae","Lucicutia",NA,NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"384",465276,465276,465269,"Species","Lucicutia curta","Farran, 1905",104596,2,1,"Arthropoda","Lucicutiidae","Lucicutia","Lucicutia curta",NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"385",465292,465292,465269,"Species","Lucicutia ovalis","(Giesbrecht, 1889)",104609,2,1,"Arthropoda","Lucicutiidae","Lucicutia","Lucicutia ovalis",NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"386",465300,465300,465269,"Species","Lucicutia wolfendeni","Sewell, 1932",104615,1,1,"Arthropoda","Lucicutiidae","Lucicutia","Lucicutia wolfendeni",NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"387",465536,465536,640816,"Species","Lumbrineris cingulata","Ehlers, 1897",130240,7,3,"Annelida","Lumbrineridae","Lumbrineris","Lumbrineris cingulata","Polychaeta","Eunicida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"388",465570,465570,640816,"Species","Lumbrineris magalhaensis","Kinberg, 1865",173522,17,1,"Annelida","Lumbrineridae","Lumbrineris","Lumbrineris magalhaensis","Polychaeta","Eunicida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"389",465914,465914,750428,"Species","Lycodapus antarcticus","Tomo, 1982",234662,1,1,"Chordata","Zoarcidae","Lycodapus","Lycodapus antarcticus","Actinopteri","Perciformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"390",465915,465915,750428,"Species","Lycodapus australis","Norman, 1937",279385,3,2,"Chordata","Zoarcidae","Lycodapus","Lycodapus australis","Actinopteri","Perciformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"391",466005,466005,774423,"Species","Lycodichthys antarcticus","Pappenheim, 1911",234759,2,2,"Chordata","Zoarcidae","Lycodichthys","Lycodichthys antarcticus","Actinopteri","Perciformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"392",466173,466173,466196,"Genus","Lyonsia","Turton, 1822",138154,12,1,"Mollusca","Lyonsiidae","Lyonsia",NA,"Bivalvia",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"393",466722,466722,756904,"Genus","Macronectes","Richmond, 1905",206822,30,2,"Chordata","Procellariidae","Macronectes",NA,"Aves","Procellariiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"394",466723,466723,466722,"Species","Macronectes giganteus","(Gmelin, 1789)",212636,9,5,"Chordata","Procellariidae","Macronectes","Macronectes giganteus","Aves","Procellariiformes",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"395",466724,466724,466722,"Species","Macronectes halli","Mathews, 1912",212637,6,2,"Chordata","Procellariidae","Macronectes","Macronectes halli","Aves","Procellariiformes",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"396",467017,467017,750605,"Species","Macruronus magellanicus","Lönnberg, 1907",272449,1,1,"Chordata","Merlucciidae","Macruronus","Macruronus magellanicus","Actinopteri","Gadiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"397",467641,467641,467637,"Species","Maldane sarsi","Malmgren, 1865",130305,2,2,"Annelida","Maldanidae","Maldane","Maldane sarsi","Polychaeta",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"398",467810,467810,751041,"Species","Mancopsetta maculata","(Günther, 1880)",234783,1,1,"Chordata","Achiropsettidae","Mancopsetta","Mancopsetta maculata","Actinopteri","Pleuronectiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"399",468297,468297,468296,"Species","Marseniopsis conica","(E. A. Smith, 1902)",197268,1,1,"Mollusca","Velutinidae","Marseniopsis","Marseniopsis conica","Gastropoda","Littorinimorpha",NA,NA,NA,"Channels and Fjords of Southern Chile"
"400",468730,468730,776696,"Species","Maynea puncta","(Jenyns, 1842)",281537,3,2,"Chordata","Zoarcidae","Maynea","Maynea puncta","Actinopteri","Perciformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
